-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  47.5126   Longitude -100.4694 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 575.24 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2M,2009,-14.85,-11.89,-5.55,4.78,11.35,16.19,18.7,19.23,17.91,2.85,2.13,-11.96,4.14
T2M,2010,-12.74,-11.69,0.39,7.89,11.67,17.79,21.29,21.25,12.67,8.59,-2.27,-12.81,5.27
T2M,2011,-14.34,-10.89,-4.98,4.21,10.68,17.07,21.98,20.4,14.51,8.44,-0.59,-4.97,5.22
T2M,2012,-6.41,-5.35,6.09,7.81,13.47,19.64,25.04,20.75,15.34,4.91,-2.36,-8.61,7.57
T2M,2013,-11.52,-7.06,-4.98,1.24,12.35,17.6,20.38,21.19,16.72,4.38,-3.36,-14.82,4.4
T2M,2014,-13.4,-14.5,-4.39,3.83,12.12,16.72,19.87,19.69,14.33,7.67,-6.19,-7.96,4.1
T2M,2015,-9.26,-12.69,0.99,6.9,11.63,18.64,22.12,21.42,17.13,8.62,0.46,-5.98,6.78
T2M,2016,-9.31,-3.53,2.25,5.42,14.57,20.29,22.25,21.3,15.07,7.78,3.76,-12.77,7.27
T2M,2017,-12.11,-5.47,-1.13,6.32,14.05,19.54,24.16,19.45,15.25,7.52,-2.38,-8.21,6.48
T2M,2018,-10.63,-12.41,-1.64,2.4,16.87,20.21,22.34,21.34,13.41,4.15,-4.83,-6.62,5.5
T2M,2019,-12.27,-18.39,-4.42,5.97,10.66,18.68,22.01,19.56,14.91,2.74,-2.88,-8.11,4.17
T2M,2020,-10.71,-6.29,-0.09,3.71,11.88,20.52,22.63,21.97,14.62,3.64,0.45,-4.35,6.53
T2M,2021,-4.78,-12.76,2.8,5.62,13.28,22.55,25.38,22.35,17.81,9.06,0.49,-9.08,7.85
T2M,2022,-12.99,-11.94,-1.66,0.68,11.83,18.75,22.71,22.65,17.03,7.76,-4.63,-13.2,4.85
T2M,2023,-10.1,-6.86,-5.66,4.11,16.46,21.59,20.93,21.26,17.59,6.55,-0.25,-2.58,6.99
T2M,2024,-10.02,-2.04,-2.82,6.79,12.76,18.18,23.14,20.92,19.79,10.44,-0.94,-7.37,7.42
T2M,2025,-12.23,-12.85,0.84,6.39,14.39,18.34,22.16,21.76,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MAX,2001,2.29,2.84,14.53,29.35,29.52,33.67,34.88,36.92,37.99,25.57,18.22,6.81,37.99
T2M_MAX,2002,9.6,10.72,14.09,22.35,29.8,41.8,41.06,39.19,33.16,23.58,14.44,5.79,41.8
T2M_MAX,2003,5.37,6.15,19.89,28.94,31.45,30.35,37.86,39.36,34.64,28.12,8.19,6.29,39.36
T2M_MAX,2004,1.35,12.14,18.07,28.24,25.9,29.58,35.96,32.33,34.2,26.96,15.4,7.92,35.96
T2M_MAX,2005,3.03,8.58,21.64,25.09,27.23,33.82,36.35,33.84,32.96,31.45,17.29,7.74,36.35
T2M_MAX,2006,6.12,5.72,16.35,25.66,31.77,33.84,39.5,35.0,30.73,27.52,16.13,4.25,39.5
T2M_MAX,2007,6.56,8.0,24.77,27.4,30.41,31.91,40.45,33.06,34.36,25.07,15.32,3.93,40.45
T2M_MAX,2008,5.48,6.08,15.9,25.67,26.21,30.79,33.85,34.6,29.93,22.69,17.82,1.75,34.6
T2M_MAX,2009,2.57,0.89,16.74,22.81,25.35,29.94,32.98,35.69,31.5,22.25,18.2,2.06,35.69
T2M_MAX,2010,1.41,-1.77,21.43,22.13,29.93,32.29,33.08,38.35,27.26,27.04,17.44,1.77,38.35
T2M_MAX,2011,0.94,4.86,14.59,19.45,21.04,32.52,34.06,33.02,30.01,27.95,12.28,6.7,34.06
T2M_MAX,2012,8.79,6.49,24.2,29.92,32.18,33.95,39.7,37.34,35.57,23.64,10.67,7.63,39.7
T2M_MAX,2013,2.88,6.87,11.26,24.36,30.1,28.97,32.4,36.35,33.95,20.03,11.93,1.57,36.35
T2M_MAX,2014,3.37,4.63,15.01,23.81,31.4,27.06,32.37,31.73,30.55,23.47,15.26,4.77,32.37
T2M_MAX,2015,6.82,5.15,20.89,24.65,26.96,31.05,34.5,37.09,36.92,28.63,16.03,11.02,37.09
T2M_MAX,2016,6.85,12.41,20.56,21.05,30.88,34.65,35.89,35.0,31.39,24.55,20.43,1.03,35.89
T2M_MAX,2017,1.16,15.06,16.3,23.13,29.51,35.68,38.57,32.74,35.44,25.19,12.41,7.52,38.57
T2M_MAX,2018,9.01,7.94,12.81,24.59,32.19,32.13,36.66,39.09,29.64,20.67,8.58,5.13,39.09
T2M_MAX,2019,4.07,1.48,15.56,23.89,29.19,32.16,32.49,31.77,30.78,24.06,9.41,3.92,32.49
T2M_MAX,2020,2.81,11.74,16.57,23.21,27.52,34.89,34.53,36.15,30.16,21.84,19.53,7.52,36.15
T2M_MAX,2021,6.68,8.37,17.47,26.06,27.59,38.21,38.47,38.67,34.41,30.41,17.84,10.55,38.67
T2M_MAX,2022,1.26,8.29,16.97,16.85,26.45,35.82,35.58,36.45,36.39,24.36,20.37,0.91,36.45
T2M_MAX,2023,1.18,9.47,8.36,28.52,30.49,33.5,35.25,35.31,36.14,29.83,12.98,8.18,36.14
T2M_MAX,2024,9.16,14.99,14.06,24.34,28.79,31.14,39.43,35.07,34.24,28.88,13.12,6.47,39.43
T2M_MAX,2025,4.77,11.45,17.34,22.66,35.75,30.94,35.38,35.85,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MIN,2001,-21.57,-24.08,-13.37,-7.39,1.36,6.59,8.49,9.07,-0.77,-6.84,-10.59,-18.87,-24.08
T2M_MIN,2002,-19.27,-18.8,-22.19,-10.61,-6.35,7.57,11.18,8.34,-1.21,-11.87,-12.03,-19.09,-22.19
T2M_MIN,2003,-27.21,-26.92,-26.04,-7.39,-1.33,6.37,10.47,10.46,-1.82,-8.74,-15.65,-17.74,-27.21
T2M_MIN,2004,-38.1,-29.23,-14.8,-6.02,-5.46,3.48,9.03,4.42,3.52,-6.34,-9.05,-24.65,-38.1
T2M_MIN,2005,-31.33,-21.22,-15.36,-3.53,-5.28,7.84,8.16,8.18,3.34,-9.02,-15.61,-20.0,-31.33
T2M_MIN,2006,-13.07,-28.97,-12.51,-6.31,-2.7,7.75,13.77,10.6,-0.25,-7.84,-16.82,-21.0,-28.97
T2M_MIN,2007,-27.03,-26.69,-19.12,-14.23,0.05,5.64,11.15,7.69,0.44,-1.53,-18.0,-20.69,-27.03
T2M_MIN,2008,-29.3,-30.34,-19.95,-5.02,-3.47,4.21,10.92,8.64,3.69,-6.16,-20.44,-32.15,-32.15
T2M_MIN,2009,-38.79,-29.22,-27.72,-9.25,-4.02,3.06,7.4,8.12,3.3,-4.64,-5.16,-24.05,-38.79
T2M_MIN,2010,-34.89,-23.56,-15.64,-4.22,-3.09,7.17,11.1,10.07,-1.38,-9.2,-19.76,-28.09,-34.89
T2M_MIN,2011,-31.47,-30.32,-19.39,-7.17,-3.77,4.79,11.39,11.01,0.24,-4.16,-13.03,-19.43,-31.47
T2M_MIN,2012,-26.74,-22.06,-11.2,-6.09,2.57,6.24,13.81,9.27,-0.96,-5.05,-15.16,-20.43,-26.74
T2M_MIN,2013,-28.38,-26.17,-17.63,-9.53,-5.01,4.22,7.24,9.19,4.19,-6.78,-17.7,-31.01,-31.01
T2M_MIN,2014,-34.63,-25.25,-28.79,-15.49,-3.4,4.48,8.47,6.69,-0.22,-6.34,-23.52,-24.27,-34.63
T2M_MIN,2015,-27.68,-28.03,-23.98,-5.96,-1.39,7.91,8.22,6.48,4.1,-3.77,-12.88,-18.91,-28.03
T2M_MIN,2016,-28.01,-17.43,-12.95,-6.83,0.11,6.68,9.24,10.4,2.7,-3.71,-8.46,-33.31,-33.31
T2M_MIN,2017,-31.82,-25.34,-18.63,-6.41,0.99,6.78,11.33,9.08,3.84,-7.22,-13.64,-29.5,-31.82
T2M_MIN,2018,-28.65,-24.95,-13.81,-18.03,0.11,7.89,11.28,6.94,-1.2,-5.26,-16.75,-26.34,-28.65
T2M_MIN,2019,-36.22,-36.82,-28.6,-6.03,-2.93,7.74,11.93,8.22,2.6,-9.89,-15.25,-23.21,-36.82
T2M_MIN,2020,-28.51,-23.79,-16.16,-11.27,-4.02,8.56,13.04,8.53,0.46,-13.2,-10.07,-16.49,-28.51
T2M_MIN,2021,-18.46,-31.66,-13.8,-5.82,-1.26,7.42,12.64,9.38,5.91,-3.5,-14.53,-31.47,-31.66
T2M_MIN,2022,-33.38,-32.28,-21.5,-15.89,-1.24,4.8,11.15,12.93,2.5,-5.02,-18.57,-32.37,-33.38
T2M_MIN,2023,-31.2,-27.07,-17.94,-9.64,-1.0,9.04,7.76,11.01,7.16,-16.3,-12.4,-11.85,-31.2
T2M_MIN,2024,-28.35,-15.86,-16.96,-4.66,-0.9,5.44,12.08,8.78,6.44,-2.07,-19.6,-21.58,-28.35
T2M_MIN,2025,-33.66,-33.04,-8.97,-7.53,-0.38,7.33,8.89,8.78,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_RANGE,2001,9.28,9.6,11.6,13.29,13.53,12.11,12.52,15.14,13.98,10.85,10.6,7.86,11.71
T2M_RANGE,2002,8.69,10.03,10.76,12.62,14.89,13.61,14.97,13.81,14.12,9.58,9.22,7.63,11.67
T2M_RANGE,2003,9.49,11.08,12.31,13.85,12.47,11.85,13.94,14.77,12.77,12.96,8.54,8.41,11.88
T2M_RANGE,2004,10.41,10.11,11.65,15.44,12.99,12.59,13.27,13.05,12.97,11.84,10.46,8.72,11.96
T2M_RANGE,2005,10.28,9.87,10.74,13.82,12.32,12.08,13.36,13.48,14.42,11.7,7.72,5.74,11.3
T2M_RANGE,2006,8.01,9.95,10.17,14.93,14.1,12.88,15.4,14.0,12.58,10.83,8.86,8.42,11.68
T2M_RANGE,2007,9.97,9.26,12.75,13.61,13.24,12.94,13.93,13.26,13.39,11.46,9.54,8.61,11.85
T2M_RANGE,2008,9.74,11.35,11.43,13.89,13.91,12.25,13.75,13.6,12.67,11.53,8.68,9.51,11.86
T2M_RANGE,2009,10.69,9.02,11.6,12.94,14.32,12.16,11.87,12.81,13.47,8.14,10.37,6.01,11.12
T2M_RANGE,2010,8.49,9.86,10.52,14.04,11.46,11.22,12.28,12.92,11.3,12.38,8.49,7.77,10.9
T2M_RANGE,2011,8.73,9.38,11.69,11.49,11.76,11.75,11.74,12.27,13.83,11.13,9.17,7.86,10.91
T2M_RANGE,2012,9.47,9.96,14.43,13.34,13.59,13.32,13.87,14.18,14.89,9.93,8.48,7.61,11.93
T2M_RANGE,2013,10.15,10.24,10.56,11.3,12.96,11.35,12.63,12.67,13.27,9.76,8.65,9.04,11.05
T2M_RANGE,2014,12.86,10.82,11.06,12.94,12.48,10.94,12.68,11.22,13.64,11.93,8.86,7.99,11.46
T2M_RANGE,2015,8.84,10.16,12.82,13.79,12.79,12.24,12.5,14.14,14.16,11.08,8.69,7.19,11.54
T2M_RANGE,2016,7.93,9.13,12.04,13.09,13.68,13.61,12.87,13.68,12.12,11.03,9.65,8.73,11.47
T2M_RANGE,2017,8.25,9.3,11.48,13.58,13.95,13.62,14.81,13.24,13.44,12.4,9.3,7.71,11.77
T2M_RANGE,2018,9.83,10.87,10.12,13.49,15.07,12.66,13.42,14.38,12.56,11.09,7.25,7.75,11.55
T2M_RANGE,2019,9.48,9.33,11.27,11.98,12.77,12.99,12.03,11.88,10.83,9.2,7.61,7.9,10.61
T2M_RANGE,2020,8.89,11.24,11.32,12.95,12.92,13.83,12.67,13.74,13.48,9.39,10.65,8.45,11.62
T2M_RANGE,2021,7.85,9.73,13.69,13.82,14.63,14.47,13.9,14.42,14.4,10.63,9.13,8.57,12.11
T2M_RANGE,2022,12.72,12.67,12.46,10.07,12.35,13.12,12.67,13.47,13.76,12.08,8.52,8.06,11.83
T2M_RANGE,2023,9.07,10.35,10.46,12.64,13.64,12.08,13.05,12.44,12.75,11.11,9.5,8.01,11.26
T2M_RANGE,2024,7.26,9.89,11.09,12.96,12.92,13.21,13.0,12.2,14.66,13.33,8.8,8.09,11.45
T2M_RANGE,2025,9.51,10.73,11.7,13.77,13.87,12.15,12.54,12.82,-999.0,-999.0,-999.0,-999.0,-999.0
WD10M,2001,283.8,296.0,285.5,23.0,300.3,23.8,129.9,199.6,150.9,290.1,292.8,294.5,287.3
WD10M,2002,286.9,302.9,307.1,321.1,287.1,266.4,121.6,236.6,273.9,304.2,285.6,277.0,290.1
WD10M,2003,300.2,307.3,310.6,111.1,132.6,238.5,323.0,149.7,288.6,300.6,268.8,278.7,288.0
WD10M,2004,298.1,260.3,294.8,353.7,6.9,300.8,325.8,330.5,226.5,288.5,259.3,293.0,289.7
WD10M,2005,262.3,309.6,324.0,346.6,357.0,162.8,175.5,256.8,280.0,266.1,301.6,293.8,294.6
WD10M,2006,263.0,301.0,98.7,99.6,308.8,326.8,319.6,152.7,317.0,306.5,254.7,280.0,290.1
WD10M,2007,286.4,326.9,268.1,44.2,117.4,214.2,185.7,164.6,279.1,305.8,279.1,272.0,282.3
WD10M,2008,274.0,300.8,271.9,104.8,34.2,289.9,277.1,193.4,273.6,273.6,302.8,303.4,284.1
WD10M,2009,292.1,302.3,293.2,94.1,289.0,280.4,314.8,272.6,189.2,305.3,246.5,322.7,286.6
WD10M,2010,248.6,200.0,292.5,162.0,202.5,260.4,259.9,281.2,283.4,275.3,300.4,263.4,262.5
WD10M,2011,302.2,286.9,142.1,335.1,70.2,143.3,130.8,236.8,255.4,254.8,263.0,272.9,268.1
WD10M,2012,285.3,311.9,218.6,131.4,283.6,238.7,59.8,226.4,291.5,300.0,267.8,260.7,277.5
WD10M,2013,292.8,281.4,7.4,342.0,59.4,6.9,303.1,192.7,208.7,329.5,278.6,305.2,308.5
WD10M,2014,296.6,298.9,320.0,53.0,358.8,260.5,305.5,171.1,259.3,278.3,301.3,260.0,293.2
WD10M,2015,292.1,319.6,273.8,280.9,42.5,292.3,247.9,258.4,213.3,259.9,283.7,274.9,277.1
WD10M,2016,287.2,301.8,330.7,38.8,230.4,314.4,222.2,253.1,233.6,232.4,271.8,282.8,279.5
WD10M,2017,285.2,290.8,183.2,68.8,354.9,289.0,164.4,96.7,310.2,272.9,269.7,302.3,284.6
WD10M,2018,268.8,281.4,111.6,139.8,113.5,180.1,278.9,251.5,24.7,294.4,282.3,279.5,278.3
WD10M,2019,272.8,331.4,299.4,350.9,49.6,240.9,235.6,248.4,279.0,298.4,302.5,284.3,296.5
WD10M,2020,260.8,277.2,237.6,307.7,145.8,202.9,249.4,228.4,282.8,281.0,258.0,283.1,270.0
WD10M,2021,281.8,280.0,236.9,325.9,132.4,303.5,152.4,230.5,271.5,308.2,276.8,277.7,273.4
WD10M,2022,278.7,304.6,302.7,356.5,247.9,266.3,286.3,206.9,269.7,303.7,279.7,301.7,293.7
WD10M,2023,278.9,285.9,22.3,340.1,129.9,82.6,281.7,307.5,129.2,313.3,274.5,280.5,293.1
WD10M,2024,282.0,286.5,333.0,311.8,290.8,281.3,239.5,121.8,201.1,254.7,268.3,263.2,272.0
WD10M,2025,295.4,295.0,329.3,300.2,151.9,304.9,58.3,199.4,-999.0,-999.0,-999.0,-999.0,-999.0
WD50M,2001,282.1,294.2,280.3,36.4,297.5,39.2,126.4,189.6,153.4,287.5,281.5,289.5,281.3
WD50M,2002,285.0,299.4,304.0,316.3,265.2,246.7,129.0,230.8,267.0,300.7,283.7,274.8,285.0
WD50M,2003,297.6,301.7,304.7,116.1,136.4,238.1,319.6,151.4,287.0,300.0,266.1,274.4,281.4
WD50M,2004,293.8,258.7,292.3,350.0,9.4,295.8,277.8,325.9,220.8,283.1,258.8,287.9,283.9
WD50M,2005,261.0,303.2,316.5,348.6,357.9,163.5,174.7,256.4,278.7,255.6,298.2,291.9,288.8
WD50M,2006,261.5,296.9,104.0,108.6,309.3,311.4,321.7,155.0,312.4,305.0,253.5,277.7,284.2
WD50M,2007,283.3,318.4,264.1,45.7,121.6,212.3,180.3,167.9,275.0,302.8,278.8,268.6,277.4
WD50M,2008,269.3,294.8,269.2,115.4,35.9,284.9,270.7,192.9,269.7,271.4,297.7,298.4,277.9
WD50M,2009,292.0,296.6,275.0,139.1,284.9,269.5,315.3,265.5,189.2,303.4,246.6,321.5,281.5
WD50M,2010,252.2,197.7,282.9,167.9,199.3,254.6,255.7,281.2,278.7,271.9,296.2,265.1,257.6
WD50M,2011,299.9,284.6,150.4,322.7,77.2,149.7,134.7,235.4,251.2,255.6,262.3,272.4,263.8
WD50M,2012,282.9,303.7,213.5,136.5,279.9,234.9,89.1,214.4,288.4,298.1,261.6,257.7,271.6
WD50M,2013,289.7,272.0,8.1,336.6,65.8,2.1,271.0,182.1,208.1,327.4,277.4,301.7,301.4
WD50M,2014,296.2,296.7,314.2,45.0,4.0,259.8,304.2,170.8,249.8,277.4,299.4,256.6,289.7
WD50M,2015,289.8,315.7,273.6,274.6,48.0,289.9,244.5,256.3,212.8,258.7,280.1,272.1,273.2
WD50M,2016,287.2,298.9,320.1,41.5,227.7,312.6,217.6,250.7,233.4,231.7,267.3,281.3,274.8
WD50M,2017,284.9,287.6,184.3,75.3,354.4,290.1,156.9,104.8,304.3,270.7,268.3,300.8,281.6
WD50M,2018,266.8,279.8,123.5,170.9,126.7,172.2,276.5,240.3,25.7,293.4,280.3,275.2,273.0
WD50M,2019,272.8,328.3,297.7,335.3,51.1,236.4,228.6,245.6,258.0,296.8,299.9,281.1,291.4
WD50M,2020,263.8,275.1,233.7,305.8,151.0,207.9,243.3,203.7,280.0,280.1,256.4,282.1,267.8
WD50M,2021,277.0,277.7,230.7,324.4,144.4,300.6,150.9,225.8,269.0,295.3,275.7,276.0,269.0
WD50M,2022,278.3,299.9,299.5,356.6,244.5,263.1,276.2,188.0,255.9,298.5,278.3,300.3,289.2
WD50M,2023,279.5,280.3,14.8,334.1,134.7,109.1,280.1,309.4,155.4,308.9,272.0,278.9,286.4
WD50M,2024,280.7,283.9,329.6,307.0,288.7,280.3,231.9,125.7,201.3,251.7,262.3,260.4,267.3
WD50M,2025,294.5,292.6,323.6,296.5,161.3,300.8,95.8,198.8,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M,2001,5.29,5.25,4.97,5.5,5.66,4.7,4.11,4.42,4.54,5.53,5.02,5.22,5.02
WS10M,2002,5.06,6.17,5.61,5.32,5.85,4.97,4.54,4.87,4.92,4.8,5.35,5.41,5.23
WS10M,2003,5.5,5.32,5.69,5.87,5.54,4.4,4.39,4.94,5.62,5.13,5.36,5.25,5.25
WS10M,2004,5.17,5.3,6.73,5.45,5.63,4.84,4.15,4.55,4.69,5.59,5.19,5.71,5.25
WS10M,2005,5.34,4.88,5.64,6.58,5.88,5.07,4.74,4.94,4.75,5.26,5.83,5.37,5.36
WS10M,2006,4.84,5.8,5.73,5.71,5.29,5.0,4.64,4.61,4.92,5.81,5.55,5.64,5.29
WS10M,2007,5.92,5.42,6.26,5.47,5.74,4.97,4.51,4.47,5.29,5.31,6.28,4.93,5.38
WS10M,2008,5.31,5.34,5.81,5.92,5.85,4.98,4.66,5.13,4.81,5.82,5.55,5.75,5.41
WS10M,2009,5.8,4.82,5.79,5.45,5.3,4.16,4.68,4.59,5.29,4.65,4.83,5.15,5.05
WS10M,2010,5.37,3.83,4.35,5.76,5.79,4.59,4.16,4.59,5.44,5.49,5.3,4.95,4.97
WS10M,2011,4.8,5.98,5.4,5.19,5.9,5.06,4.06,4.2,4.96,5.45,5.64,5.84,5.2
WS10M,2012,6.16,4.68,6.34,6.29,5.35,5.08,3.82,4.37,4.76,5.89,5.24,4.46,5.2
WS10M,2013,5.74,4.93,5.07,5.41,5.43,4.65,4.05,3.72,4.77,5.19,5.34,5.49,4.98
WS10M,2014,6.85,5.88,5.68,5.98,4.92,4.77,4.42,4.23,5.2,6.19,6.16,4.86,5.42
WS10M,2015,5.81,5.61,6.02,5.83,5.18,3.88,4.96,4.22,4.88,5.88,5.27,4.87,5.2
WS10M,2016,4.84,5.24,5.64,6.28,5.27,5.31,4.5,4.67,5.5,5.46,5.2,6.43,5.36
WS10M,2017,5.29,5.0,6.08,4.99,5.54,5.6,4.48,3.85,5.12,6.34,5.5,6.05,5.32
WS10M,2018,5.56,5.56,5.34,5.42,4.55,4.76,4.19,4.08,5.0,5.3,4.99,5.21,4.99
WS10M,2019,5.53,4.61,5.53,5.44,4.9,4.48,4.09,4.55,5.23,6.33,5.37,5.03,5.09
WS10M,2020,5.06,5.11,5.74,5.47,5.19,5.36,4.33,4.2,5.84,5.75,5.77,5.23,5.25
WS10M,2021,5.4,5.55,5.93,5.33,5.09,4.77,4.41,4.76,5.18,5.75,5.72,5.3,5.26
WS10M,2022,5.84,6.63,6.39,6.89,5.74,4.98,4.16,3.98,4.99,5.38,6.38,5.39,5.55
WS10M,2023,4.25,5.8,5.73,6.04,4.41,3.67,4.1,4.07,4.27,5.3,5.22,5.44,4.85
