-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  35.6385   Longitude -97.5086 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 359.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2M_MAX,2021,19.04,20.52,25.95,27.36,29.52,35.56,35.61,37.42,38.12,33.49,25.08,25.62,38.12
T2M_MAX,2022,19.98,21.57,27.77,32.63,35.22,40.13,45.23,40.27,37.5,32.87,26.4,20.78,45.23
T2M_MAX,2023,20.3,23.42,26.45,30.91,32.59,38.18,39.93,42.5,40.38,33.96,28.1,20.33,42.5
T2M_MAX,2024,21.33,28.71,27.16,32.11,33.26,39.36,39.86,41.36,38.71,34.88,23.98,20.32,41.36
T2M_MAX,2025,15.07,25.15,28.8,31.28,33.13,32.89,37.23,37.27,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MIN,2001,-9.98,-8.5,-4.79,1.78,7.29,11.98,20.62,19.6,6.58,1.95,-6.71,-6.6,-9.98
T2M_MIN,2002,-10.16,-13.56,-10.74,-0.37,7.28,13.4,19.13,14.81,10.19,0.19,-5.6,-12.06,-13.56
T2M_MIN,2003,-9.48,-10.63,-7.37,-2.39,9.01,12.21,18.99,19.57,8.94,5.01,-6.73,-5.87,-10.63
T2M_MIN,2004,-9.81,-7.01,-0.12,1.12,4.39,15.54,15.64,14.22,11.77,4.88,-2.66,-11.93,-11.93
T2M_MIN,2005,-13.34,-6.29,-4.04,3.08,4.22,16.14,16.03,18.94,10.36,0.71,-3.35,-13.24,-13.34
T2M_MIN,2006,-3.11,-8.81,-5.2,3.33,7.87,16.14,18.31,16.76,9.82,-0.18,-6.31,-9.24,-9.24
T2M_MIN,2007,-17.5,-12.94,-5.24,-2.44,8.71,13.32,18.19,18.49,11.84,2.13,-5.79,-7.1,-17.5
T2M_MIN,2008,-9.45,-6.05,-7.92,-0.45,4.97,12.95,16.82,16.78,9.35,-0.77,-5.58,-10.15,-10.15
T2M_MIN,2009,-12.49,-5.65,-6.18,-4.02,6.82,13.02,17.17,12.87,8.96,2.94,-2.2,-9.14,-12.49
T2M_MIN,2010,-14.6,-8.19,-4.08,1.85,6.55,19.39,21.39,14.22,8.22,4.34,-4.99,-6.37,-14.6
T2M_MIN,2011,-10.47,-14.81,-4.03,3.2,3.99,20.01,24.76,19.82,10.88,1.97,-4.9,-6.16,-14.81
T2M_MIN,2012,-6.02,-7.25,-1.68,5.87,11.42,11.66,21.6,15.47,12.56,-0.9,-3.44,-7.85,-7.85
T2M_MIN,2013,-6.79,-11.1,-5.46,-4.05,1.24,12.5,15.87,16.63,8.75,0.66,-6.74,-12.4,-12.4
T2M_MIN,2014,-11.86,-12.46,-13.36,-0.86,4.41,14.7,14.48,17.0,9.14,3.04,-7.0,-7.52,-13.36
T2M_MIN,2015,-11.99,-8.89,-7.04,2.48,7.39,12.47,16.61,14.07,13.37,4.61,-3.18,-10.94,-11.99
T2M_MIN,2016,-10.08,-4.73,-2.43,0.09,5.88,14.33,21.29,15.73,10.08,6.04,-1.97,-12.1,-12.1
T2M_MIN,2017,-12.12,-5.32,-2.49,3.62,3.81,15.28,19.7,15.28,11.61,-2.58,-2.8,-11.4,-12.12
T2M_MIN,2018,-14.74,-7.84,-3.05,-4.3,11.03,16.27,17.41,17.08,9.05,0.36,-8.91,-5.87,-14.74
T2M_MIN,2019,-6.85,-9.87,-9.95,0.83,5.36,13.3,16.48,18.2,18.97,-6.07,-8.39,-4.98,-9.95
T2M_MIN,2020,-5.73,-8.49,-1.6,-0.64,4.66,14.58,19.94,16.81,7.66,-3.85,-5.28,-6.8,-8.49
T2M_MIN,2021,-5.55,-18.58,-2.04,-0.63,7.98,13.31,17.62,17.29,11.59,4.75,-1.46,-6.68,-18.58
T2M_MIN,2022,-9.96,-9.47,-6.01,1.57,6.38,15.05,21.67,19.45,13.36,2.98,-5.21,-15.23,-15.23
T2M_MIN,2023,-7.0,-5.91,-6.45,2.32,6.51,16.18,19.1,17.15,15.27,-2.86,-5.9,-4.11,-7.0
T2M_MIN,2024,-16.46,-4.96,-1.44,3.78,10.78,17.14,18.82,18.99,13.66,3.5,-2.28,-4.63,-16.46
T2M_MIN,2025,-13.7,-14.56,-1.13,0.6,6.43,12.81,20.42,17.26,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_RANGE,2001,10.98,12.04,12.12,12.62,11.13,11.81,13.17,12.14,11.94,14.03,10.83,11.47,12.03
T2M_RANGE,2002,11.54,13.17,14.12,12.43,12.44,11.9,11.39,12.21,13.25,10.93,12.31,10.83,12.2
T2M_RANGE,2003,11.88,11.49,14.56,14.47,14.27,11.27,14.06,12.73,12.21,14.08,11.72,12.57,12.96
T2M_RANGE,2004,11.34,11.35,12.99,13.27,13.72,9.69,11.11,11.71,13.57,11.69,9.56,12.0,11.84
T2M_RANGE,2005,10.78,11.09,13.11,13.53,12.28,12.04,12.67,10.9,12.98,12.86,14.17,12.01,12.37
T2M_RANGE,2006,13.12,13.17,13.46,15.3,13.5,14.06,13.24,11.39,13.48,13.13,12.55,11.48,13.15
T2M_RANGE,2007,10.86,12.07,11.65,12.48,8.9,7.65,8.75,9.33,10.19,12.32,12.76,10.54,10.61
T2M_RANGE,2008,11.07,12.8,13.87,13.56,12.03,10.91,11.78,10.81,12.04,13.99,12.79,12.15,12.31
T2M_RANGE,2009,12.73,13.63,13.03,13.7,11.89,12.22,13.04,11.48,10.98,11.34,11.81,10.52,12.19
T2M_RANGE,2010,10.24,10.04,12.81,12.32,12.74,10.15,9.63,13.02,11.69,14.88,13.22,11.95,11.91
T2M_RANGE,2011,12.09,13.36,14.64,15.14,13.67,14.87,13.78,14.29,14.74,14.33,12.33,11.1,13.69
T2M_RANGE,2012,13.2,12.73,12.83,12.21,12.14,12.49,14.22,13.82,13.39,13.33,14.64,11.59,13.05
T2M_RANGE,2013,11.93,12.97,13.75,13.62,11.6,11.36,11.4,11.48,13.06,12.57,11.93,11.01,12.21
T2M_RANGE,2014,12.28,12.31,14.47,14.74,13.9,9.77,12.6,13.27,12.06,13.79,12.44,8.65,12.53
T2M_RANGE,2015,10.73,12.56,12.7,11.75,9.65,9.58,9.91,11.04,11.89,12.33,11.6,11.71,11.28
T2M_RANGE,2016,10.82,13.21,13.17,13.02,10.95,10.01,10.1,10.91,10.93,12.77,12.0,11.61,11.62
T2M_RANGE,2017,12.17,13.1,13.53,12.14,13.44,12.25,12.2,10.49,11.96,13.11,12.05,10.75,12.26
T2M_RANGE,2018,12.16,12.06,13.46,14.99,11.87,11.07,11.68,11.04,9.42,10.48,12.71,10.25,11.76
T2M_RANGE,2019,10.38,10.22,12.11,12.52,10.39,9.5,10.0,10.11,10.12,13.04,13.35,11.53,11.11
T2M_RANGE,2020,11.52,12.02,11.69,13.04,10.93,11.66,10.62,12.53,11.62,12.99,12.91,12.51,12.0
T2M_RANGE,2021,10.26,11.93,13.58,13.34,10.05,9.79,10.29,10.75,13.93,12.7,12.94,13.59,11.92
T2M_RANGE,2022,13.3,13.8,14.81,14.04,12.15,11.94,14.09,12.27,14.15,13.82,11.98,10.91,13.1
T2M_RANGE,2023,11.83,12.97,13.4,13.56,10.68,11.07,11.86,14.28,13.65,12.6,13.5,12.22,12.63
T2M_RANGE,2024,10.65,13.26,13.87,12.82,11.47,11.12,12.09,13.23,14.37,15.23,12.0,11.18,12.6
T2M_RANGE,2025,11.1,13.34,14.46,12.08,11.93,8.93,9.33,10.48,-999.0,-999.0,-999.0,-999.0,-999.0
WD10M,2001,287.7,196.5,21.1,191.6,184.4,170.0,174.6,177.3,143.2,183.4,189.1,231.2,182.9
WD10M,2002,260.2,256.5,182.0,168.2,159.8,165.9,175.7,158.5,151.5,66.2,279.0,255.2,174.7
WD10M,2003,316.8,21.3,222.2,197.5,135.2,141.3,194.3,168.7,132.2,192.8,217.5,221.2,187.6
WD10M,2004,254.2,122.7,180.9,167.7,187.9,153.3,178.7,174.3,147.4,191.7,26.4,239.9,175.4
WD10M,2005,353.4,257.1,253.8,213.1,164.8,173.8,158.8,180.1,163.0,177.1,229.4,290.3,187.8
WD10M,2006,241.3,320.5,168.8,200.9,178.4,156.8,172.9,164.2,174.6,197.6,191.1,198.1,186.4
WD10M,2007,280.7,249.4,186.2,166.0,157.5,161.6,170.3,178.9,156.0,172.2,191.0,293.3,176.5
WD10M,2008,211.5,315.5,179.8,190.3,176.8,174.4,186.8,133.7,89.4,178.4,258.5,217.8,181.7
WD10M,2009,326.7,203.0,171.0,184.4,129.4,178.8,167.6,157.7,72.6,170.5,219.2,300.4,180.7
WD10M,2010,5.0,349.7,253.8,190.8,165.0,171.3,185.2,163.9,163.8,205.8,224.2,180.0,183.9
WD10M,2011,319.8,270.3,173.4,212.4,180.2,184.4,169.9,179.0,59.1,180.8,225.4,243.7,188.5
WD10M,2012,279.6,248.0,187.8,174.7,169.3,161.8,176.1,135.1,184.3,210.8,183.1,236.3,184.1
WD10M,2013,280.4,1.7,185.0,173.4,176.5,170.5,162.1,154.4,156.7,171.9,186.4,274.1,171.4
WD10M,2014,284.6,17.1,250.0,201.0,179.0,179.0,159.5,175.8,163.6,219.0,219.0,187.6,186.0
WD10M,2015,323.1,26.8,177.7,159.7,160.9,189.1,188.9,159.4,158.2,108.3,192.7,230.3,174.3
WD10M,2016,273.5,289.2,194.0,182.7,168.3,179.3,179.3,168.3,171.3,181.9,205.8,215.2,186.0
WD10M,2017,279.3,209.0,177.0,190.0,196.3,154.1,166.4,111.6,156.8,204.5,204.9,308.4,180.6
WD10M,2018,218.3,166.3,205.1,246.1,177.1,169.9,123.1,173.5,142.6,167.3,309.3,312.5,174.5
WD10M,2019,256.6,125.6,249.2,194.9,185.9,180.6,158.9,157.1,173.8,331.2,231.6,240.8,183.8
WD10M,2020,215.0,317.5,172.1,191.0,128.7,183.8,160.5,148.2,149.6,150.4,193.8,292.5,175.3
WD10M,2021,308.8,21.0,188.3,188.9,139.2,171.5,174.7,174.1,177.2,207.5,204.5,214.1,183.0
WD10M,2022,324.7,295.0,237.8,173.2,168.6,160.3,168.8,159.9,166.8,208.0,198.1,230.3,182.3
WD10M,2023,260.7,245.1,229.1,172.6,154.4,137.7,179.3,141.1,154.2,196.3,205.1,240.6,184.8
WD10M,2024,321.5,239.2,200.2,184.7,157.6,173.5,173.8,151.8,115.8,164.4,187.1,209.4,175.3
WD10M,2025,307.9,359.4,217.7,162.9,142.5,181.9,180.4,146.4,-999.0,-999.0,-999.0,-999.0,-999.0
WD50M,2001,285.6,186.9,28.4,192.4,183.8,170.0,175.1,177.6,143.9,183.6,187.8,232.0,182.9
WD50M,2002,255.3,250.9,177.3,168.4,159.7,166.1,175.9,157.4,149.6,73.6,279.0,249.4,174.9
WD50M,2003,302.6,32.3,213.3,196.2,136.7,142.4,193.7,169.5,131.2,188.9,215.7,221.9,185.8
WD50M,2004,230.0,139.5,182.4,165.5,188.0,153.6,177.9,173.1,145.7,190.4,39.6,238.6,175.3
WD50M,2005,346.3,253.4,250.9,213.2,165.2,172.2,157.1,178.7,161.3,175.1,229.0,279.4,186.5
WD50M,2006,241.6,308.4,168.4,198.8,179.3,156.5,172.2,162.8,172.8,197.4,187.6,201.5,186.1
WD50M,2007,281.2,239.6,186.1,170.4,158.3,163.3,171.6,178.5,155.4,169.7,187.3,274.6,177.0
WD50M,2008,211.1,302.4,173.1,187.3,176.1,174.5,184.8,136.2,99.6,177.9,255.0,212.5,180.1
WD50M,2009,317.0,201.3,172.3,184.8,136.2,178.3,165.0,157.3,77.5,177.2,217.0,294.6,181.1
WD50M,2010,358.5,350.3,250.7,192.4,167.0,171.1,184.9,164.3,163.5,204.6,217.6,179.4,183.7
WD50M,2011,312.5,244.0,174.6,210.6,180.6,184.4,169.5,178.5,67.2,178.3,224.5,239.9,188.3
WD50M,2012,276.9,248.5,188.2,175.6,169.6,162.0,176.1,130.0,180.7,210.4,182.8,231.7,184.1
WD50M,2013,266.9,359.9,180.9,174.4,177.2,170.1,161.0,153.1,156.5,172.6,185.3,250.2,171.5
WD50M,2014,276.4,19.0,225.2,198.7,179.4,178.4,160.6,175.4,163.9,214.4,213.5,185.6,185.4
WD50M,2015,317.9,32.4,182.1,161.6,161.7,188.5,188.4,158.4,157.2,111.8,193.4,225.8,174.6
WD50M,2016,270.4,286.8,194.3,182.7,170.3,178.7,178.9,167.4,169.5,181.3,205.4,205.9,185.7
WD50M,2017,270.9,204.1,177.6,186.8,193.4,153.2,167.7,114.0,156.5,201.9,200.7,299.8,180.5
WD50M,2018,217.6,174.0,199.8,231.8,176.8,169.5,127.1,172.2,144.5,163.4,291.9,306.4,174.3
WD50M,2019,251.2,153.6,232.8,194.2,186.7,180.3,159.4,157.0,173.5,211.3,222.0,235.7,183.4
WD50M,2020,209.3,313.2,173.0,190.9,131.0,183.1,161.0,147.1,145.6,153.6,191.6,286.8,174.6
WD50M,2021,308.1,24.5,186.7,187.0,141.3,172.5,173.8,173.0,176.6,203.8,204.9,213.6,183.0
WD50M,2022,312.1,274.4,230.8,171.8,169.1,160.0,167.8,160.2,166.7,204.1,195.1,230.6,182.0
WD50M,2023,255.8,240.1,216.9,171.0,154.1,138.2,177.4,141.8,154.0,197.8,203.8,242.8,183.3
WD50M,2024,309.5,234.7,198.4,184.7,157.8,174.0,173.0,155.7,115.2,164.5,188.5,207.1,175.9
WD50M,2025,300.3,352.4,217.7,163.8,147.3,182.1,180.7,147.3,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M,2001,4.28,5.32,4.03,6.52,5.16,5.2,5.01,3.82,3.76,5.69,5.01,4.89,4.88
WS10M,2002,5.2,5.37,6.26,5.77,5.57,4.92,4.02,4.26,4.13,4.15,4.75,4.73,4.92
WS10M,2003,4.88,4.85,5.08,6.39,4.71,4.02,4.75,3.64,4.58,4.51,5.41,5.83,4.89
WS10M,2004,4.96,5.17,5.7,5.41,6.52,4.47,4.09,4.06,4.55,4.59,4.84,5.13,4.96
WS10M,2005,4.6,4.52,5.52,6.16,4.55,4.69,3.9,3.52,4.4,4.74,5.82,4.89,4.77
WS10M,2006,5.77,5.19,5.9,6.1,5.13,4.57,4.78,3.86,4.46,5.15,5.27,5.11,5.11
WS10M,2007,4.64,5.67,5.43,5.24,4.3,4.54,3.07,4.47,4.19,5.21,4.62,4.61,4.66
WS10M,2008,5.74,5.13,5.93,6.34,5.73,5.78,4.35,3.43,3.96,5.18,5.26,6.11,5.24
WS10M,2009,5.41,6.32,6.38,6.56,4.5,4.99,4.14,4.38,4.24,5.55,4.86,5.12,5.2
WS10M,2010,4.69,4.2,6.06,6.45,4.86,4.98,4.26,4.22,4.92,4.41,5.9,4.62,4.96
WS10M,2011,4.54,5.47,5.68,6.68,6.67,6.7,4.22,4.24,4.55,4.87,6.0,4.44,5.33
WS10M,2012,5.64,5.08,5.88,5.38,5.57,4.81,4.51,4.34,4.14,5.43,5.14,5.32,5.11
WS10M,2013,4.83,5.32,5.47,5.94,5.9,4.97,3.99,3.64,4.11,5.28,5.65,4.68,4.98
WS10M,2014,5.98,5.11,6.18,6.16,5.75,5.52,4.25,4.13,4.57,4.87,5.69,4.44,5.22
WS10M,2015,4.56,5.29,4.15,5.46,4.92,4.61,4.42,3.79,4.49,4.14,5.65,5.14,4.71
WS10M,2016,4.77,5.76,5.98,5.26,4.79,3.98,4.63,3.95,4.36,5.38,4.96,5.0,4.9
WS10M,2017,5.17,5.62,6.32,5.82,5.05,4.9,3.83,3.57,4.3,5.62,4.93,4.77,4.99
WS10M,2018,5.65,5.45,5.6,6.27,4.72,4.98,3.15,4.29,4.07,4.44,4.83,4.9,4.86
WS10M,2019,5.06,5.25,5.21,5.62,5.47,4.14,4.12,3.97,4.59,5.68,4.92,4.69,4.89
WS10M,2020,5.26,5.34,5.2,5.46,4.74,5.29,4.04,3.76,3.94,5.14,5.45,4.8,4.86
WS10M,2021,4.76,5.43,5.96,5.77,4.83,4.1,3.43,4.28,4.61,5.43,5.06,5.05,4.89
WS10M,2022,5.26,5.93,5.91,6.68,6.1,4.69,4.36,3.76,4.14,4.48,5.22,5.08,5.13
WS10M,2023,5.09,5.56,5.74,5.59,3.62,3.48,3.95,3.83,4.16,5.22,4.61,4.9,4.64
WS10M,2024,4.82,5.59,5.68,6.16,4.65,5.03,4.35,4.08,3.59,4.91,4.93,4.57,4.86
WS10M,2025,4.77,5.24,6.39,5.58,4.21,4.3,4.13,3.69,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M_MAX,2001,11.31,14.97,16.64,15.36,11.84,11.69,8.9,9.69,12.57,14.0,12.79,12.12,16.64
