-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  39.0523   Longitude -105.5478 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2770.5 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,2014,72.41,72.12,72.41,72.42,72.83,72.93,73.54,73.39,73.26,73.02,72.51,72.45,72.78
PS,2015,72.79,72.54,72.87,72.48,72.71,73.28,73.38,73.45,73.26,73.07,72.43,72.1,72.87
PS,2016,72.32,72.66,72.31,72.58,72.78,73.4,73.41,73.41,73.29,73.04,72.86,72.27,72.86
PS,2017,72.14,72.29,72.69,72.45,72.73,73.13,73.59,73.45,73.18,72.92,72.77,72.66,72.84
PS,2018,72.67,72.24,72.42,72.54,72.9,73.09,73.64,73.41,73.24,72.9,72.53,72.42,72.84
PS,2019,72.45,71.91,72.49,72.49,72.51,73.14,73.49,73.43,73.18,72.67,72.59,72.43,72.74
PS,2020,72.42,72.33,72.49,72.52,72.92,73.09,73.42,73.44,73.42,72.96,72.79,72.55,72.86
PS,2021,72.43,72.04,72.43,72.53,72.85,73.26,73.57,73.38,73.32,72.83,73.0,72.14,72.82
PS,2022,72.61,72.47,72.42,72.36,72.59,73.21,73.55,73.52,73.41,73.02,72.46,72.21,72.82
PS,2023,72.14,72.22,72.12,72.48,72.94,73.02,73.53,73.56,73.27,72.93,72.81,72.64,72.81
PS,2024,72.16,72.24,72.25,72.48,72.6,73.16,73.51,73.63,73.33,73.23,72.47,72.72,72.82
PS,2025,72.46,72.37,72.25,72.62,72.83,73.15,73.44,73.53,-999.0,-999.0,-999.0,-999.0,-999.0
T2M,2001,-7.6,-6.03,-2.2,3.71,8.57,14.97,17.91,15.73,12.4,4.92,0.02,-6.6,4.7
T2M,2002,-7.18,-5.76,-3.41,5.23,8.82,16.98,18.81,16.41,11.05,3.06,-2.78,-6.24,4.63
T2M,2003,-3.61,-7.14,-2.7,3.37,8.92,12.56,19.41,16.72,10.33,7.23,-2.51,-5.11,4.87
T2M,2004,-6.59,-7.27,1.65,2.21,9.25,13.44,15.78,14.23,10.68,4.07,-2.14,-5.83,4.16
T2M,2005,-4.1,-4.11,-2.46,2.28,8.81,13.63,18.78,14.93,12.15,5.13,-1.3,-7.58,4.73
T2M,2006,-6.39,-6.65,-2.48,4.52,9.77,16.02,17.23,14.98,8.28,2.92,-1.24,-6.38,4.27
T2M,2007,-9.42,-4.79,0.44,2.68,7.87,14.31,17.43,16.68,11.75,5.21,-0.12,-9.77,4.4
T2M,2008,-11.77,-7.1,-3.02,0.9,6.82,13.79,17.88,15.84,11.04,4.83,-0.35,-7.8,3.45
T2M,2009,-6.08,-4.51,-1.05,1.53,8.95,11.75,16.35,15.37,10.56,1.39,-0.51,-9.81,3.71
T2M,2010,-6.9,-7.94,-2.65,2.24,6.52,15.06,17.39,16.0,13.13,5.48,-3.09,-4.34,4.31
T2M,2011,-8.04,-8.76,-0.92,1.6,5.41,14.48,18.16,17.22,11.62,4.2,-2.13,-7.15,3.88
T2M,2012,-5.25,-7.56,1.08,5.18,9.63,17.2,17.97,16.59,11.9,4.3,0.38,-6.83,5.42
T2M,2013,-7.95,-7.92,-2.5,0.98,6.81,15.89,16.83,15.96,11.76,2.67,-1.78,-8.4,3.59
T2M,2014,-7.6,-6.51,-1.82,1.52,6.9,13.5,16.52,14.34,12.25,5.79,-2.83,-6.22,3.88
T2M,2015,-5.14,-4.24,0.85,2.4,5.43,14.83,15.34,16.18,13.39,7.14,-2.49,-7.6,4.72
T2M,2016,-6.85,-4.0,-1.32,1.51,6.62,16.02,17.85,14.64,11.87,7.0,0.72,-6.97,4.78
T2M,2017,-8.37,-2.92,1.3,2.7,7.27,15.68,16.88,15.1,11.16,4.07,1.29,-4.08,5.04
T2M,2018,-5.06,-5.5,-1.14,3.41,10.66,16.81,18.41,15.94,13.3,3.34,-3.47,-7.15,5.02
T2M,2019,-7.54,-7.67,-2.05,3.15,4.55,12.45,17.39,17.47,13.51,1.46,-1.37,-6.87,3.76
T2M,2020,-6.82,-7.99,-0.62,2.71,9.78,14.66,17.47,17.91,11.69,5.91,-0.47,-6.1,4.89
T2M,2021,-6.96,-7.58,-2.46,2.34,7.7,16.02,17.88,16.77,14.07,4.7,1.14,-3.59,5.07
T2M,2022,-5.94,-6.86,-1.92,2.52,8.05,15.05,17.85,16.54,14.07,4.88,-3.25,-6.57,4.6
T2M,2023,-8.26,-6.17,-4.2,1.69,8.88,11.93,18.76,16.98,12.46,5.65,-0.63,-4.48,4.45
T2M,2024,-7.11,-4.41,-2.2,3.39,6.83,16.59,17.43,17.02,13.37,8.16,-2.97,-3.23,5.27
T2M,2025,-9.85,-2.9,0.53,3.46,8.27,15.72,18.02,17.27,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MAX,2001,9.2,4.58,10.5,19.12,22.75,29.33,30.22,27.91,25.59,20.8,15.93,6.27,30.22
T2M_MAX,2002,7.39,10.72,15.92,20.13,28.93,30.39,31.33,29.8,26.52,18.62,10.46,6.69,31.33
T2M_MAX,2003,10.34,10.46,13.9,18.99,26.52,27.56,31.15,29.32,24.84,23.24,10.6,9.36,31.15
T2M_MAX,2004,6.56,9.57,17.66,17.2,23.43,27.97,28.77,27.77,24.67,18.91,14.87,6.44,28.77
T2M_MAX,2005,11.7,6.33,12.28,16.46,26.18,28.57,31.61,28.3,24.48,22.03,15.45,7.26,31.61
T2M_MAX,2006,7.23,11.04,12.71,19.69,24.78,28.23,30.59,27.28,23.95,18.99,15.58,7.99,30.59
T2M_MAX,2007,5.07,10.11,15.21,20.94,21.7,29.1,30.47,28.3,24.17,20.39,14.48,8.37,30.47
T2M_MAX,2008,2.96,8.53,10.63,16.72,23.7,27.23,29.64,30.3,24.28,20.81,15.35,7.49,30.3
T2M_MAX,2009,9.09,9.45,14.88,17.39,24.63,25.47,28.56,29.1,24.72,18.82,14.71,5.8,29.1
T2M_MAX,2010,6.87,3.59,12.85,15.81,24.76,28.15,30.05,27.36,26.56,23.42,17.53,7.05,30.05
T2M_MAX,2011,8.25,8.3,12.02,16.34,21.75,27.85,29.32,28.35,26.65,21.09,10.69,7.79,29.32
T2M_MAX,2012,9.14,4.65,19.21,21.73,24.65,30.94,29.48,28.65,26.4,20.96,16.53,10.64,30.94
T2M_MAX,2013,8.77,7.1,12.86,18.62,22.31,30.12,29.46,27.58,27.22,20.4,11.32,5.44,30.12
T2M_MAX,2014,6.91,6.05,10.63,17.07,23.34,27.89,28.98,26.81,26.05,19.62,15.21,8.68,28.98
T2M_MAX,2015,10.73,11.17,17.26,17.86,19.27,27.99,26.62,27.87,24.98,23.35,15.09,8.12,27.99
T2M_MAX,2016,7.3,11.23,14.96,16.4,20.65,30.0,29.09,28.4,24.6,20.68,16.06,4.8,30.0
T2M_MAX,2017,3.11,11.64,16.73,18.8,22.18,29.87,29.31,26.14,27.36,19.61,14.02,9.23,29.87
T2M_MAX,2018,8.34,6.26,13.33,19.12,25.12,30.68,30.04,27.6,26.37,22.54,9.0,6.68,30.68
T2M_MAX,2019,6.92,5.64,14.67,17.47,19.64,27.28,29.68,28.87,29.0,19.99,16.05,6.33,29.68
T2M_MAX,2020,5.56,9.96,11.7,20.7,25.32,27.78,30.62,29.49,28.28,24.1,18.02,11.2,30.62
T2M_MAX,2021,5.41,8.29,13.18,20.45,22.12,31.16,29.61,27.91,28.36,19.99,15.81,14.48,31.16
T2M_MAX,2022,9.41,9.14,16.16,20.04,24.43,29.41,30.37,28.09,28.75,18.46,14.12,6.61,30.37
T2M_MAX,2023,7.78,9.31,10.33,19.14,21.29,25.82,31.22,28.8,27.82,21.82,14.94,9.37,31.22
T2M_MAX,2024,8.93,7.06,9.51,18.36,22.36,28.85,30.85,30.41,26.42,24.49,11.66,9.09,30.85
T2M_MAX,2025,6.84,11.43,17.72,21.43,25.09,28.98,30.5,30.13,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MIN,2001,-19.13,-20.23,-14.91,-10.01,-7.06,-4.08,6.59,4.84,-5.76,-6.7,-16.44,-16.51,-20.23
T2M_MIN,2002,-20.54,-22.75,-25.31,-6.76,-6.4,1.1,7.48,4.53,-2.1,-10.33,-15.79,-18.98,-25.31
T2M_MIN,2003,-14.31,-22.67,-17.89,-9.73,-5.8,-2.13,7.08,5.41,-4.84,-6.4,-17.43,-18.61,-22.67
T2M_MIN,2004,-24.09,-23.76,-10.61,-10.38,-6.31,0.57,4.21,2.1,-4.34,-6.43,-21.86,-22.91,-24.09
T2M_MIN,2005,-18.23,-15.81,-14.25,-12.8,-5.88,-2.15,5.73,4.63,-0.64,-7.62,-16.29,-26.99,-26.99
T2M_MIN,2006,-19.11,-22.42,-19.04,-7.02,-5.29,2.31,5.4,2.46,-6.63,-12.27,-19.95,-20.54,-22.42
T2M_MIN,2007,-25.94,-21.54,-20.4,-12.18,-6.84,-3.18,7.02,5.61,-5.39,-10.42,-14.06,-27.67,-27.67
T2M_MIN,2008,-32.07,-24.02,-17.2,-13.29,-7.1,-3.08,6.28,2.66,-0.46,-7.7,-10.48,-25.1,-32.07
T2M_MIN,2009,-17.76,-17.02,-16.3,-15.47,-3.08,-1.21,5.1,3.13,-5.38,-13.81,-16.26,-21.57,-21.57
T2M_MIN,2010,-21.46,-22.06,-18.14,-9.81,-7.49,-0.39,3.02,4.96,0.31,-9.12,-21.04,-24.33,-24.33
T2M_MIN,2011,-25.07,-29.62,-12.1,-10.11,-7.46,0.05,3.75,6.05,-1.46,-10.74,-12.78,-22.78,-29.62
T2M_MIN,2012,-19.23,-19.78,-18.96,-7.3,-3.53,2.49,7.7,5.15,0.25,-8.81,-13.44,-21.05,-21.05
T2M_MIN,2013,-24.87,-19.87,-21.24,-11.85,-10.05,-2.67,4.79,5.28,-5.26,-7.32,-11.73,-27.2,-27.2
T2M_MIN,2014,-21.02,-26.35,-12.53,-12.65,-10.95,-2.09,6.4,3.11,-2.05,-6.26,-19.6,-24.57,-26.35
T2M_MIN,2015,-19.8,-17.85,-20.16,-10.98,-7.24,0.9,4.23,3.32,1.9,-6.47,-16.29,-21.29,-21.29
T2M_MIN,2016,-20.37,-24.01,-15.25,-12.57,-10.16,2.68,6.25,2.87,-2.75,-6.1,-14.91,-24.13,-24.13
T2M_MIN,2017,-26.79,-17.58,-15.44,-12.41,-8.32,1.56,5.42,5.9,-2.41,-7.86,-10.02,-16.16,-26.79
T2M_MIN,2018,-17.04,-20.68,-15.38,-8.82,-4.24,1.16,5.82,3.81,-1.12,-8.86,-15.54,-20.4,-20.68
T2M_MIN,2019,-21.19,-22.68,-20.35,-9.6,-7.6,-2.34,4.77,6.32,-1.86,-19.2,-18.39,-25.14,-25.14
T2M_MIN,2020,-17.39,-24.54,-11.04,-14.32,-5.94,-1.73,4.65,4.93,-7.31,-16.71,-11.95,-18.4,-24.54
T2M_MIN,2021,-18.52,-22.13,-18.01,-10.91,-5.87,-0.69,6.02,4.65,-1.75,-6.85,-10.97,-16.88,-22.13
T2M_MIN,2022,-24.44,-22.52,-21.91,-12.12,-7.95,-1.55,6.88,6.0,1.14,-6.94,-16.16,-20.74,-24.44
T2M_MIN,2023,-20.74,-20.11,-18.13,-13.06,-3.09,0.72,4.52,6.04,-0.97,-15.21,-14.98,-18.91,-20.74
T2M_MIN,2024,-25.75,-17.45,-14.43,-8.87,-6.67,3.44,4.53,5.82,0.26,-7.18,-17.48,-17.09,-25.75
T2M_MIN,2025,-27.42,-18.64,-11.49,-10.34,-4.92,1.36,6.41,5.38,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_RANGE,2001,13.02,13.59,11.77,15.35,16.3,19.13,16.46,14.84,17.19,15.95,12.91,12.79,14.94
T2M_RANGE,2002,13.16,14.37,14.01,17.38,17.95,18.94,16.89,17.34,16.15,15.25,13.2,12.0,15.55
T2M_RANGE,2003,12.86,12.55,12.99,14.53,16.45,17.41,18.32,14.9,18.23,16.88,12.01,12.76,15.0
T2M_RANGE,2004,12.96,12.79,14.68,13.63,17.94,17.01,16.1,16.17,15.78,14.12,11.78,12.52,14.63
T2M_RANGE,2005,11.67,12.21,11.3,15.02,16.83,17.64,18.1,15.03,16.55,15.88,13.0,12.78,14.68
T2M_RANGE,2006,13.11,14.26,12.93,16.0,17.7,18.18,15.43,14.1,16.41,13.63,12.34,12.52,14.71
T2M_RANGE,2007,13.36,12.31,13.53,14.78,15.68,17.95,15.61,15.23,16.55,15.98,14.11,13.06,14.86
T2M_RANGE,2008,14.96,13.86,13.1,14.87,16.08,18.66,16.85,15.92,17.33,16.14,12.15,12.55,15.21
T2M_RANGE,2009,12.6,13.33,13.05,15.21,15.83,15.49,16.85,17.16,15.15,14.32,13.75,12.34,14.6
T2M_RANGE,2010,13.79,13.57,13.37,13.48,16.49,18.14,16.28,16.23,18.65,14.59,13.19,12.53,15.03
T2M_RANGE,2011,13.9,14.29,12.82,14.06,15.82,18.8,16.82,16.38,15.87,15.43,12.48,12.75,14.95
T2M_RANGE,2012,13.79,13.46,14.96,16.32,17.6,18.98,15.29,15.92,16.06,16.34,13.64,12.27,15.39
T2M_RANGE,2013,13.63,13.84,13.76,14.31,15.94,19.27,16.34,14.77,14.53,13.87,12.04,13.3,14.64
T2M_RANGE,2014,12.73,13.5,12.69,13.54,15.65,18.52,14.78,14.89,15.9,15.8,13.02,11.87,14.41
T2M_RANGE,2015,12.37,11.99,14.58,14.86,13.24,16.31,14.73,15.41,16.64,14.68,12.57,12.48,14.16
T2M_RANGE,2016,12.84,12.95,12.42,14.06,16.16,17.32,16.97,14.96,17.09,16.17,12.92,12.98,14.74
T2M_RANGE,2017,12.97,11.99,14.75,14.79,16.16,18.08,14.98,15.5,14.66,16.09,13.26,12.76,14.68
T2M_RANGE,2018,13.86,12.92,13.6,15.75,16.56,18.63,16.21,16.4,16.67,13.16,12.38,12.77,14.92
T2M_RANGE,2019,13.62,13.76,13.1,14.27,14.7,16.16,16.45,16.63,16.77,16.32,13.08,12.62,14.8
T2M_RANGE,2020,13.3,14.77,12.74,14.66,18.27,17.58,17.09,17.14,17.35,17.87,13.49,12.99,15.61
T2M_RANGE,2021,13.18,13.6,13.18,15.61,15.92,17.45,15.36,16.33,17.09,15.15,13.3,12.28,14.87
T2M_RANGE,2022,13.77,14.51,13.74,15.22,17.9,17.27,16.09,14.76,16.62,14.61,12.83,12.37,14.97
T2M_RANGE,2023,12.55,13.96,13.42,14.57,14.86,14.84,18.05,16.1,16.65,16.37,13.07,11.54,14.67
T2M_RANGE,2024,12.46,12.87,11.99,14.94,15.64,17.07,17.36,15.67,16.79,16.15,12.51,12.35,14.65
T2M_RANGE,2025,13.57,13.44,13.31,15.58,16.0,17.61,17.41,16.36,-999.0,-999.0,-999.0,-999.0,-999.0
WD10M,2001,290.7,264.0,290.4,257.1,299.4,261.4,254.1,285.1,288.6,281.7,282.9,279.1,276.4
WD10M,2002,279.9,295.0,274.0,258.3,250.6,249.3,66.2,255.7,261.8,263.6,287.0,286.8,273.0
WD10M,2003,294.8,280.8,291.5,262.9,264.6,261.7,297.4,247.4,279.7,281.9,265.6,281.6,278.0
WD10M,2004,286.9,282.6,281.8,271.6,260.4,256.3,286.1,275.6,253.1,265.5,289.8,282.9,274.3
WD10M,2005,275.2,282.7,293.5,278.8,252.9,250.6,289.4,285.4,256.7,276.7,285.1,285.7,276.2
WD10M,2006,283.4,281.9,256.3,269.9,267.7,253.4,309.2,264.6,287.5,275.3,274.5,298.3,276.3
WD10M,2007,285.1,283.4,280.3,282.1,256.7,266.5,339.7,268.4,245.4,271.7,277.5,284.8,276.2
WD10M,2008,278.3,285.6,279.7,272.9,258.1,266.4,307.9,271.4,259.5,276.1,293.1,274.2,276.5
WD10M,2009,289.0,271.2,268.4,273.7,268.7,246.0,279.3,266.9,290.8,281.9,275.2,283.8,274.9
WD10M,2010,288.6,297.3,304.2,260.3,239.5,239.6,257.1,250.4,262.7,274.2,276.5,275.7,268.7
WD10M,2011,294.9,273.4,267.5,267.9,253.4,245.7,227.7,271.0,286.3,276.8,274.6,301.5,271.3
WD10M,2012,286.8,278.3,271.9,275.4,244.6,240.4,193.7,289.0,291.1,279.6,275.0,275.2,272.9
WD10M,2013,287.6,294.8,289.6,271.0,269.2,258.6,272.5,288.0,240.0,263.7,281.9,284.0,278.1
WD10M,2014,293.7,276.1,282.5,285.3,272.7,257.3,255.7,254.8,249.5,283.7,278.7,286.1,277.7
WD10M,2015,293.9,288.3,283.2,266.4,231.9,257.0,256.0,262.9,272.6,267.4,270.6,279.1,273.0
WD10M,2016,292.4,293.7,279.0,284.1,251.1,263.1,266.5,323.4,247.1,263.6,277.0,271.9,274.9
WD10M,2017,277.7,268.1,280.2,271.9,273.7,269.8,335.5,293.2,239.4,271.2,268.5,287.6,274.1
WD10M,2018,287.9,266.3,272.0,273.5,236.1,261.0,266.5,262.1,266.0,245.9,289.8,290.9,271.7
WD10M,2019,291.6,261.9,268.4,272.9,248.8,259.6,266.4,278.3,248.2,275.8,280.9,285.8,271.2
WD10M,2020,285.1,284.2,263.4,277.5,261.6,252.3,265.1,288.3,296.7,280.3,266.2,303.4,276.5
WD10M,2021,289.2,278.3,279.0,274.3,244.3,268.2,41.0,270.6,262.9,265.5,285.1,267.7,274.6
WD10M,2022,295.6,283.2,295.6,268.5,253.9,255.3,282.2,241.2,266.3,289.5,271.0,276.3,275.8
WD10M,2023,279.0,274.9,261.5,275.0,258.2,252.4,280.0,250.7,253.2,272.0,277.5,297.0,272.1
WD10M,2024,287.2,275.4,272.2,273.9,262.1,259.1,287.8,265.4,253.8,263.4,282.5,285.2,273.8
WD10M,2025,296.8,270.6,277.9,258.3,270.0,248.4,271.3,257.9,-999.0,-999.0,-999.0,-999.0,-999.0
WD50M,2001,291.1,264.2,289.8,257.2,296.9,263.0,258.0,280.7,286.4,282.5,282.9,279.0,276.5
WD50M,2002,279.2,294.0,273.2,259.7,252.0,252.4,42.8,259.1,264.1,266.4,287.1,287.4,273.8
WD50M,2003,294.8,280.4,289.9,261.8,264.6,262.4,294.2,258.7,279.4,282.5,265.5,281.2,277.8
WD50M,2004,286.9,281.5,281.5,271.0,261.9,256.6,285.4,274.6,254.7,266.1,290.7,283.2,274.6
WD50M,2005,275.5,282.8,291.6,278.1,254.1,253.0,286.2,286.9,259.5,276.8,284.7,286.3,276.6
WD50M,2006,283.3,281.7,255.4,269.5,268.3,255.3,295.5,269.1,285.8,276.3,274.3,297.6,276.3
WD50M,2007,284.9,283.3,281.5,281.0,258.9,264.9,292.8,271.7,247.6,271.4,277.3,284.6,276.2
WD50M,2008,278.5,285.6,279.0,271.8,259.4,265.9,293.3,273.1,263.3,276.8,292.6,274.1,276.6
WD50M,2009,289.9,271.0,267.1,272.2,269.8,248.3,276.5,268.2,288.6,280.9,275.3,283.8,274.9
WD50M,2010,288.9,296.7,300.3,259.5,240.3,242.5,261.5,252.8,264.2,275.0,275.8,275.9,269.3
WD50M,2011,295.4,272.9,266.4,266.8,254.7,247.0,234.1,273.3,286.9,277.5,274.3,299.9,271.8
WD50M,2012,286.9,277.9,271.5,275.0,247.5,245.6,218.3,285.3,291.3,279.6,275.8,274.9,273.6
WD50M,2013,287.6,293.8,288.3,269.5,270.4,261.0,269.5,284.3,245.0,264.5,282.0,284.5,278.1
WD50M,2014,294.1,276.2,282.2,284.4,272.8,258.3,263.6,258.3,251.4,284.6,278.7,286.3,278.2
WD50M,2015,294.1,287.6,283.5,266.1,235.9,258.5,259.8,265.5,275.3,271.2,269.7,278.0,273.8
WD50M,2016,292.6,293.3,277.5,283.4,252.4,265.8,266.8,303.6,250.1,264.2,276.8,271.8,275.1
WD50M,2017,278.3,268.4,279.2,271.1,272.7,269.2,309.9,288.0,242.7,271.4,269.0,287.6,274.0
WD50M,2018,287.0,266.3,271.2,272.0,239.7,262.9,260.3,263.8,268.5,250.7,289.6,290.7,272.2
WD50M,2019,291.6,262.1,268.2,273.1,251.3,261.3,267.7,277.7,251.3,275.9,281.1,285.5,272.0
WD50M,2020,284.9,283.5,263.0,276.4,262.5,254.3,266.6,286.3,295.6,280.3,267.0,302.7,276.7
WD50M,2021,289.5,278.5,277.4,274.6,246.3,268.3,347.3,274.0,267.1,266.5,285.3,268.2,274.9
WD50M,2022,295.1,284.3,294.1,268.5,255.5,257.0,280.9,262.1,268.8,289.1,270.3,275.8,276.1
WD50M,2023,278.6,274.7,261.3,274.5,265.0,254.9,276.6,254.2,256.8,272.7,278.2,297.0,272.7
WD50M,2024,287.0,274.6,271.7,273.4,263.7,261.3,285.6,267.3,257.2,264.6,281.8,285.6,274.1
WD50M,2025,296.2,269.9,277.1,260.1,270.7,250.3,272.8,261.0,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M,2001,4.04,4.89,3.6,5.04,3.97,3.84,2.95,2.86,2.92,4.49,3.37,4.84,3.89
WS10M,2002,5.02,5.03,5.19,5.32,3.95,3.68,3.14,3.07,3.57,3.23,4.39,4.23,4.14
WS10M,2003,4.83,4.15,5.16,4.79,3.93,3.38,2.99,2.75,3.37,4.02,5.14,4.97,4.12
WS10M,2004,4.39,3.88,4.44,4.66,4.89,3.39,2.88,2.88,3.59,4.27,3.79,4.91,4.0
WS10M,2005,4.48,3.87,4.44,4.72,3.6,3.91,2.91,2.93,3.45,3.65,5.29,5.5,4.06
WS10M,2006,5.7,5.4,4.86,4.94,3.85,3.46,3.0,2.66,3.46,4.13,4.46,4.77,4.22
WS10M,2007,4.66,5.97,4.19,4.43,3.23,3.67,2.85,2.83,3.78,4.18,3.99,5.05,4.05
WS10M,2008,5.66,5.29,5.2,5.29,4.55,3.87,2.77,2.95,3.15,4.01,4.43,5.9,4.42
WS10M,2009,5.8,5.33,5.6,5.01,3.7,3.79,3.13,3.09,3.32,4.63,3.62,4.66,4.3
WS10M,2010,3.93,3.55,4.64,5.36,5.09,4.17,2.86,3.16,3.67,3.71,4.72,4.69,4.13
WS10M,2011,4.84,5.58,5.69,6.12,5.04,4.56,2.94,2.9,2.88,3.87,5.18,4.22,4.47
WS10M,2012,5.45,5.21,5.05,4.71,4.1,4.05,3.03,2.7,2.72,4.39,4.02,4.53,4.16
WS10M,2013,4.3,4.55,4.85,4.6,3.67,3.76,2.99,2.48,3.56,3.75,4.04,5.21,3.98
WS10M,2014,5.96,5.97,5.23,4.81,4.03,4.25,2.85,2.76,3.13,3.48,5.06,3.89,4.27
WS10M,2015,4.08,4.62,3.77,4.19,3.36,3.07,2.92,2.85,3.11,3.16,4.96,5.05,3.75
WS10M,2016,4.23,5.74,4.99,4.29,3.73,2.99,3.17,2.67,3.61,4.24,3.83,5.94,4.12
WS10M,2017,4.85,5.73,5.46,4.81,3.74,3.67,2.79,2.68,3.4,4.5,4.86,4.92,4.27
WS10M,2018,4.8,5.82,5.11,4.95,3.65,3.63,3.05,3.18,3.16,3.49,4.31,4.29,4.11
WS10M,2019,4.64,5.88,4.29,4.17,3.81,3.45,2.93,2.95,3.84,4.56,4.06,4.26,4.06
WS10M,2020,4.93,4.91,4.76,4.06,3.92,4.3,3.19,2.96,3.19,4.29,4.83,4.45,4.15
WS10M,2021,4.82,5.57,4.5,4.44,3.85,3.23,2.85,3.06,2.72,3.78,4.22,5.98,4.08
WS10M,2022,4.45,4.82,4.64,6.03,4.99,3.65,2.53,2.69,3.02,3.24,4.27,5.62,4.16
WS10M,2023,4.6,5.58,5.17,4.62,3.11,3.27,2.96,3.21,3.2,3.29,3.68,4.36,3.91
