-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  46.4555   Longitude -94.2008 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 394.86 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,2014,96.6,96.89,96.92,96.7,96.75,96.46,96.79,96.87,96.98,96.59,96.75,97.23,96.79
PS,2015,97.16,97.38,97.12,96.78,96.97,96.74,96.59,96.67,96.85,96.97,96.69,96.57,96.87
PS,2016,96.78,96.85,96.62,96.9,96.8,96.72,96.7,96.87,96.95,96.93,96.89,96.8,96.82
PS,2017,96.74,96.53,97.32,96.8,96.52,96.42,96.92,96.98,96.86,96.6,96.9,97.03,96.81
PS,2018,97.25,97.21,97.26,97.19,96.72,96.61,97.09,96.75,97.03,96.94,97.01,96.97,97.0
PS,2019,97.17,97.21,97.2,96.72,96.71,96.65,96.8,96.79,96.7,96.56,96.96,96.7,96.85
PS,2020,97.06,97.0,96.97,96.67,97.06,96.6,96.76,96.72,96.88,96.95,96.79,96.86,96.86
PS,2021,97.01,97.24,97.08,96.67,97.13,96.56,96.99,96.72,96.69,96.75,96.84,96.43,96.84
PS,2022,97.06,97.21,96.83,96.41,96.5,96.6,96.7,96.88,97.0,96.76,96.79,96.79,96.79
PS,2023,96.81,96.69,97.04,96.6,97.03,96.67,96.72,96.79,96.91,96.83,96.9,96.89,96.82
PS,2024,96.93,96.58,96.78,96.56,96.34,96.48,96.81,97.08,96.92,97.04,96.79,97.09,96.78
PS,2025,97.09,97.32,96.31,96.85,96.84,96.57,96.87,97.12,-999.0,-999.0,-999.0,-999.0,-999.0
T2M,2001,-10.68,-14.96,-4.79,5.59,12.56,17.77,21.52,21.76,14.69,6.55,3.72,-6.7,5.7
T2M,2002,-8.33,-5.01,-7.12,4.34,9.45,19.83,22.02,19.65,15.92,2.39,-3.19,-6.79,5.3
T2M,2003,-13.16,-12.5,-3.76,5.38,12.42,17.76,20.69,22.94,15.04,8.09,-3.24,-6.75,5.35
T2M,2004,-15.7,-8.6,-0.24,6.23,10.82,16.43,20.66,17.91,17.16,7.78,0.22,-9.61,5.28
T2M,2005,-14.47,-6.23,-2.06,8.31,11.71,19.76,23.12,20.85,17.43,8.39,-0.68,-8.52,6.52
T2M,2006,-6.06,-10.82,-0.88,9.03,14.15,19.98,25.78,22.06,14.33,5.17,-0.8,-5.21,7.34
T2M,2007,-10.64,-13.46,-0.02,5.06,15.08,20.62,23.71,21.28,16.11,9.01,-2.16,-12.17,6.15
T2M,2008,-14.71,-13.21,-4.15,3.92,10.41,16.96,21.29,21.25,15.38,7.2,-0.98,-14.85,4.08
T2M,2009,-18.19,-10.75,-3.58,4.6,11.41,16.74,18.61,18.87,17.97,3.33,2.16,-10.77,4.26
T2M,2010,-14.8,-11.56,1.91,8.96,13.47,18.1,21.96,21.78,12.4,8.14,-1.51,-12.91,5.59
T2M,2011,-16.56,-12.06,-4.25,4.76,11.48,16.76,22.94,20.92,14.77,9.69,0.09,-5.97,5.31
T2M,2012,-7.98,-5.34,5.69,7.17,14.26,19.02,23.34,20.52,14.91,5.91,-1.21,-9.69,7.26
T2M,2013,-13.62,-11.3,-7.06,1.76,11.82,17.55,21.58,21.85,17.28,6.15,-3.12,-16.78,3.92
T2M,2014,-18.6,-16.9,-7.24,3.13,11.88,17.72,19.25,20.19,14.17,6.78,-6.41,-7.7,3.14
T2M,2015,-11.87,-14.98,-0.99,6.83,12.3,18.41,22.08,20.2,18.2,8.4,1.95,-5.06,6.41
T2M,2016,-11.6,-8.49,1.83,4.96,13.63,19.14,21.67,20.74,15.58,8.12,2.77,-10.64,6.51
T2M,2017,-12.3,-6.75,-2.47,6.19,11.5,18.66,22.53,18.67,16.22,7.27,-3.16,-11.38,5.47
T2M,2018,-13.3,-13.81,-3.16,1.19,16.51,19.47,21.27,20.9,15.34,3.53,-6.04,-7.65,4.64
T2M,2019,-16.94,-14.69,-5.35,4.67,10.05,17.82,21.85,19.63,15.88,4.56,-4.28,-10.07,3.69
T2M,2020,-11.97,-11.82,-0.91,3.27,11.19,20.2,22.85,20.89,13.73,2.87,-0.58,-7.37,5.25
T2M,2021,-9.35,-15.03,0.96,5.11,12.91,22.46,23.87,22.39,16.67,10.01,-1.59,-9.72,6.69
T2M,2022,-17.84,-15.93,-4.71,1.77,12.15,18.44,21.05,20.85,16.51,7.85,-1.53,-11.69,4.02
T2M,2023,-10.81,-10.66,-6.72,3.03,14.64,20.97,21.68,21.95,18.66,8.36,-0.48,-2.71,6.59
T2M,2024,-10.0,-3.01,-1.61,5.88,13.25,17.63,21.52,20.02,19.26,10.53,0.49,-7.56,7.22
T2M,2025,-14.0,-13.51,-0.21,5.33,13.81,18.73,22.14,20.7,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MAX,2001,1.32,-0.54,9.59,24.03,28.46,29.37,31.25,34.85,32.76,25.99,19.3,4.05,34.85
T2M_MAX,2002,5.6,9.48,10.24,25.34,28.62,32.65,33.84,31.27,31.62,19.51,11.38,3.99,33.84
T2M_MAX,2003,4.87,2.38,16.54,28.16,25.71,29.74,32.16,37.0,32.78,27.08,8.21,3.56,37.0
T2M_MAX,2004,-0.47,6.04,15.3,30.08,27.9,30.83,33.68,31.13,32.83,24.02,14.23,2.65,33.68
T2M_MAX,2005,0.65,8.99,19.79,25.78,24.35,33.83,36.52,35.64,32.42,28.12,15.44,1.78,36.52
T2M_MAX,2006,5.43,3.25,15.15,24.5,30.79,32.26,40.38,33.05,29.26,27.19,18.12,5.28,40.38
T2M_MAX,2007,3.45,6.92,23.53,22.86,27.95,32.99,37.52,34.46,34.72,27.93,11.67,0.13,37.52
T2M_MAX,2008,0.79,0.93,7.71,21.82,24.29,28.49,31.81,32.53,32.27,20.05,19.05,2.37,32.53
T2M_MAX,2009,1.33,1.39,15.2,24.56,28.2,28.61,28.18,32.83,28.69,14.13,13.44,3.3,32.83
T2M_MAX,2010,0.26,0.01,18.08,20.92,28.93,28.79,31.08,33.44,24.28,25.49,14.79,0.3,33.44
T2M_MAX,2011,-1.33,2.03,12.58,19.48,25.29,30.3,32.91,30.13,32.23,28.54,12.61,6.12,32.91
T2M_MAX,2012,6.76,5.45,25.07,20.51,30.69,28.09,33.01,33.18,31.87,23.61,12.11,6.71,33.18
T2M_MAX,2013,0.63,0.13,6.75,21.04,29.28,26.7,32.75,36.03,33.11,23.57,9.91,0.48,36.03
T2M_MAX,2014,0.82,0.7,10.14,21.17,27.28,26.61,28.97,29.54,26.53,20.06,12.11,3.52,29.54
T2M_MAX,2015,3.36,-0.65,21.62,21.38,25.63,28.63,32.15,34.8,31.52,28.66,18.17,4.42,34.8
T2M_MAX,2016,1.81,8.42,17.85,24.38,28.79,31.67,31.75,30.94,25.96,22.61,19.29,0.96,31.75
T2M_MAX,2017,0.67,12.54,15.89,18.38,22.94,29.23,35.66,30.6,28.95,20.87,7.51,5.28,35.66
T2M_MAX,2018,1.35,1.93,8.24,23.26,31.52,31.02,31.82,32.43,30.75,18.33,6.08,2.88,32.43
T2M_MAX,2019,0.55,-1.91,14.12,22.97,26.77,28.56,31.2,30.6,27.7,19.22,5.24,0.75,31.2
T2M_MAX,2020,-0.07,1.11,12.76,19.24,26.3,30.97,32.74,30.84,27.47,24.11,19.72,5.06,32.74
T2M_MAX,2021,2.05,4.67,21.36,23.22,28.63,34.34,35.61,34.57,28.69,22.64,14.61,3.87,35.61
T2M_MAX,2022,-0.6,0.81,12.04,21.76,25.66,30.38,31.66,31.87,30.87,25.8,20.81,0.43,31.87
T2M_MAX,2023,0.18,0.99,2.27,24.41,27.43,31.73,35.1,36.26,37.68,31.2,12.49,7.04,37.68
T2M_MAX,2024,6.81,10.23,15.62,21.69,26.75,27.9,31.4,29.78,30.32,25.67,13.77,5.42,31.4
T2M_MAX,2025,4.22,7.09,18.4,23.38,30.42,32.56,31.96,30.18,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MIN,2001,-27.56,-32.97,-23.22,-7.33,2.94,5.32,7.29,8.78,0.19,-4.92,-8.76,-22.08,-32.97
T2M_MIN,2002,-22.49,-20.74,-24.51,-9.49,-4.7,5.22,11.55,7.72,1.05,-7.37,-14.32,-19.48,-24.51
T2M_MIN,2003,-29.16,-28.91,-26.91,-9.73,-0.15,6.63,11.13,9.42,-1.7,-5.28,-14.86,-19.57,-29.16
T2M_MIN,2004,-36.84,-27.6,-15.66,-5.34,-1.74,4.39,9.73,5.05,3.73,-3.91,-11.55,-27.65,-36.84
T2M_MIN,2005,-34.27,-19.85,-15.14,-3.85,-4.52,9.88,10.11,7.53,2.87,-2.79,-16.75,-21.18,-34.27
T2M_MIN,2006,-19.61,-28.22,-12.9,-4.6,-0.34,7.16,13.34,11.5,0.8,-5.78,-16.27,-22.22,-28.22
T2M_MIN,2007,-25.22,-31.75,-22.09,-13.21,2.26,6.59,11.31,10.09,1.29,-3.4,-19.02,-25.29,-31.75
T2M_MIN,2008,-33.76,-32.74,-25.5,-8.05,-2.01,7.61,8.99,9.15,3.54,-3.58,-14.68,-33.64,-33.76
T2M_MIN,2009,-38.18,-26.29,-24.77,-6.87,-1.13,3.34,9.34,7.77,2.38,-5.69,-5.41,-22.35,-38.18
T2M_MIN,2010,-34.82,-25.77,-10.7,-4.14,-0.03,8.06,12.85,8.29,0.74,-5.81,-18.17,-29.42,-34.82
T2M_MIN,2011,-36.47,-30.09,-25.68,-4.02,-3.03,5.78,11.77,10.78,0.94,-2.16,-12.13,-18.4,-36.47
T2M_MIN,2012,-26.85,-21.33,-14.27,-5.31,3.04,5.76,14.16,7.96,0.04,-5.25,-14.72,-26.69,-26.85
T2M_MIN,2013,-34.54,-35.34,-24.18,-10.19,-3.56,4.3,7.65,10.48,3.69,-5.28,-16.31,-33.9,-35.34
T2M_MIN,2014,-37.58,-36.24,-35.07,-9.27,-3.04,6.85,9.27,8.29,0.8,-5.23,-22.16,-26.5,-37.58
T2M_MIN,2015,-29.35,-30.69,-26.17,-5.26,-0.71,4.01,8.27,7.97,4.62,-3.29,-13.87,-20.86,-30.69
T2M_MIN,2016,-29.43,-28.87,-14.57,-7.04,-3.13,6.56,8.56,9.68,4.9,-2.6,-12.05,-32.28,-32.28
T2M_MIN,2017,-33.88,-25.24,-22.43,-5.17,0.9,7.34,10.55,9.62,4.81,-6.0,-15.05,-34.06,-34.06
T2M_MIN,2018,-32.61,-29.47,-16.83,-15.72,1.51,7.45,10.18,7.98,-1.24,-8.56,-17.33,-26.11,-32.61
T2M_MIN,2019,-41.7,-32.52,-29.61,-4.91,-2.87,6.65,11.66,7.79,3.47,-8.61,-19.56,-30.49,-41.7
T2M_MIN,2020,-31.27,-35.53,-13.81,-10.47,-3.7,7.09,11.75,10.15,1.29,-14.32,-12.9,-23.38,-35.53
T2M_MIN,2021,-28.58,-36.43,-19.15,-7.89,-0.48,7.06,10.0,11.75,6.0,-2.01,-18.17,-31.85,-36.43
T2M_MIN,2022,-38.82,-35.21,-27.38,-8.6,-1.06,4.12,10.13,12.27,1.34,-5.76,-14.77,-30.29,-38.82
T2M_MIN,2023,-29.59,-34.64,-19.61,-10.2,-0.49,8.01,9.9,10.76,5.93,-6.24,-14.16,-17.01,-34.64
T2M_MIN,2024,-28.64,-20.02,-16.11,-3.62,3.48,7.29,11.52,9.4,7.07,-0.07,-17.96,-26.42,-28.64
T2M_MIN,2025,-33.21,-35.32,-15.98,-7.36,-0.65,8.31,10.33,7.83,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_RANGE,2001,10.74,10.88,10.26,10.87,11.04,10.25,10.46,12.84,11.87,11.05,9.52,8.33,10.67
T2M_RANGE,2002,8.91,9.9,10.33,10.99,12.51,12.0,11.52,11.09,11.87,8.58,8.38,7.48,10.29
T2M_RANGE,2003,9.22,11.24,11.55,12.53,12.18,11.22,11.48,13.18,12.07,11.22,8.16,7.66,10.97
T2M_RANGE,2004,8.9,9.12,10.32,14.06,12.3,12.37,11.53,12.51,12.08,10.2,8.92,9.63,11.0
T2M_RANGE,2005,9.94,8.95,10.47,12.51,10.74,10.64,12.94,12.67,12.86,10.89,8.94,6.76,10.7
T2M_RANGE,2006,8.97,10.48,9.78,12.77,11.19,12.07,14.09,12.82,11.56,10.81,8.58,8.31,10.95
T2M_RANGE,2007,9.18,9.99,10.34,11.97,13.02,12.68,13.05,12.59,12.87,9.94,7.58,8.45,10.98
T2M_RANGE,2008,10.41,11.76,8.9,11.23,12.21,10.67,12.62,13.63,11.74,9.89,7.15,10.21,10.87
T2M_RANGE,2009,11.34,10.33,10.2,11.2,13.07,10.98,11.13,11.38,12.06,7.36,7.9,6.4,10.28
T2M_RANGE,2010,9.45,11.43,10.08,12.58,11.3,10.32,10.71,10.51,10.31,11.03,7.94,8.6,10.35
T2M_RANGE,2011,9.0,10.48,9.94,10.46,11.01,10.64,10.77,10.99,12.79,11.14,8.72,8.61,10.38
T2M_RANGE,2012,8.96,9.41,12.56,11.88,12.01,11.45,10.72,12.8,14.01,9.92,8.56,8.77,10.92
T2M_RANGE,2013,10.87,9.99,9.45,9.78,11.56,9.94,11.18,13.02,12.43,8.57,8.33,9.93,10.43
T2M_RANGE,2014,12.6,11.09,10.92,10.2,11.49,10.23,10.07,10.14,11.58,10.76,8.12,7.09,10.36
T2M_RANGE,2015,9.69,9.87,11.16,13.12,11.73,11.37,12.19,12.14,12.05,10.93,8.48,6.29,10.75
T2M_RANGE,2016,8.77,10.26,10.06,9.9,11.96,11.68,10.81,10.58,10.29,10.43,9.18,8.62,10.21
T2M_RANGE,2017,9.62,10.11,10.79,11.5,11.12,11.52,12.82,10.45,11.08,9.9,7.54,7.45,10.33
T2M_RANGE,2018,9.65,12.17,9.05,11.69,13.07,11.14,10.54,11.58,10.48,9.02,7.4,8.18,10.32
T2M_RANGE,2019,10.95,10.83,9.83,10.21,11.1,10.35,10.57,11.46,10.11,8.95,7.27,9.53,10.1
T2M_RANGE,2020,9.24,12.84,9.98,11.02,10.73,11.05,10.74,11.33,11.55,9.85,10.25,8.49,10.57
T2M_RANGE,2021,9.02,9.87,11.09,10.99,12.31,12.81,12.82,12.3,12.11,9.25,8.37,9.55,10.88
T2M_RANGE,2022,13.69,13.96,9.47,8.39,11.41,10.58,10.42,10.78,12.08,11.25,7.44,8.02,10.61
T2M_RANGE,2023,8.4,12.44,10.87,10.5,12.57,11.26,12.61,12.65,11.84,9.07,9.09,6.28,10.62
T2M_RANGE,2024,7.21,9.39,9.94,11.11,11.51,10.63,9.89,10.09,12.69,11.9,7.95,7.26,9.96
T2M_RANGE,2025,10.44,11.46,11.34,11.7,13.29,11.01,10.54,10.79,-999.0,-999.0,-999.0,-999.0,-999.0
WD10M,2001,289.0,306.8,312.1,30.8,323.8,200.4,175.4,253.5,162.3,263.0,314.2,286.9,280.3
WD10M,2002,309.2,318.2,326.6,323.6,300.5,172.8,167.0,199.9,222.6,301.5,289.1,264.7,282.0
WD10M,2003,306.9,305.9,323.2,81.4,102.3,160.1,269.7,212.5,244.2,273.9,278.7,244.6,283.9
WD10M,2004,322.0,224.5,302.3,350.8,86.8,303.6,266.9,284.1,192.2,234.8,261.7,304.2,278.5
WD10M,2005,270.0,303.0,338.7,84.8,172.2,170.3,201.1,250.4,218.0,199.9,317.4,290.7,259.2
WD10M,2006,271.4,317.5,52.4,96.3,331.5,264.1,256.2,178.7,264.9,285.0,242.4,277.1,294.5
WD10M,2007,285.7,329.0,75.0,9.1,166.4,211.4,273.5,227.5,229.3,304.8,275.9,267.4,267.7
WD10M,2008,276.0,308.7,295.1,37.4,24.4,300.8,270.6,204.5,213.5,237.9,307.2,298.9,286.2
WD10M,2009,296.1,307.1,158.3,358.4,275.1,309.1,303.7,260.1,192.2,342.4,229.8,344.0,288.9
WD10M,2010,309.9,26.6,284.6,94.1,175.2,290.7,241.7,226.9,321.6,274.8,259.6,346.1,276.8
WD10M,2011,323.5,275.7,89.7,40.0,92.2,109.0,227.8,248.9,290.8,240.6,252.1,264.8,261.3
WD10M,2012,284.9,301.1,181.4,86.3,233.6,220.8,170.1,270.3,283.1,283.2,248.9,329.6,264.6
WD10M,2013,276.2,357.8,3.5,10.8,94.4,79.1,241.3,253.8,183.7,329.7,270.5,313.9,301.4
WD10M,2014,290.6,287.8,316.6,32.5,350.2,185.4,283.7,136.3,223.3,280.5,292.3,231.9,282.6
WD10M,2015,289.9,315.1,273.8,348.8,75.8,255.1,237.5,262.8,191.1,264.6,244.5,293.1,267.8
WD10M,2016,288.7,312.2,99.9,79.3,230.5,293.5,223.7,238.1,211.0,200.3,233.6,262.8,253.2
WD10M,2017,285.0,296.2,336.1,39.1,15.1,274.8,230.9,315.4,201.2,258.3,261.9,296.9,288.2
WD10M,2018,289.2,285.4,75.7,347.8,128.9,117.4,259.0,214.4,193.8,296.2,307.4,309.2,284.4
WD10M,2019,309.1,347.2,294.7,46.7,54.1,153.1,242.3,250.6,205.1,250.1,299.3,317.9,289.2
WD10M,2020,276.1,277.6,285.0,313.3,42.4,176.3,240.0,222.7,262.0,272.1,246.1,273.0,262.3
WD10M,2021,292.7,280.1,179.3,353.7,175.2,261.3,207.8,212.2,226.4,147.5,265.1,264.9,255.9
WD10M,2022,289.9,309.5,328.7,39.5,195.6,240.4,268.7,230.7,220.7,251.8,271.9,313.5,275.9
WD10M,2023,310.9,278.4,24.4,355.3,130.3,100.1,299.1,286.3,127.4,325.5,266.0,246.1,316.5
WD10M,2024,283.2,283.0,341.4,30.7,232.7,273.8,201.7,229.9,194.6,249.5,259.9,263.1,265.9
WD10M,2025,301.1,300.6,350.4,263.2,111.4,237.1,193.9,199.1,-999.0,-999.0,-999.0,-999.0,-999.0
WD50M,2001,289.6,306.1,311.3,33.5,294.7,201.1,178.4,252.6,158.0,261.7,285.4,285.3,276.4
WD50M,2002,306.0,314.9,324.4,318.9,294.8,178.9,171.5,202.0,223.4,300.0,286.8,263.6,277.8
WD50M,2003,306.8,304.1,319.9,84.0,105.8,160.8,270.5,215.6,243.6,272.5,271.8,240.5,277.9
WD50M,2004,319.7,229.2,302.5,353.1,92.5,303.3,263.0,286.2,192.8,229.4,261.2,300.7,275.0
WD50M,2005,266.7,296.7,336.2,93.2,181.7,171.0,200.5,249.9,218.9,197.0,316.1,293.6,253.3
WD50M,2006,270.8,316.2,53.9,96.3,333.3,258.2,254.9,185.5,274.9,283.3,241.0,273.9,290.2
WD50M,2007,283.4,328.6,80.2,13.5,169.5,208.9,272.8,234.0,229.0,298.5,275.0,270.3,264.0
WD50M,2008,276.9,307.1,289.5,40.2,24.6,300.7,272.8,206.6,215.9,238.2,298.6,296.0,284.0
WD50M,2009,296.8,305.3,162.8,1.8,274.6,305.3,304.6,259.0,190.7,340.2,230.1,344.4,285.2
WD50M,2010,314.0,26.2,239.5,96.1,175.3,293.7,243.6,228.0,321.0,273.7,255.7,344.0,276.1
WD50M,2011,326.8,278.7,94.1,44.9,95.0,113.0,230.7,250.9,291.0,237.6,251.2,264.0,259.9
WD50M,2012,283.2,295.3,180.2,88.5,235.2,221.2,182.0,268.2,282.9,280.4,234.2,327.9,261.0
WD50M,2013,277.2,358.8,5.3,7.1,95.4,85.9,240.1,256.0,185.5,319.3,268.9,310.9,296.7
WD50M,2014,291.5,288.5,312.6,32.7,313.3,189.6,285.6,138.3,223.9,281.0,291.7,229.3,280.1
WD50M,2015,289.7,313.9,272.9,351.1,83.6,256.2,237.7,261.1,192.4,263.2,240.7,285.6,264.6
WD50M,2016,289.7,309.3,112.5,83.7,227.0,293.4,223.5,241.3,211.0,203.4,232.3,264.5,251.1
WD50M,2017,286.6,292.2,341.6,37.9,14.6,275.2,232.4,287.9,201.9,257.7,262.5,295.8,285.4
WD50M,2018,288.9,283.2,76.8,343.8,139.9,118.9,259.2,217.6,193.8,291.5,310.1,297.4,276.9
WD50M,2019,307.8,351.6,294.0,46.4,53.9,157.6,247.4,251.2,209.7,248.7,296.0,308.3,284.9
WD50M,2020,286.3,279.8,277.4,310.7,41.4,179.5,242.2,225.6,263.4,273.3,245.4,271.3,262.4
WD50M,2021,291.2,278.8,181.5,353.0,177.8,256.9,216.0,213.0,225.4,152.9,261.8,264.4,252.3
WD50M,2022,293.1,311.0,326.9,57.9,197.4,241.1,268.3,229.9,217.4,249.4,266.2,311.7,272.7
WD50M,2023,311.5,279.0,20.6,349.5,142.0,101.2,296.5,284.1,130.6,326.3,265.9,234.0,303.3
WD50M,2024,282.2,279.7,341.4,27.1,225.0,277.6,202.4,241.6,194.8,248.6,254.6,261.1,262.8
WD50M,2025,301.1,299.0,347.4,222.4,118.4,240.1,195.1,199.2,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M,2001,5.17,5.62,4.88,5.89,5.06,4.57,4.08,4.49,4.22,5.74,5.57,5.75,5.08
WS10M,2002,5.0,6.47,5.83,5.78,5.37,5.14,4.12,4.84,4.89,4.43,4.75,5.31,5.15
WS10M,2003,5.96,6.13,5.75,5.99,5.12,3.86,4.34,4.33,5.68,5.13,5.6,5.4,5.27
WS10M,2004,5.73,5.07,6.03,5.4,5.69,4.97,3.96,4.58,5.87,5.36,4.68,5.96,5.28
WS10M,2005,5.13,5.09,4.98,5.7,5.64,4.98,4.71,4.61,5.45,4.89,5.55,4.25,5.08
WS10M,2006,5.37,5.53,5.34,5.71,5.24,4.37,4.58,4.79,5.03,5.91,4.74,5.27,5.16
WS10M,2007,5.66,5.93,6.18,5.56,6.26,5.17,4.43,4.56,5.89,5.4,5.65,4.46,5.42
WS10M,2008,5.37,5.27,5.78,6.16,5.18,4.98,4.7,4.83,5.24,5.2,5.05,5.63,5.28
WS10M,2009,5.18,5.65,5.97,5.36,5.79,4.66,4.71,4.54,4.06,4.71,4.37,4.73,4.98
WS10M,2010,4.96,4.28,4.86,5.16,4.92,4.4,4.58,5.26,5.28,5.17,5.34,4.85,4.93
WS10M,2011,4.61,6.18,5.11,5.6,5.56,5.15,4.04,4.21,4.63,5.27,5.24,5.26,5.06
WS10M,2012,6.27,5.44,6.03,5.7,5.24,4.29,3.63,3.92,4.69,4.97,5.17,4.33,4.97
WS10M,2013,5.55,5.06,4.88,5.83,5.18,4.43,4.43,3.88,5.06,5.27,5.59,4.62,4.98
WS10M,2014,6.29,6.25,5.6,6.37,4.62,4.97,4.75,3.52,5.12,5.39,5.73,5.21,5.31
WS10M,2015,5.87,6.07,5.91,6.08,5.22,4.01,4.82,5.06,4.74,5.52,5.43,4.85,5.29
WS10M,2016,5.23,5.82,4.74,6.3,4.76,5.15,4.41,4.1,5.39,5.07,4.8,6.26,5.16
WS10M,2017,4.86,5.87,5.88,5.21,5.13,4.96,3.91,4.01,5.11,5.68,5.45,5.31,5.11
WS10M,2018,5.66,5.54,5.29,5.17,4.39,4.62,4.06,3.83,4.9,5.19,4.76,4.78,4.84
WS10M,2019,5.07,4.99,5.21,5.36,4.93,4.39,3.74,4.38,5.4,5.8,4.98,4.9,4.93
WS10M,2020,4.87,5.36,5.46,5.15,4.84,5.5,3.98,4.31,4.98,5.21,5.3,4.8,4.98
WS10M,2021,4.67,5.29,6.11,5.31,4.65,4.09,3.78,5.02,4.95,4.66,5.08,5.29,4.91
WS10M,2022,5.81,6.34,5.89,6.61,5.19,5.19,4.49,3.97,4.52,5.13,5.5,5.64,5.35
WS10M,2023,4.72,5.73,5.63,6.02,4.96,4.01,3.91,4.27,4.67,5.04,5.16,4.8,4.9
