-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  38.8952   Longitude -77.0364 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 70.81 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2M_MAX,2016,14.85,17.47,23.89,25.95,29.12,31.35,37.33,36.72,35.51,28.25,23.36,17.58,37.33
T2M_MAX,2017,16.39,21.85,24.12,30.38,30.74,34.79,36.41,32.78,31.97,30.3,24.94,16.42,36.41
T2M_MAX,2018,18.86,23.35,22.45,25.53,29.23,31.22,33.87,32.39,32.41,28.97,21.6,16.55,33.87
T2M_MAX,2019,14.34,17.95,21.18,24.71,29.63,32.14,35.63,35.73,36.25,35.64,18.03,17.61,36.25
T2M_MAX,2020,18.61,16.83,23.77,25.11,26.84,32.62,36.74,34.26,30.55,26.07,22.6,16.44,36.74
T2M_MAX,2021,10.15,12.06,22.69,27.6,30.41,35.79,35.35,36.5,31.49,28.86,21.31,18.63,36.5
T2M_MAX,2022,15.5,18.9,23.58,25.33,33.27,35.52,37.25,36.75,32.9,24.93,24.84,16.64,37.25
T2M_MAX,2023,16.32,22.71,20.79,28.7,28.43,33.65,36.76,35.0,37.02,28.24,24.05,15.83,37.02
T2M_MAX,2024,21.57,17.39,22.96,29.48,28.82,37.51,39.26,37.39,30.42,28.02,27.34,17.71,39.26
T2M_MAX,2025,10.75,16.16,26.01,27.05,28.92,36.46,35.93,35.88,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MIN,2001,-10.04,-5.97,-5.26,-0.33,4.77,9.04,12.56,16.76,7.09,1.17,-1.09,-7.7,-10.04
T2M_MIN,2002,-9.03,-6.59,-6.58,-3.14,3.91,11.95,15.35,16.08,12.1,1.55,-4.07,-10.78,-10.78
T2M_MIN,2003,-12.5,-9.44,-7.31,-2.26,5.57,7.67,16.3,13.78,6.91,0.68,-2.64,-9.16,-12.5
T2M_MIN,2004,-14.88,-14.88,-4.19,-3.2,4.17,12.07,17.4,13.36,9.76,2.97,-2.54,-11.14,-14.88
T2M_MIN,2005,-14.51,-7.86,-7.14,0.56,2.31,12.55,17.58,16.23,9.37,1.76,-5.68,-9.96,-14.51
T2M_MIN,2006,-4.62,-9.04,-4.01,-0.22,5.63,10.76,16.16,14.79,8.65,1.55,-3.48,-4.82,-9.04
T2M_MIN,2007,-9.51,-17.32,-10.31,-3.05,4.0,13.17,14.96,16.97,10.5,3.02,-3.64,-6.52,-17.32
T2M_MIN,2008,-10.7,-9.54,-3.47,0.36,5.53,12.7,15.56,15.18,10.6,-0.39,-3.84,-9.01,-10.7
T2M_MIN,2009,-13.99,-10.09,-9.65,0.21,6.75,9.51,15.47,15.77,10.43,1.5,0.07,-11.19,-13.99
T2M_MIN,2010,-11.27,-15.86,-3.13,2.66,3.3,12.61,14.74,15.91,11.59,1.97,-2.63,-8.33,-15.86
T2M_MIN,2011,-12.75,-7.64,-4.86,0.34,5.98,12.28,16.9,14.59,7.87,-1.13,-1.99,-3.56,-12.75
T2M_MIN,2012,-8.01,-5.46,-3.69,1.74,7.2,12.35,18.79,17.1,7.92,2.34,-3.05,-4.87,-8.01
T2M_MIN,2013,-11.09,-9.2,-3.49,-3.57,2.73,12.64,16.24,13.54,7.53,-0.79,-4.93,-10.64,-11.09
T2M_MIN,2014,-16.49,-15.6,-12.52,-2.41,6.72,11.72,14.18,13.22,10.59,3.72,-5.0,-3.91,-16.49
T2M_MIN,2015,-14.21,-18.73,-16.83,-1.53,7.73,13.18,15.07,15.61,11.09,0.61,-3.0,-3.36,-18.73
T2M_MIN,2016,-12.08,-13.1,-4.2,-3.82,4.16,9.94,17.55,17.03,12.42,2.72,-2.64,-9.8,-13.1
T2M_MIN,2017,-11.07,-6.05,-8.54,-0.17,4.45,12.2,15.64,14.78,10.32,3.32,-5.35,-10.02,-11.07
T2M_MIN,2018,-16.13,-8.39,-4.55,-1.34,6.28,11.34,14.39,15.1,12.67,0.81,-5.04,-5.42,-16.13
T2M_MIN,2019,-15.13,-10.41,-7.88,-2.64,6.11,9.09,17.19,16.0,11.44,4.87,-4.69,-7.55,-15.13
T2M_MIN,2020,-7.27,-6.23,-4.02,0.54,0.39,9.14,20.19,15.86,6.64,2.97,-1.53,-10.55,-10.55
T2M_MIN,2021,-8.2,-9.71,-4.69,-3.33,4.53,11.58,15.26,17.13,10.8,6.92,-3.47,-4.65,-9.71
T2M_MIN,2022,-11.25,-7.28,-7.5,-0.02,4.49,13.33,16.65,16.56,9.42,1.92,-3.87,-13.43,-13.43
T2M_MIN,2023,-3.18,-8.44,-4.31,2.1,4.9,12.64,19.55,15.69,11.97,4.66,-4.85,-3.74,-8.44
T2M_MIN,2024,-10.72,-5.42,-3.31,1.44,7.45,11.35,16.81,12.85,10.44,4.29,-3.61,-5.79,-10.72
T2M_MIN,2025,-12.15,-8.37,-6.09,-2.63,7.97,8.19,18.4,12.92,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_RANGE,2001,7.75,9.71,10.17,11.59,11.43,10.59,11.39,10.68,11.69,13.09,12.07,9.02,10.77
T2M_RANGE,2002,9.23,11.32,11.71,12.17,12.85,12.55,11.82,11.34,10.92,8.65,8.88,7.6,10.74
T2M_RANGE,2003,7.19,6.93,10.81,10.59,8.24,9.0,8.24,7.67,8.38,9.95,9.8,7.99,8.74
T2M_RANGE,2004,7.84,8.94,10.77,10.38,9.93,9.15,9.15,9.63,9.91,9.58,9.86,8.87,9.5
T2M_RANGE,2005,8.15,9.48,9.38,11.75,10.5,10.17,9.4,10.3,12.14,9.43,10.83,7.92,9.94
T2M_RANGE,2006,9.74,8.63,11.2,12.05,11.95,10.17,9.22,11.32,9.29,10.53,8.72,8.99,10.16
T2M_RANGE,2007,7.86,8.71,11.59,10.48,11.14,10.95,11.35,11.2,12.32,11.24,9.77,7.16,10.32
T2M_RANGE,2008,8.11,9.57,11.25,10.1,10.98,10.08,10.04,11.26,10.24,11.13,8.46,8.18,9.95
T2M_RANGE,2009,6.9,9.92,10.09,11.12,9.54,9.0,10.13,9.36,9.18,9.56,7.88,7.83,9.2
T2M_RANGE,2010,7.58,7.71,9.83,12.17,10.3,10.32,11.07,10.27,11.94,9.94,9.62,6.6,9.78
T2M_RANGE,2011,7.23,10.05,10.23,10.59,9.92,10.23,11.17,10.23,7.87,9.23,9.92,8.86,9.62
T2M_RANGE,2012,8.66,9.61,10.78,11.28,10.15,11.21,10.47,9.61,10.44,10.14,9.62,7.94,9.99
T2M_RANGE,2013,8.02,7.6,8.83,11.49,10.76,8.85,7.99,9.35,11.79,9.88,9.6,8.26,9.37
T2M_RANGE,2014,8.72,9.28,9.9,11.27,10.25,8.95,9.83,10.15,10.37,10.62,9.3,7.38,9.67
T2M_RANGE,2015,7.48,9.66,10.7,11.31,10.47,8.54,8.59,11.65,11.13,10.06,9.73,8.11,9.78
T2M_RANGE,2016,8.14,8.34,10.74,11.44,8.84,10.33,10.21,10.36,10.2,10.36,11.16,8.22,9.86
T2M_RANGE,2017,7.21,10.96,10.44,11.12,10.1,11.16,10.16,9.16,10.34,11.5,10.66,7.79,10.03
T2M_RANGE,2018,9.32,9.0,9.66,11.26,9.76,8.96,8.98,8.23,7.34,8.92,7.69,7.51,8.89
T2M_RANGE,2019,7.64,7.51,9.78,11.04,9.42,9.32,10.12,10.91,12.08,11.12,10.14,7.72,9.74
T2M_RANGE,2020,8.26,8.93,10.5,10.53,10.26,9.98,10.41,7.9,9.57,9.82,10.44,8.43,9.58
T2M_RANGE,2021,6.73,6.85,11.26,11.59,11.31,9.98,11.05,9.69,10.17,10.03,10.45,9.3,9.88
T2M_RANGE,2022,8.01,10.51,11.09,11.54,10.43,11.27,10.34,11.01,10.84,10.77,10.36,9.06,10.43
T2M_RANGE,2023,8.28,9.97,10.97,12.42,11.77,12.39,10.29,10.76,10.46,11.59,11.19,8.94,10.75
T2M_RANGE,2024,8.44,9.34,10.58,10.32,9.15,11.8,11.11,10.82,9.85,12.73,10.37,8.67,10.27
T2M_RANGE,2025,8.11,8.84,12.56,11.07,9.35,10.63,9.78,11.22,-999.0,-999.0,-999.0,-999.0,-999.0
WD10M,2001,294.6,282.4,320.3,273.7,203.3,256.3,246.8,218.9,308.1,247.0,247.0,283.9,274.1
WD10M,2002,266.3,275.7,244.6,266.2,250.7,230.2,287.6,357.2,68.1,17.5,269.8,290.6,273.5
WD10M,2003,303.4,314.5,264.9,33.0,135.3,295.7,238.4,216.4,69.0,274.2,244.4,287.8,286.7
WD10M,2004,301.4,322.7,278.6,296.2,219.4,261.9,193.8,209.9,64.0,349.4,310.7,273.5,288.2
WD10M,2005,328.3,325.3,305.4,254.3,337.9,199.1,324.2,181.7,103.4,342.9,241.1,285.5,295.6
WD10M,2006,267.3,280.4,303.4,309.3,303.4,271.7,244.0,340.9,263.0,273.3,343.8,260.9,285.0
WD10M,2007,270.0,298.1,289.8,303.4,194.5,298.8,252.1,352.7,157.5,237.9,275.2,296.0,282.9
WD10M,2008,280.8,270.4,278.9,71.5,273.5,256.5,234.5,321.3,43.5,312.6,295.7,264.3,281.0
WD10M,2009,291.2,278.9,318.3,265.2,201.1,310.8,244.1,260.4,32.9,315.2,2.6,292.4,297.6
WD10M,2010,305.7,302.7,337.5,271.7,241.6,271.1,261.7,171.8,248.9,291.3,312.2,301.3,294.3
WD10M,2011,301.0,266.8,346.7,212.0,204.0,284.4,253.7,278.4,152.5,273.6,228.1,263.2,258.1
WD10M,2012,257.3,284.2,243.6,302.0,172.7,296.0,277.0,183.8,233.6,269.3,332.9,277.1,274.1
WD10M,2013,267.9,302.9,315.2,183.9,204.8,215.7,217.8,234.0,317.4,332.1,286.5,261.0,271.1
WD10M,2014,271.6,321.8,324.5,115.7,276.9,185.8,239.0,110.7,43.6,263.6,274.7,312.2,289.0
WD10M,2015,295.1,306.2,296.9,260.6,208.5,230.0,231.5,221.6,66.8,356.5,288.2,237.0,279.2
WD10M,2016,297.5,274.1,255.7,251.6,296.1,248.8,249.7,207.0,64.0,324.6,289.5,277.6,276.1
WD10M,2017,291.3,266.3,297.7,229.7,213.1,240.0,266.8,136.9,0.0,199.4,279.1,282.0,271.4
WD10M,2018,286.3,235.8,321.0,270.0,168.1,274.2,140.6,243.6,76.6,265.3,292.0,294.8,278.6
WD10M,2019,292.6,306.3,298.5,228.0,238.3,274.6,256.5,193.5,132.9,338.1,293.8,286.2,277.5
WD10M,2020,288.7,265.1,273.0,294.8,277.8,256.5,233.4,212.9,108.2,256.3,249.2,273.3,265.9
WD10M,2021,313.3,330.6,296.9,283.3,289.0,203.5,250.4,180.3,261.5,284.2,289.6,253.0,280.7
WD10M,2022,313.0,258.6,259.3,294.5,82.6,271.4,227.4,236.6,313.8,331.7,268.3,287.8,279.6
WD10M,2023,278.3,270.4,296.6,235.4,27.5,299.6,231.3,240.8,18.5,280.1,291.3,287.6,284.2
WD10M,2024,288.6,297.0,310.7,238.0,156.8,230.5,204.6,234.8,85.3,295.1,289.1,260.3,270.1
WD10M,2025,285.8,295.9,253.7,265.9,250.2,221.6,212.9,72.3,-999.0,-999.0,-999.0,-999.0,-999.0
WD50M,2001,292.9,279.2,319.3,268.7,219.9,252.4,246.1,221.4,293.0,243.5,245.0,282.1,270.4
WD50M,2002,263.5,272.6,240.0,264.5,249.7,230.1,284.8,343.3,78.1,17.4,267.1,287.2,269.2
WD50M,2003,303.0,308.8,237.9,24.0,152.8,292.1,239.8,216.6,74.2,273.5,240.9,284.7,280.1
WD50M,2004,299.0,320.9,275.3,290.8,219.9,258.0,203.6,208.4,64.3,343.5,308.5,269.6,282.4
WD50M,2005,328.5,325.7,304.3,252.4,336.5,202.8,291.8,183.4,109.9,342.5,235.9,284.0,290.2
WD50M,2006,262.2,278.1,304.1,298.7,300.9,270.6,241.7,313.9,244.5,268.8,342.1,259.5,280.4
WD50M,2007,267.2,296.8,283.4,302.0,206.4,287.0,251.9,289.4,160.2,229.0,271.7,297.8,278.2
WD50M,2008,278.1,266.0,276.7,80.0,267.6,256.8,235.8,318.2,46.9,313.0,293.6,259.2,276.7
WD50M,2009,288.7,275.8,307.6,259.6,205.1,302.9,244.2,255.1,31.4,307.7,3.0,289.7,291.3
WD50M,2010,306.3,303.2,335.0,268.0,242.0,271.1,260.6,179.4,248.0,289.9,312.3,301.8,292.9
WD50M,2011,300.0,261.1,340.6,216.0,206.8,282.1,252.3,276.3,156.8,272.0,223.8,259.8,254.2
WD50M,2012,255.8,282.4,240.4,300.7,178.3,289.6,269.5,187.2,231.4,266.8,334.1,273.5,270.1
WD50M,2013,266.1,302.3,314.9,191.7,207.5,216.8,218.3,233.2,299.2,315.7,283.8,256.5,266.3
WD50M,2014,264.6,317.4,321.5,131.4,274.2,187.9,234.7,116.6,46.3,260.6,270.2,310.2,281.3
WD50M,2015,293.3,302.8,295.4,260.1,209.0,232.2,228.1,223.5,72.1,345.7,281.4,234.2,271.9
WD50M,2016,294.0,272.3,253.6,246.6,284.8,248.2,249.8,206.0,66.6,320.2,289.3,277.6,272.5
WD50M,2017,285.4,262.9,295.0,224.0,219.6,240.6,263.7,164.9,359.3,199.0,273.2,279.1,266.8
WD50M,2018,281.3,232.4,320.4,263.9,179.8,268.2,145.8,242.9,79.2,261.4,290.7,290.7,271.1
WD50M,2019,290.8,303.1,296.4,230.0,237.3,270.8,255.7,198.3,140.3,298.6,291.7,285.2,273.2
WD50M,2020,286.2,262.5,266.7,292.0,264.2,254.7,235.2,214.3,111.6,247.0,246.7,271.8,261.8
WD50M,2021,311.6,327.4,291.4,281.0,283.9,204.1,248.5,187.9,255.9,278.4,287.2,249.7,276.1
WD50M,2022,308.2,250.1,255.3,291.2,89.0,267.7,229.0,236.6,307.8,324.8,264.8,285.8,273.2
WD50M,2023,274.5,265.8,295.6,231.3,28.4,289.8,231.0,240.3,18.4,276.0,288.7,285.1,279.3
WD50M,2024,285.1,292.6,307.9,238.3,174.2,230.7,206.7,234.5,87.9,292.9,289.7,258.1,266.4
WD50M,2025,284.5,293.9,249.9,259.4,246.5,223.4,214.5,76.8,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M,2001,4.06,4.54,5.34,4.11,3.43,3.14,3.4,2.82,3.47,4.34,4.02,4.11,3.9
WS10M,2002,4.36,5.14,4.9,4.5,4.2,3.17,3.28,3.25,3.74,3.8,4.48,4.42,4.1
WS10M,2003,4.85,4.62,4.28,4.63,3.6,3.48,3.17,2.6,3.97,3.9,4.28,4.98,4.02
WS10M,2004,5.29,4.4,4.51,4.48,3.42,3.14,3.11,3.07,3.63,3.37,4.1,4.73,3.94
WS10M,2005,4.67,4.18,4.57,4.37,3.73,3.27,2.82,2.81,3.28,4.23,4.6,4.07,3.88
WS10M,2006,4.93,4.79,4.63,4.14,3.77,3.33,2.86,3.15,3.72,4.36,4.27,4.03,3.99
WS10M,2007,4.73,5.16,4.94,4.83,3.42,3.02,3.19,2.84,3.23,3.66,4.2,4.18,3.94
WS10M,2008,4.4,4.75,4.95,4.05,4.26,3.0,2.7,3.08,3.67,3.93,4.04,4.79,3.97
WS10M,2009,4.15,5.21,4.35,4.67,3.73,3.27,3.01,2.67,3.77,4.14,4.28,4.66,3.98
WS10M,2010,5.06,5.29,4.91,3.92,3.87,3.34,2.96,3.02,3.81,4.31,4.12,5.44,4.17
WS10M,2011,4.24,5.01,4.78,5.1,3.59,3.08,2.73,3.69,3.12,4.0,4.18,3.92,3.95
WS10M,2012,4.81,4.51,4.28,4.39,3.45,3.54,2.87,2.75,3.26,3.99,3.94,4.29,3.84
WS10M,2013,4.18,4.72,5.05,4.55,4.04,3.4,3.11,3.01,3.15,3.84,4.53,3.9,3.95
WS10M,2014,4.72,4.31,4.99,4.56,3.53,3.16,3.21,2.88,3.22,4.33,4.53,4.03,3.95
WS10M,2015,4.62,4.97,4.37,4.55,3.38,3.6,2.78,3.01,3.4,4.12,3.97,3.71,3.86
WS10M,2016,4.83,5.03,4.48,4.51,3.18,3.53,2.77,2.99,3.8,4.07,4.19,4.53,3.99
WS10M,2017,4.67,4.85,5.28,4.46,4.39,3.75,3.02,2.9,3.4,3.88,4.09,4.06,4.06
WS10M,2018,4.99,4.46,5.55,4.96,3.48,3.31,3.22,2.96,3.59,3.97,4.46,3.88,4.07
WS10M,2019,4.88,4.15,4.63,4.6,3.76,3.76,2.66,2.74,3.24,4.33,4.19,3.82,3.89
WS10M,2020,4.49,4.4,4.35,5.07,4.51,3.47,2.75,3.02,3.27,3.47,4.2,4.47,3.95
WS10M,2021,4.22,4.64,4.57,4.43,3.71,3.36,3.03,2.67,3.63,3.88,4.17,3.77,3.83
WS10M,2022,5.03,4.79,5.11,4.65,3.94,3.49,2.9,2.85,3.58,4.09,4.22,3.98,4.05
WS10M,2023,4.38,4.79,5.07,4.17,3.53,3.71,2.66,3.32,3.43,3.61,3.92,3.72,3.85
WS10M,2024,4.5,4.06,4.8,4.34,3.33,3.47,2.91,3.11,3.55,3.47,4.28,4.08,3.82
WS10M,2025,4.96,4.75,5.16,4.89,4.03,2.96,2.54,3.03,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M_MAX,2001,10.54,12.25,13.97,10.58,7.57,7.86,8.71,6.32,8.64,9.9,9.89,12.07,13.97
