-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  38.5323   Longitude -98.3802 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 498.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2M_MIN,2005,-19.85,-11.91,-6.27,-0.96,-1.21,13.21,12.67,15.19,5.7,-2.23,-6.57,-13.83,-19.85
T2M_MIN,2006,-4.93,-15.23,-6.78,0.68,5.32,14.24,16.14,14.6,6.02,-2.04,-6.93,-9.51,-15.23
T2M_MIN,2007,-13.1,-17.78,-5.34,-8.31,7.55,9.01,16.49,15.33,8.79,1.94,-6.49,-13.98,-17.78
T2M_MIN,2008,-13.95,-9.4,-8.15,-1.41,2.05,13.94,14.67,15.08,6.22,-3.55,-6.96,-16.24,-16.24
T2M_MIN,2009,-13.51,-9.96,-9.06,-5.41,6.56,10.9,14.73,10.5,5.55,-1.77,-4.48,-15.49,-15.49
T2M_MIN,2010,-19.12,-11.68,-5.78,1.98,3.11,15.16,17.48,12.89,8.22,2.95,-6.97,-8.84,-19.12
T2M_MIN,2011,-16.77,-18.79,-6.52,-1.12,4.68,13.67,19.65,18.16,8.06,-1.38,-4.91,-13.79,-18.79
T2M_MIN,2012,-10.77,-12.35,-4.69,3.37,7.0,8.87,17.95,13.59,7.7,-2.54,-5.4,-13.54,-13.54
T2M_MIN,2013,-11.17,-11.71,-6.67,-5.41,-0.36,9.65,14.17,15.76,8.93,-0.22,-8.41,-15.67,-15.67
T2M_MIN,2014,-20.28,-17.04,-17.29,-2.29,2.45,11.6,12.52,14.99,4.68,0.62,-11.78,-12.39,-20.28
T2M_MIN,2015,-14.5,-14.11,-10.34,0.3,3.73,13.54,14.74,13.88,11.05,1.35,-7.26,-8.88,-14.5
T2M_MIN,2016,-15.02,-8.39,-4.42,-0.57,2.95,12.52,16.89,13.0,7.08,3.59,-4.92,-17.25,-17.25
T2M_MIN,2017,-11.69,-6.7,-5.49,1.0,1.6,14.43,15.76,14.36,10.21,-4.48,-4.68,-17.29,-17.29
T2M_MIN,2018,-19.45,-11.4,-5.14,-7.03,9.21,14.98,14.88,15.25,7.89,-4.15,-8.52,-10.0,-19.45
T2M_MIN,2019,-15.3,-14.2,-18.19,-2.99,3.08,9.55,14.09,14.54,12.47,-6.23,-8.72,-6.44,-18.19
T2M_MIN,2020,-12.4,-12.92,-5.82,-5.18,1.67,13.04,16.06,13.92,6.48,-5.46,-6.46,-6.26,-12.92
T2M_MIN,2021,-12.86,-22.84,-3.87,-2.9,5.26,12.32,15.87,15.61,9.22,3.84,-4.02,-6.75,-22.84
T2M_MIN,2022,-14.31,-16.09,-7.7,-0.63,3.53,9.45,16.53,18.36,10.41,-0.44,-6.73,-20.07,-20.07
T2M_MIN,2023,-12.9,-11.73,-6.9,-3.14,1.75,14.13,15.21,15.9,12.35,-6.43,-8.15,-5.64,-12.9
T2M_MIN,2024,-22.53,-9.16,-5.48,0.78,7.16,13.52,16.62,15.56,11.16,1.28,-6.04,-6.52,-22.53
T2M_MIN,2025,-18.3,-19.94,-4.36,-2.63,6.53,10.07,18.02,15.21,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_RANGE,2001,9.93,10.37,13.33,15.32,13.05,13.28,13.92,13.97,14.2,14.12,12.39,11.85,12.99
T2M_RANGE,2002,10.95,12.85,15.62,14.9,14.32,14.02,13.46,12.81,14.42,10.77,12.56,10.65,13.1
T2M_RANGE,2003,10.34,10.97,13.45,14.49,13.52,11.89,15.68,13.13,13.07,13.97,11.82,10.31,12.73
T2M_RANGE,2004,10.23,12.15,13.93,13.96,14.67,11.96,11.76,12.82,14.31,12.04,10.53,11.61,12.5
T2M_RANGE,2005,9.4,12.0,13.52,13.43,13.51,12.02,14.12,12.11,13.27,13.26,13.26,10.07,12.5
T2M_RANGE,2006,13.45,12.83,13.73,16.34,13.25,14.36,14.17,12.06,12.86,13.21,13.08,10.44,13.31
T2M_RANGE,2007,10.12,11.9,12.91,12.62,10.33,10.25,10.12,11.07,12.89,13.44,13.16,9.51,11.52
T2M_RANGE,2008,11.34,10.89,13.46,13.48,12.9,12.59,12.66,11.73,11.96,12.44,11.93,10.4,12.15
T2M_RANGE,2009,11.27,13.54,13.65,13.84,13.1,12.13,12.93,12.58,11.3,10.92,12.12,8.6,12.15
T2M_RANGE,2010,9.32,9.29,12.72,13.81,12.74,12.39,11.33,14.05,14.09,14.74,12.49,9.51,12.22
T2M_RANGE,2011,10.51,13.53,13.43,15.05,14.41,15.71,14.85,14.1,14.06,14.2,12.12,10.65,13.54
T2M_RANGE,2012,12.04,11.91,13.94,14.02,15.48,15.14,15.09,13.69,14.79,13.81,14.09,10.41,13.7
T2M_RANGE,2013,11.15,11.99,13.98,15.0,13.61,13.54,12.97,10.53,13.05,13.75,11.92,10.21,12.64
T2M_RANGE,2014,12.07,11.83,15.08,15.17,15.17,10.43,13.94,13.22,13.23,13.14,12.25,8.41,12.84
T2M_RANGE,2015,11.77,12.03,15.39,14.05,10.95,11.89,11.95,12.84,12.73,12.86,12.55,9.63,12.39
T2M_RANGE,2016,9.29,12.95,14.35,14.05,12.12,11.77,10.65,10.6,12.4,13.97,12.31,10.04,12.03
T2M_RANGE,2017,9.4,13.2,13.48,12.15,13.43,12.46,13.11,12.92,13.9,13.76,12.69,11.25,12.64
T2M_RANGE,2018,12.13,11.76,14.83,15.99,13.53,12.8,11.7,12.01,11.25,12.22,10.87,9.71,12.4
T2M_RANGE,2019,10.34,9.36,12.64,13.46,10.97,10.68,10.32,9.15,11.01,13.01,12.26,10.24,11.13
T2M_RANGE,2020,9.44,11.13,12.39,14.91,11.69,12.78,10.31,13.13,13.92,13.66,13.22,11.03,12.29
T2M_RANGE,2021,9.98,10.62,13.87,13.51,10.81,12.36,12.38,13.01,13.87,13.1,12.38,12.76,12.39
T2M_RANGE,2022,11.48,13.52,14.39,15.44,12.55,12.12,13.57,14.54,15.3,14.9,11.73,11.21,13.39
T2M_RANGE,2023,10.43,13.97,14.0,15.75,13.68,12.06,14.23,14.47,15.07,13.02,13.2,9.97,13.31
T2M_RANGE,2024,10.14,14.16,14.36,15.32,13.85,12.22,13.87,12.93,14.54,15.78,11.08,10.78,13.25
T2M_RANGE,2025,10.73,12.23,15.44,14.41,13.52,11.14,11.3,10.99,-999.0,-999.0,-999.0,-999.0,-999.0
WD10M,2001,290.3,12.9,12.0,190.7,222.5,171.1,170.7,165.2,165.2,199.1,216.2,245.6,192.3
WD10M,2002,296.6,275.4,360.0,174.1,158.0,177.6,175.9,165.4,179.1,73.7,304.0,276.0,193.4
WD10M,2003,323.2,325.5,240.3,187.3,91.0,175.2,173.1,140.2,172.7,236.8,295.7,269.6,191.9
WD10M,2004,355.7,203.2,227.5,169.3,183.2,159.9,177.1,186.9,172.3,180.0,5.0,273.5,186.0
WD10M,2005,8.8,266.8,305.3,198.6,176.4,179.3,172.5,159.8,169.5,170.0,263.8,305.1,191.3
WD10M,2006,273.0,329.8,196.8,226.7,126.9,172.5,172.0,155.1,244.5,290.8,283.3,267.8,212.0
WD10M,2007,284.7,336.6,203.8,221.7,170.0,156.8,169.1,183.1,171.5,204.9,260.2,305.7,194.7
WD10M,2008,251.2,335.6,23.0,295.6,198.1,170.9,180.7,136.2,163.1,202.1,283.9,261.0,197.1
WD10M,2009,324.3,348.2,180.5,92.1,177.7,171.4,132.5,170.9,106.3,292.8,290.8,316.7,199.7
WD10M,2010,351.2,350.1,0.8,201.9,150.9,170.6,179.4,166.8,173.5,220.5,273.4,315.9,183.8
WD10M,2011,322.7,323.2,71.1,296.1,162.2,173.4,160.3,132.1,38.4,196.7,274.8,288.0,201.4
WD10M,2012,297.7,282.9,196.5,171.2,168.3,173.3,169.0,121.9,76.8,284.2,203.7,306.8,191.8
WD10M,2013,271.5,318.4,17.2,215.4,173.6,180.3,157.6,158.2,177.3,225.4,209.5,310.0,190.5
WD10M,2014,318.8,354.2,282.1,236.0,174.0,172.1,167.9,185.2,166.3,334.8,280.1,236.7,209.1
WD10M,2015,300.2,357.1,342.4,126.9,169.0,183.0,165.2,167.1,173.0,155.5,207.4,287.8,186.0
WD10M,2016,302.8,313.6,224.6,218.8,163.7,173.2,164.0,162.5,177.6,177.3,241.0,268.5,193.5
WD10M,2017,323.2,295.2,107.1,154.8,243.9,174.7,175.7,134.0,173.5,240.5,143.1,314.5,197.9
WD10M,2018,261.9,331.2,309.0,327.1,177.4,185.1,134.6,184.0,164.9,327.3,336.1,309.8,195.7
WD10M,2019,310.0,29.5,336.3,223.4,189.2,184.7,164.1,147.7,174.9,296.4,302.1,269.2,194.2
WD10M,2020,310.8,332.5,182.2,277.7,83.3,179.3,148.5,162.5,197.0,303.4,215.2,313.2,188.8
WD10M,2021,316.1,16.1,178.7,250.5,153.1,176.8,166.2,174.5,183.5,303.6,252.1,236.7,193.2
WD10M,2022,315.6,330.5,335.4,221.9,158.9,174.4,144.3,157.8,162.8,248.2,237.7,255.8,205.2
WD10M,2023,324.7,282.2,344.1,230.8,158.3,151.6,180.2,219.7,165.2,253.8,236.4,299.3,227.4
WD10M,2024,322.1,286.0,1.6,233.7,153.6,169.5,173.5,136.2,148.2,178.8,231.6,296.5,177.6
WD10M,2025,328.4,4.3,256.4,189.5,52.4,181.7,170.0,154.6,-999.0,-999.0,-999.0,-999.0,-999.0
WD50M,2001,290.9,10.5,26.1,191.1,221.4,172.2,171.5,165.4,164.5,200.2,214.2,243.7,192.4
WD50M,2002,292.5,272.1,7.3,172.9,160.9,179.1,176.3,166.1,178.4,107.3,301.7,269.5,194.9
WD50M,2003,312.9,309.0,216.8,188.5,101.1,175.6,173.5,143.2,172.9,238.2,287.7,266.0,194.1
WD50M,2004,345.6,208.6,229.6,178.7,183.0,161.3,177.8,186.4,171.9,176.6,6.2,275.0,187.5
WD50M,2005,359.5,260.5,299.0,198.1,177.4,180.1,173.0,163.6,169.6,170.3,264.9,297.4,194.1
WD50M,2006,271.1,323.6,199.7,222.8,135.7,173.5,171.5,155.5,241.5,260.1,265.7,261.8,210.8
WD50M,2007,281.1,331.0,201.9,219.9,171.5,158.2,169.9,183.4,171.0,205.1,252.8,296.4,196.0
WD50M,2008,250.7,328.3,31.1,184.3,197.1,170.7,181.3,138.4,165.2,202.5,285.6,255.0,197.2
WD50M,2009,316.3,330.7,180.3,99.7,177.9,168.9,139.1,170.0,106.0,284.4,285.4,313.8,198.1
WD50M,2010,346.2,352.6,3.1,201.9,152.0,170.9,179.6,167.4,173.9,217.5,271.9,293.5,183.6
WD50M,2011,316.5,315.1,80.0,289.8,162.9,174.0,162.3,135.6,42.8,198.6,269.4,283.4,202.0
WD50M,2012,292.0,277.4,197.6,171.2,168.7,172.9,169.4,127.1,86.7,274.6,202.7,293.5,192.4
WD50M,2013,266.7,315.8,21.1,212.2,176.3,181.3,158.4,158.0,177.3,228.1,207.9,292.6,192.1
WD50M,2014,312.6,350.7,261.1,228.6,174.1,172.6,168.1,184.7,166.6,331.8,276.3,219.4,207.2
WD50M,2015,295.8,349.8,252.5,134.0,169.8,183.6,165.2,167.7,173.5,151.2,208.3,279.0,188.1
WD50M,2016,297.0,311.5,221.7,220.2,166.9,174.3,164.2,162.2,178.1,175.8,238.3,260.3,194.2
WD50M,2017,316.5,277.0,116.7,156.0,240.5,176.4,175.4,135.8,172.9,238.1,163.2,308.5,198.3
WD50M,2018,253.7,264.0,308.5,325.9,176.6,185.8,135.8,184.2,165.6,318.3,332.1,304.3,193.3
WD50M,2019,302.8,38.8,335.6,216.0,190.1,184.5,164.6,148.9,175.5,288.8,292.2,261.6,195.0
WD50M,2020,306.5,321.0,181.2,254.9,83.4,179.8,147.8,162.5,186.8,263.6,214.0,311.3,189.3
WD50M,2021,311.8,10.6,178.0,246.2,154.3,177.1,166.1,174.7,183.7,299.2,251.7,231.6,193.9
WD50M,2022,304.4,322.3,330.3,222.1,159.2,174.5,146.1,158.8,163.9,238.8,233.1,252.5,202.3
WD50M,2023,321.8,275.6,345.7,220.6,160.9,153.2,180.0,206.5,164.7,254.9,225.9,298.8,220.5
WD50M,2024,315.9,273.8,27.1,231.8,149.5,170.2,173.7,139.1,148.3,177.3,220.4,285.3,177.7
WD50M,2025,322.2,0.5,253.3,192.5,56.6,182.0,171.0,155.9,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M,2001,4.46,4.77,3.96,6.27,5.45,5.52,4.9,4.39,4.45,5.54,5.19,5.08,5.0
WS10M,2002,5.02,5.69,5.62,5.98,5.74,6.24,5.1,4.76,4.98,4.47,4.35,4.19,5.17
WS10M,2003,4.73,4.1,5.67,5.92,4.58,4.47,5.4,4.25,5.26,4.55,4.79,5.39,4.93
WS10M,2004,4.88,5.39,5.69,5.45,6.51,4.65,4.54,4.56,5.9,4.88,4.84,4.98,5.19
WS10M,2005,4.31,4.55,5.34,6.0,5.07,5.71,5.08,3.98,5.71,5.14,5.74,5.1,5.14
WS10M,2006,5.62,4.92,6.26,6.42,5.02,5.33,4.9,4.22,5.07,5.44,4.91,4.78,5.24
WS10M,2007,5.18,5.29,5.76,5.5,5.1,4.79,3.81,5.2,5.63,5.89,4.74,4.83,5.14
WS10M,2008,5.63,5.04,5.15,6.24,6.0,5.28,4.96,4.22,4.88,5.86,5.57,5.92,5.4
WS10M,2009,5.39,5.62,6.12,6.02,4.88,4.37,4.26,5.03,4.26,5.62,4.9,5.39,5.15
WS10M,2010,4.46,4.39,5.73,6.35,4.96,5.62,4.75,4.85,5.46,4.83,5.57,4.46,5.12
WS10M,2011,4.85,5.41,5.28,6.27,5.91,6.06,4.32,3.86,4.51,5.55,5.71,4.92,5.21
WS10M,2012,5.3,5.31,5.63,5.44,6.13,5.98,4.79,4.22,4.27,5.07,4.93,5.0,5.17
WS10M,2013,4.69,5.55,5.37,6.03,5.89,6.0,4.82,4.26,5.47,5.71,5.58,4.74,5.34
WS10M,2014,5.99,5.13,6.39,6.78,4.75,5.71,4.67,4.57,5.3,4.83,5.81,4.73,5.38
WS10M,2015,4.87,5.14,4.59,5.46,5.44,4.92,4.37,4.34,5.74,4.49,5.92,5.2,5.03
WS10M,2016,4.52,5.72,6.04,5.81,5.03,4.57,4.77,4.32,5.22,5.62,4.8,4.67,5.09
WS10M,2017,4.95,5.0,6.28,6.06,5.29,5.39,4.29,4.01,5.4,6.29,4.78,5.28,5.25
WS10M,2018,5.13,5.51,6.03,6.26,4.52,5.89,3.5,4.89,5.1,4.55,4.75,4.79,5.07
WS10M,2019,4.91,5.27,5.55,5.57,4.84,4.53,4.77,3.7,5.67,5.76,5.41,4.77,5.06
WS10M,2020,4.97,4.96,5.06,5.46,4.91,6.23,4.11,4.55,4.69,5.32,5.72,4.59,5.04
WS10M,2021,4.88,4.99,6.1,5.74,5.17,4.34,4.29,5.26,5.02,5.07,4.87,4.96,5.06
WS10M,2022,5.08,5.77,6.08,6.92,5.82,5.0,4.29,4.11,4.77,4.56,5.76,5.54,5.3
WS10M,2023,4.73,5.36,5.67,5.57,4.1,3.34,3.82,3.98,4.57,5.75,4.73,4.76,4.69
WS10M,2024,4.72,5.24,5.57,5.96,4.88,5.18,4.37,3.95,4.48,5.38,5.11,4.33,4.93
WS10M,2025,4.79,5.34,6.27,5.85,4.56,4.98,4.5,4.2,-999.0,-999.0,-999.0,-999.0,-999.0
