-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  42.1204   Longitude -93.5 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 310.22 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,2025,98.4,98.44,97.26,97.84,97.78,97.61,97.86,98.15,-999.0,-999.0,-999.0,-999.0,-999.0
T2M,2001,-6.56,-8.77,-0.33,11.66,16.0,20.56,25.18,23.77,16.47,10.05,8.3,-1.13,9.7
T2M,2002,-2.47,-0.98,-0.36,9.84,14.87,24.2,26.17,22.19,19.27,7.13,0.68,-2.68,9.87
T2M,2003,-6.86,-6.17,1.82,10.48,15.05,20.19,23.97,25.39,17.6,11.91,2.03,-2.36,9.51
T2M,2004,-7.54,-4.59,4.44,10.81,16.72,19.6,22.22,20.2,19.91,11.47,4.41,-3.0,9.59
T2M,2005,-6.78,-0.38,2.47,12.23,15.41,23.52,25.67,23.6,21.48,11.9,4.44,-5.43,10.72
T2M,2006,-0.07,-3.4,2.68,12.74,16.76,23.25,26.69,23.57,16.08,8.6,3.91,-0.64,10.93
T2M,2007,-5.51,-7.94,5.45,7.87,17.9,21.36,24.4,24.37,18.01,12.66,2.31,-6.52,9.64
T2M,2008,-7.48,-7.15,0.7,7.62,14.7,20.84,22.76,20.87,17.15,9.99,2.15,-7.84,7.9
T2M,2009,-9.46,-3.4,2.58,8.05,15.41,20.74,20.63,21.03,18.08,7.05,5.69,-7.16,8.31
T2M,2010,-11.41,-8.99,3.56,13.28,15.62,22.05,23.69,23.58,16.63,11.07,2.23,-6.36,8.84
T2M,2011,-8.84,-4.25,2.23,8.47,15.31,21.33,25.48,23.41,16.5,12.46,3.81,-1.64,9.6
T2M,2012,-2.85,-1.19,10.92,12.07,18.89,23.76,29.38,24.14,18.27,9.77,4.02,-2.36,12.11
T2M,2013,-5.83,-3.45,-0.44,6.87,15.15,20.55,22.64,24.31,20.92,10.45,1.12,-7.29,8.81
T2M,2014,-9.47,-8.9,-0.26,9.05,16.13,21.68,20.95,22.3,16.86,10.4,-1.03,-2.53,8.03
T2M,2015,-5.48,-8.95,3.45,10.89,16.22,21.42,22.93,20.96,19.75,11.32,5.23,-0.65,9.86
T2M,2016,-7.76,-2.03,5.6,10.06,15.62,22.72,23.59,22.8,19.67,12.96,6.48,-4.86,10.42
T2M,2017,-4.45,1.0,3.15,11.11,15.43,22.51,25.85,22.01,21.0,11.38,2.59,-4.11,10.66
T2M,2018,-6.99,-6.0,1.29,4.6,20.12,23.64,23.61,23.31,18.46,8.64,-1.19,-3.11,8.96
T2M,2019,-7.61,-8.71,-0.72,9.53,14.23,20.86,23.91,21.4,21.1,7.77,-0.01,-1.69,8.43
T2M,2020,-5.41,-3.17,4.44,8.24,14.7,22.78,25.38,24.11,17.35,8.27,4.98,-2.79,9.94
T2M,2021,-3.95,-9.28,5.66,10.44,15.88,25.0,25.35,24.97,20.72,13.1,3.64,-0.07,11.08
T2M,2022,-8.85,-5.42,2.58,7.2,16.73,22.55,25.4,24.86,19.59,11.03,2.54,-5.79,9.45
T2M,2023,-5.12,-2.23,1.51,9.78,18.02,23.25,24.27,24.69,21.25,12.47,4.67,1.25,11.22
T2M,2024,-6.92,2.44,5.35,11.51,17.56,22.86,23.61,23.4,20.68,14.69,4.88,-2.33,11.49
T2M,2025,-7.45,-5.35,5.93,10.46,16.07,22.9,24.57,21.92,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MAX,2001,1.88,4.13,15.79,27.66,30.94,31.52,37.21,37.03,32.23,27.52,23.34,19.29,37.21
T2M_MAX,2002,10.61,14.8,15.79,30.26,31.87,36.24,38.77,33.44,34.82,26.12,17.72,7.53,38.77
T2M_MAX,2003,10.61,10.82,23.43,30.44,28.86,32.85,37.18,40.1,33.76,29.44,18.58,11.12,40.1
T2M_MAX,2004,8.14,14.68,23.88,29.24,28.15,30.55,31.88,30.81,33.03,27.65,22.61,14.13,33.03
T2M_MAX,2005,8.93,14.53,21.94,27.07,27.81,35.1,38.78,37.12,35.07,30.03,24.71,6.28,38.78
T2M_MAX,2006,12.01,14.01,18.53,30.68,30.81,35.36,39.68,34.14,30.26,30.13,23.67,12.25,39.68
T2M_MAX,2007,8.02,11.54,25.49,29.37,29.55,30.65,35.93,34.16,30.39,29.09,20.08,5.24,35.93
T2M_MAX,2008,8.82,7.08,18.22,23.2,27.68,30.14,29.85,31.77,29.05,24.11,22.37,8.82,31.77
T2M_MAX,2009,6.26,14.44,19.84,27.64,28.35,32.58,30.03,32.67,27.85,20.23,21.01,12.46,32.67
T2M_MAX,2010,0.81,0.1,23.76,26.92,30.12,30.85,32.76,31.86,28.56,26.52,19.21,11.38,32.76
T2M_MAX,2011,3.6,18.32,19.78,28.07,32.38,32.58,34.79,34.97,35.56,29.22,22.38,9.26,35.56
T2M_MAX,2012,12.92,11.35,26.33,29.37,32.11,39.53,42.12,38.78,35.89,26.72,24.8,18.81,42.12
T2M_MAX,2013,9.42,8.92,16.09,26.69,32.0,30.5,32.98,39.87,38.38,28.71,18.74,8.33,39.87
T2M_MAX,2014,8.7,10.92,23.27,26.02,29.44,30.26,31.23,31.17,30.46,23.81,14.92,12.62,31.23
T2M_MAX,2015,9.49,6.11,26.25,25.0,27.3,32.39,33.0,31.38,30.95,26.65,21.74,13.09,33.0
T2M_MAX,2016,7.13,16.95,20.52,25.96,27.57,32.28,32.44,32.38,32.61,26.76,22.23,7.9,32.61
T2M_MAX,2017,8.33,19.77,22.5,23.8,29.23,33.38,36.11,32.93,34.8,28.23,17.56,18.92,36.11
T2M_MAX,2018,11.79,14.52,15.35,25.29,35.88,33.58,33.41,34.99,30.81,28.49,14.54,7.82,35.88
T2M_MAX,2019,8.7,9.61,19.66,26.59,28.29,31.12,31.94,29.43,30.51,24.17,12.74,12.49,31.94
T2M_MAX,2020,10.52,14.14,20.68,24.86,27.22,31.65,35.04,37.37,34.28,28.96,23.5,12.32,37.37
T2M_MAX,2021,6.88,13.61,22.76,29.96,30.2,40.22,36.43,35.9,34.52,28.58,19.25,20.71,40.22
T2M_MAX,2022,8.13,14.2,21.65,24.43,31.9,33.63,38.46,39.29,36.17,27.59,24.46,7.85,39.29
T2M_MAX,2023,10.45,11.8,23.58,27.42,29.94,33.48,38.32,39.55,37.38,33.9,20.09,14.36,39.55
T2M_MAX,2024,11.17,23.25,23.51,28.73,28.96,32.63,33.82,39.24,33.01,34.2,17.82,11.31,39.24
T2M_MAX,2025,10.36,14.58,26.16,26.61,29.45,34.47,32.48,33.15,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MIN,2001,-21.01,-25.31,-11.8,-4.16,4.54,4.55,12.73,12.7,1.86,-5.1,-4.39,-15.64,-25.31
T2M_MIN,2002,-16.3,-16.35,-18.33,-6.31,1.85,11.45,14.7,11.57,4.59,-5.3,-11.21,-14.29,-18.33
T2M_MIN,2003,-21.64,-20.14,-16.57,-5.62,4.49,7.01,12.35,14.05,1.98,-2.45,-8.75,-13.04,-21.64
T2M_MIN,2004,-21.18,-22.79,-7.51,-4.3,1.41,7.26,11.99,7.8,5.32,-1.11,-5.83,-20.85,-22.79
T2M_MIN,2005,-23.64,-11.44,-9.92,-3.04,-2.27,12.74,11.74,13.08,2.53,-1.2,-9.15,-18.83,-23.64
T2M_MIN,2006,-9.14,-21.57,-6.25,-3.91,2.2,8.87,13.75,13.21,2.13,-4.84,-9.68,-15.34,-21.57
T2M_MIN,2007,-18.9,-21.26,-19.6,-9.92,4.21,9.59,12.32,11.99,2.07,-0.54,-9.43,-17.98,-21.26
T2M_MIN,2008,-23.36,-24.83,-16.55,-4.31,1.4,10.18,12.18,10.41,5.45,-4.03,-11.84,-26.7,-26.7
T2M_MIN,2009,-32.13,-19.16,-15.36,-6.54,3.37,9.09,10.22,7.99,4.26,-3.6,-4.66,-24.29,-32.13
T2M_MIN,2010,-35.47,-25.35,-11.21,-0.49,1.99,12.07,14.42,11.17,4.71,-2.5,-9.61,-20.99,-35.47
T2M_MIN,2011,-24.23,-24.96,-10.8,-4.53,-2.15,10.52,16.21,13.06,3.3,-1.74,-5.54,-14.32,-24.96
T2M_MIN,2012,-16.51,-17.09,-6.29,-3.67,6.3,6.33,18.35,10.47,1.88,-4.85,-8.11,-18.64,-18.64
T2M_MIN,2013,-19.94,-21.51,-12.38,-6.45,-0.79,6.97,9.35,12.3,7.19,-2.96,-13.08,-23.57,-23.57
T2M_MIN,2014,-26.49,-22.81,-23.77,-7.13,0.34,8.65,9.94,12.31,2.23,-4.24,-15.35,-20.04,-26.49
T2M_MIN,2015,-24.93,-21.99,-19.05,-2.46,1.62,7.56,11.74,8.93,4.94,-0.45,-9.1,-14.88,-24.93
T2M_MIN,2016,-27.81,-17.06,-7.0,-6.14,1.06,10.22,12.64,11.68,6.71,-0.19,-5.52,-25.12,-27.81
T2M_MIN,2017,-18.25,-14.26,-10.6,-0.17,0.86,9.88,14.35,11.27,8.05,-5.85,-7.05,-24.82,-24.82
T2M_MIN,2018,-25.68,-20.2,-7.5,-10.38,7.24,13.22,12.44,11.26,3.47,-3.83,-12.77,-13.91,-25.68
T2M_MIN,2019,-32.88,-23.24,-24.1,-3.08,1.95,7.71,12.99,11.68,8.68,-4.84,-15.4,-12.67,-32.88
T2M_MIN,2020,-20.78,-21.17,-7.65,-7.27,0.3,11.12,14.2,11.91,5.68,-5.78,-7.09,-16.16,-21.17
T2M_MIN,2021,-13.83,-26.16,-5.27,-6.19,1.89,10.74,13.8,13.6,5.82,-0.54,-8.02,-13.65,-26.16
T2M_MIN,2022,-23.37,-19.24,-14.71,-4.95,2.19,8.63,14.78,14.51,2.5,-6.09,-10.64,-25.17,-25.17
T2M_MIN,2023,-21.06,-22.75,-12.1,-5.39,1.36,9.25,11.84,12.28,10.19,-5.23,-8.36,-6.0,-22.75
T2M_MIN,2024,-29.08,-11.27,-6.9,-2.12,5.63,10.92,13.09,11.67,8.11,0.45,-11.32,-13.69,-29.08
T2M_MIN,2025,-25.54,-23.68,-8.05,-5.09,2.52,10.22,14.01,8.89,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_RANGE,2001,9.13,11.21,11.19,14.86,10.83,11.83,11.68,12.86,12.26,11.66,11.53,9.03,11.5
T2M_RANGE,2002,8.94,10.62,11.23,13.33,14.63,12.63,12.7,11.56,13.95,10.55,9.88,8.48,11.54
T2M_RANGE,2003,8.94,11.36,12.47,13.82,12.52,12.2,12.29,14.04,14.01,14.14,9.04,7.72,11.88
T2M_RANGE,2004,8.63,10.35,11.62,13.91,11.96,11.01,10.16,11.55,14.24,12.19,10.39,9.19,11.26
T2M_RANGE,2005,8.28,9.27,11.8,12.71,13.35,11.18,13.14,13.48,14.53,12.89,10.5,7.11,11.53
T2M_RANGE,2006,8.38,10.74,11.07,14.25,12.16,13.21,13.18,11.15,11.94,11.57,10.85,9.02,11.45
T2M_RANGE,2007,8.86,8.99,12.44,12.44,11.69,11.66,12.18,10.37,12.39,10.97,9.97,8.27,10.86
T2M_RANGE,2008,9.08,9.94,11.98,12.58,12.44,10.88,9.55,10.62,11.37,11.89,8.32,10.88,10.8
T2M_RANGE,2009,9.89,11.12,12.36,12.61,12.27,10.08,10.68,11.15,12.12,9.69,9.78,8.42,10.84
T2M_RANGE,2010,8.89,11.25,10.85,12.44,11.89,10.82,9.02,9.42,11.14,12.89,10.06,8.44,10.58
T2M_RANGE,2011,8.53,10.68,10.79,12.39,11.75,10.13,9.15,11.87,12.23,13.78,11.2,8.53,10.91
T2M_RANGE,2012,9.53,9.75,12.37,13.27,13.15,14.0,14.55,14.63,15.25,12.3,11.64,9.22,12.47
T2M_RANGE,2013,10.37,9.68,10.08,13.06,10.96,9.63,11.23,12.74,14.05,12.08,10.04,8.64,11.05
T2M_RANGE,2014,11.2,11.17,12.78,13.45,12.59,10.63,10.63,9.13,11.37,11.67,8.78,7.09,10.87
T2M_RANGE,2015,9.78,10.67,14.27,13.47,11.56,11.21,10.75,10.42,11.2,11.52,10.42,7.32,11.05
T2M_RANGE,2016,9.32,9.39,11.03,12.07,11.72,11.21,9.52,9.8,11.25,11.71,11.09,8.42,10.54
T2M_RANGE,2017,7.64,11.98,10.81,11.09,12.43,12.39,12.46,12.58,13.63,10.8,10.82,8.24,11.22
T2M_RANGE,2018,9.34,10.64,10.3,12.2,12.01,10.29,10.93,11.61,9.89,11.21,7.96,8.03,10.37
T2M_RANGE,2019,9.06,10.11,10.68,12.8,11.46,9.71,8.83,9.74,10.4,10.75,9.31,8.3,10.09
T2M_RANGE,2020,8.59,10.02,11.78,12.99,10.59,10.57,10.82,13.07,12.66,11.72,12.61,8.81,11.18
T2M_RANGE,2021,8.16,9.73,12.9,12.6,11.66,13.18,12.31,12.28,14.15,11.2,10.94,8.97,11.51
T2M_RANGE,2022,11.18,12.59,11.49,13.25,11.5,12.1,11.99,13.53,13.56,14.22,10.4,8.37,12.01
T2M_RANGE,2023,8.13,11.55,11.54,14.3,13.5,12.32,12.78,12.26,14.63,11.81,11.82,7.98,11.87
T2M_RANGE,2024,8.12,13.01,12.76,13.39,12.53,11.16,10.37,11.9,14.27,14.87,9.59,7.81,11.64
T2M_RANGE,2025,10.29,10.51,14.14,12.78,13.31,10.37,9.39,9.85,-999.0,-999.0,-999.0,-999.0,-999.0
WD10M,2001,276.7,323.4,316.0,198.2,262.2,192.1,153.2,194.8,145.3,242.7,229.1,263.5,243.9
WD10M,2002,283.1,280.2,339.1,223.1,250.8,188.6,192.6,147.7,196.0,314.9,289.0,263.4,254.8
WD10M,2003,311.1,315.1,313.8,113.5,3.1,198.9,217.2,84.0,235.0,266.2,282.5,269.7,282.6
WD10M,2004,328.3,258.8,268.2,295.8,196.4,245.1,155.3,194.0,174.5,188.8,324.5,286.2,247.7
WD10M,2005,7.1,303.1,326.7,183.1,234.4,188.9,190.3,143.4,194.9,200.7,267.5,287.5,239.3
WD10M,2006,284.4,319.8,60.1,141.6,298.6,154.0,212.6,129.1,272.3,286.5,280.3,259.7,279.0
WD10M,2007,281.7,322.0,184.9,337.4,170.7,197.9,195.6,167.3,196.9,221.6,285.8,301.4,241.3
WD10M,2008,280.5,320.9,6.5,265.8,80.2,238.2,197.5,141.8,191.8,145.9,273.6,278.0,256.7
WD10M,2009,307.9,305.4,165.4,22.7,246.8,324.0,323.8,224.1,117.7,280.8,113.7,330.8,308.8
WD10M,2010,318.4,344.0,30.9,179.0,158.8,233.1,192.1,186.8,240.7,260.1,269.8,324.9,267.4
WD10M,2011,311.6,294.1,55.9,15.1,130.8,162.6,164.7,134.8,344.9,249.6,264.9,273.0,280.5
WD10M,2012,289.1,284.3,191.2,113.5,190.0,182.1,206.7,201.7,284.6,276.8,215.0,318.7,231.6
WD10M,2013,272.8,312.8,347.6,278.7,122.6,208.5,176.1,197.6,172.6,237.2,257.6,307.1,264.2
WD10M,2014,299.8,299.6,300.6,47.8,160.2,185.1,254.1,135.9,193.6,309.9,280.7,225.6,271.4
WD10M,2015,286.6,322.2,286.2,340.8,192.7,113.4,174.3,211.1,168.5,245.1,215.5,277.2,238.9
WD10M,2016,287.6,307.3,212.7,143.6,224.1,225.1,176.5,161.6,188.8,170.9,236.7,267.1,236.2
WD10M,2017,307.7,289.0,50.7,37.6,296.8,232.2,181.2,85.4,176.2,257.3,274.6,299.8,277.3
WD10M,2018,281.4,297.3,73.1,31.8,134.2,170.3,338.9,184.1,168.1,292.3,310.5,286.7,279.7
WD10M,2019,316.2,338.9,310.8,113.8,138.1,181.8,204.3,144.1,186.8,259.0,287.8,256.1,255.3
WD10M,2020,289.8,316.8,258.5,308.6,29.5,161.5,167.6,191.9,244.6,310.5,239.6,302.3,261.9
WD10M,2021,335.2,326.5,153.8,276.8,164.6,210.3,167.5,170.9,185.0,352.9,261.0,244.3,229.3
WD10M,2022,300.4,315.8,327.9,241.9,151.3,213.7,232.9,179.6,180.2,251.8,259.1,258.4,266.9
WD10M,2023,308.2,277.2,328.7,255.0,129.3,114.0,295.1,197.0,177.6,290.0,253.4,267.3,261.3
WD10M,2024,301.5,280.5,7.7,278.0,195.6,207.9,167.0,199.3,145.4,212.7,286.0,287.5,244.6
WD10M,2025,300.6,325.5,287.5,44.7,48.7,204.9,184.3,154.6,-999.0,-999.0,-999.0,-999.0,-999.0
WD50M,2001,274.3,321.3,312.9,198.8,253.6,193.6,155.9,195.2,147.3,245.0,228.5,259.1,239.1
WD50M,2002,278.6,277.0,337.8,218.7,242.1,188.7,192.5,148.3,194.3,311.0,287.6,259.0,248.3
WD50M,2003,309.3,306.3,303.1,124.6,14.8,198.8,214.0,89.8,237.3,266.8,276.6,268.4,273.1
WD50M,2004,321.8,250.7,267.7,294.1,194.7,243.4,161.9,194.5,174.8,189.4,319.0,283.2,241.8
WD50M,2005,4.5,294.9,323.0,191.7,234.2,189.2,189.3,143.5,194.3,195.2,263.9,285.7,232.9
WD50M,2006,276.6,316.2,56.6,149.7,296.7,161.5,210.8,129.2,271.5,280.9,245.0,256.1,269.0
WD50M,2007,278.3,317.3,186.2,332.8,173.9,199.5,195.3,169.9,196.6,220.0,283.6,297.7,236.6
WD50M,2008,274.8,317.6,5.0,223.4,87.7,240.1,199.6,146.9,193.3,148.2,271.9,272.3,248.6
WD50M,2009,304.9,302.2,164.4,26.7,242.7,302.7,317.2,227.4,120.1,273.7,125.9,327.1,300.2
WD50M,2010,320.2,346.8,36.9,181.8,158.7,234.5,193.2,188.0,242.3,261.3,260.5,320.1,259.6
WD50M,2011,309.1,289.7,60.4,12.5,136.0,165.9,167.5,133.2,346.1,245.5,260.0,269.8,268.7
WD50M,2012,284.1,281.6,193.4,117.9,191.1,182.7,202.3,194.9,275.9,274.5,212.8,319.7,228.3
WD50M,2013,267.4,310.7,349.9,270.2,146.7,207.0,177.7,199.2,171.7,235.5,255.4,302.4,255.0
WD50M,2014,296.4,298.2,281.3,83.0,162.8,188.7,256.6,137.9,193.2,309.2,275.4,205.9,262.3
WD50M,2015,284.5,320.0,283.6,345.0,192.5,108.3,179.0,211.8,167.9,238.0,213.5,270.0,232.7
WD50M,2016,284.4,303.3,208.3,151.9,218.5,225.3,177.9,160.9,186.9,173.7,238.0,265.7,231.7
WD50M,2017,304.5,280.9,56.6,90.5,290.8,231.5,181.6,134.8,177.3,250.6,267.2,296.5,266.0
WD50M,2018,272.3,285.0,73.8,36.3,145.1,172.4,356.3,180.0,169.0,290.1,301.7,275.2,233.2
WD50M,2019,309.0,336.9,309.7,124.5,150.7,186.7,205.9,133.9,189.7,257.2,281.2,250.7,246.5
WD50M,2020,286.3,310.3,248.2,305.7,32.2,164.4,173.8,192.4,242.3,307.4,239.2,298.1,254.6
WD50M,2021,327.5,320.0,155.0,276.0,168.8,211.5,170.1,171.7,184.8,347.5,258.5,236.6,224.9
WD50M,2022,295.9,309.0,325.0,242.7,156.5,214.3,229.8,179.0,174.7,247.1,254.1,250.4,258.8
WD50M,2023,304.3,265.8,333.9,248.2,133.6,116.6,292.1,194.9,175.2,285.4,252.5,257.1,250.7
WD50M,2024,299.2,271.6,13.9,276.6,193.6,209.6,172.0,204.5,144.8,211.1,278.5,282.8,236.9
WD50M,2025,299.7,318.5,278.2,69.7,53.3,206.5,184.5,155.2,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M,2001,4.7,5.06,4.8,6.39,5.44,4.46,3.74,3.89,3.88,5.29,5.09,5.52,4.85
WS10M,2002,5.38,6.55,5.89,6.09,5.48,4.86,3.8,3.78,4.1,4.42,4.54,4.89,4.97
WS10M,2003,5.32,5.57,5.47,5.72,5.06,3.97,3.86,3.49,4.71,4.46,5.16,5.57,4.86
WS10M,2004,5.46,5.43,6.19,5.34,5.55,3.83,3.43,3.83,5.01,5.17,4.55,5.64,4.95
WS10M,2005,4.97,4.81,5.46,5.44,5.49,4.57,4.03,3.58,4.55,4.63,5.78,4.8,4.84
WS10M,2006,5.63,5.52,5.89,5.93,5.5,4.29,3.9,3.89,4.47,5.17,4.64,5.21,5.0
WS10M,2007,5.98,5.76,5.61,6.11,5.54,4.28,3.92,3.69,4.75,5.05,5.36,4.48,5.04
WS10M,2008,5.51,5.04,5.1,5.99,5.35,4.53,3.63,3.33,4.06,4.92,5.25,6.28,4.91
WS10M,2009,5.33,5.86,5.87,5.7,4.88,3.68,3.62,4.16,3.53,4.93,4.82,5.14,4.79
WS10M,2010,4.78,4.23,5.02,5.4,4.93,4.13,3.72,3.85,4.78,4.65,5.49,5.19,4.68
WS10M,2011,4.77,5.71,5.11,6.14,5.69,4.8,3.36,3.43,4.08,4.96,5.47,4.77,4.85
WS10M,2012,5.91,5.43,5.73,5.71,5.34,4.84,3.7,3.53,4.09,4.71,4.84,4.91,4.89
WS10M,2013,5.74,5.91,5.33,5.53,5.34,4.41,3.63,3.61,4.64,5.07,5.5,5.18,4.98
WS10M,2014,6.87,5.33,6.19,6.27,4.71,4.26,3.86,3.26,4.1,4.97,6.05,4.57,5.03
WS10M,2015,5.39,5.23,5.19,5.38,5.13,3.87,3.49,3.86,4.29,4.6,5.6,5.24,4.77
WS10M,2016,4.86,5.69,5.47,6.17,4.04,4.17,3.67,3.39,4.74,4.64,4.88,5.8,4.79
WS10M,2017,5.03,5.44,5.96,5.35,5.08,4.68,3.67,3.51,4.28,5.72,4.94,5.47,4.92
WS10M,2018,5.54,5.17,5.74,5.6,4.01,4.11,3.55,3.82,4.2,4.38,4.7,4.73,4.62
WS10M,2019,5.58,5.5,5.26,5.8,4.71,3.74,3.84,3.5,4.52,5.17,4.96,4.88,4.78
WS10M,2020,5.16,5.28,5.29,5.42,4.5,4.79,3.69,4.18,4.82,5.1,5.43,4.82,4.87
WS10M,2021,5.02,4.76,5.95,5.4,4.96,3.99,3.53,3.88,4.29,4.79,5.5,5.63,4.81
WS10M,2022,5.93,6.22,5.95,6.77,5.42,4.26,3.7,3.51,4.11,4.54,5.74,5.92,5.16
WS10M,2023,5.01,5.72,5.59,6.32,4.46,3.37,3.12,3.86,3.96,5.03,4.7,4.52,4.63
WS10M,2024,4.75,5.41,5.9,6.7,4.79,4.72,3.36,3.71,3.79,4.96,5.0,4.92,4.83
