-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  36.5328   Longitude -119.2702 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 249.47 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,2014,99.01,98.7,98.7,98.51,98.43,98.03,98.29,98.25,98.08,98.4,98.86,98.85,98.51
PS,2015,99.09,98.74,98.8,98.45,98.28,98.1,98.23,98.24,98.13,98.42,98.77,98.95,98.51
PS,2016,98.89,99.06,98.66,98.58,98.28,98.26,98.23,98.2,98.37,98.49,98.81,98.91,98.56
PS,2017,98.8,98.64,98.88,98.62,98.26,98.1,98.22,98.13,98.2,98.47,98.73,99.11,98.51
PS,2018,99.03,98.89,98.7,98.61,98.35,98.1,98.29,98.25,98.13,98.43,98.76,98.96,98.54
PS,2019,98.9,98.56,98.73,98.51,98.23,98.18,98.23,98.18,98.24,98.49,98.5,98.79,98.46
PS,2020,99.17,98.92,98.67,98.57,98.37,98.19,98.16,98.1,98.34,98.48,98.81,99.07,98.57
PS,2021,98.86,98.94,98.8,98.46,98.32,98.1,98.18,98.07,98.3,98.53,98.97,98.62,98.51
PS,2022,99.14,99.07,98.76,98.54,98.34,98.15,98.2,98.18,98.11,98.5,98.87,98.85,98.56
PS,2023,98.77,98.8,98.62,98.61,98.31,98.22,98.18,98.22,98.29,98.39,98.74,98.88,98.5
PS,2024,98.88,98.6,98.53,98.58,98.25,98.0,98.12,98.31,98.08,98.48,98.74,99.05,98.47
PS,2025,99.18,98.77,98.69,98.57,98.32,98.11,98.28,98.29,-999.0,-999.0,-999.0,-999.0,-999.0
T2M,2001,8.94,8.98,14.34,13.84,25.15,27.71,28.83,29.13,26.11,21.63,14.38,8.56,19.03
T2M,2002,8.13,12.23,12.25,16.7,20.79,26.58,30.69,28.03,26.34,18.92,14.65,9.78,18.79
T2M,2003,13.52,10.57,13.39,13.21,20.16,26.27,31.78,29.09,27.89,22.97,11.87,9.91,19.28
T2M,2004,9.32,9.58,17.08,18.08,21.89,26.21,29.65,28.75,25.42,18.15,11.69,10.29,18.88
T2M,2005,9.56,11.7,12.79,14.32,19.87,23.17,31.73,30.11,23.79,19.41,15.76,11.24,18.67
T2M,2006,9.09,11.3,8.68,13.82,20.95,27.06,32.63,28.12,25.93,18.53,14.36,9.67,18.38
T2M,2007,8.18,10.99,15.61,16.48,22.09,26.9,29.76,29.39,23.96,18.88,15.58,7.85,18.85
T2M,2008,7.96,10.01,13.09,15.88,21.05,27.36,30.12,30.0,26.91,20.91,15.28,8.11,18.91
T2M,2009,11.31,10.38,12.34,15.73,23.74,24.78,30.95,28.79,27.75,17.64,13.49,8.51,18.84
T2M,2010,10.3,10.06,11.94,12.99,17.19,25.13,29.4,27.68,25.94,19.9,12.29,9.79,17.77
T2M,2011,9.66,8.82,11.21,14.1,17.1,23.13,28.95,28.75,27.63,19.82,12.43,9.22,17.62
T2M,2012,11.31,10.82,12.38,16.35,21.57,25.93,28.94,31.15,27.87,20.31,15.09,8.94,19.24
T2M,2013,8.91,10.02,15.13,18.51,22.44,28.08,30.9,28.57,25.26,18.81,15.34,10.38,19.41
T2M,2014,14.15,12.43,15.59,18.02,22.74,27.75,31.04,29.06,27.17,22.34,15.04,11.34,20.61
T2M,2015,12.62,15.09,17.92,18.0,20.26,29.24,28.96,29.1,27.23,22.45,11.83,8.03,20.09
T2M,2016,9.84,14.03,13.87,17.33,21.0,28.77,30.66,29.04,25.65,19.99,15.02,9.23,19.54
T2M,2017,7.85,10.79,13.9,15.36,20.97,28.11,32.51,31.21,26.16,20.73,15.87,11.66,19.65
T2M,2018,13.2,11.44,12.51,17.25,20.75,27.55,32.79,29.61,26.69,20.21,15.58,10.12,19.86
T2M,2019,10.98,7.45,12.12,17.83,18.11,26.91,30.36,30.33,26.0,19.71,15.2,10.54,18.86
T2M,2020,9.75,12.74,12.42,16.57,21.97,26.79,30.0,30.82,27.3,22.47,14.1,10.96,19.68
T2M,2021,10.67,11.09,12.2,17.92,23.08,29.11,32.57,30.28,26.79,18.59,15.52,8.79,19.76
T2M,2022,10.8,11.95,14.82,17.02,21.68,28.52,31.17,31.28,29.16,22.64,11.47,9.2,20.02
T2M,2023,8.03,8.56,9.39,15.38,19.85,23.42,31.72,29.41,25.12,21.44,15.45,12.95,18.46
T2M,2024,10.73,10.94,12.43,15.76,21.31,28.87,34.05,30.28,27.62,23.78,13.02,12.19,20.12
T2M,2025,10.09,12.4,12.36,16.7,22.29,28.11,29.39,30.4,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MAX,2001,24.86,25.6,28.2,32.34,43.01,42.93,46.53,43.4,42.01,38.95,28.81,20.77,46.53
T2M_MAX,2002,21.12,27.78,28.99,32.81,39.5,41.62,46.31,41.62,41.83,35.12,28.27,20.73,46.31
T2M_MAX,2003,27.08,21.83,28.48,28.23,40.9,42.83,44.85,40.0,42.89,36.41,25.05,21.31,44.85
T2M_MAX,2004,22.14,20.35,32.12,36.5,37.01,39.76,41.65,42.94,41.74,36.23,24.24,25.82,42.94
T2M_MAX,2005,22.9,20.71,28.87,28.22,34.68,39.97,45.16,43.18,37.93,34.94,30.63,24.62,45.16
T2M_MAX,2006,23.48,25.5,23.07,26.96,35.26,42.43,46.72,41.41,40.68,31.45,27.96,25.61,46.72
T2M_MAX,2007,22.22,27.4,32.58,36.03,35.78,42.29,45.19,42.75,41.75,33.55,30.09,23.43,45.19
T2M_MAX,2008,19.95,23.7,26.02,34.35,40.24,44.12,46.33,42.71,41.62,37.9,30.31,22.34,46.33
T2M_MAX,2009,25.34,25.91,25.88,36.29,41.22,44.18,45.13,40.94,41.65,30.92,28.9,19.78,45.13
T2M_MAX,2010,22.99,21.55,24.59,27.65,33.09,42.97,42.71,45.47,42.02,36.7,32.82,22.69,45.47
T2M_MAX,2011,20.85,22.02,26.12,29.53,33.41,40.18,41.97,41.21,41.17,33.54,25.67,20.1,41.97
T2M_MAX,2012,24.78,25.24,26.96,34.41,38.62,42.74,43.64,45.59,39.34,38.85,31.55,20.34,45.59
T2M_MAX,2013,22.69,23.1,29.78,35.16,38.41,45.83,43.79,40.91,40.34,32.35,28.15,24.35,45.83
T2M_MAX,2014,26.75,26.29,29.92,34.74,38.84,43.26,43.06,43.4,40.7,37.21,28.99,22.4,43.4
T2M_MAX,2015,26.13,27.76,32.03,33.66,38.3,43.98,43.52,41.31,41.32,37.54,28.63,23.3,43.98
T2M_MAX,2016,21.14,26.78,25.99,32.68,37.4,44.24,44.39,42.59,40.85,34.81,30.97,21.1,44.39
T2M_MAX,2017,19.82,23.57,28.59,26.75,37.44,44.61,45.3,45.43,45.38,35.36,30.16,25.06,45.43
T2M_MAX,2018,24.23,26.36,27.4,30.87,37.2,41.5,43.72,42.29,40.12,32.75,28.38,20.98,43.72
T2M_MAX,2019,21.42,18.9,25.24,33.35,30.59,40.49,43.2,43.29,40.83,34.55,29.94,21.54,43.29
T2M_MAX,2020,22.43,27.56,26.67,32.78,39.78,43.7,43.4,45.18,44.2,38.29,33.23,26.93,45.18
T2M_MAX,2021,25.02,21.92,29.36,33.88,40.41,45.59,46.04,42.72,43.05,33.1,28.15,27.46,46.04
T2M_MAX,2022,20.59,27.28,30.31,34.21,39.95,43.1,44.76,43.07,47.07,36.07,24.54,21.74,47.07
T2M_MAX,2023,19.01,20.24,19.73,30.82,34.36,41.25,44.46,43.39,38.55,38.28,28.65,25.89,44.46
T2M_MAX,2024,26.0,22.36,23.99,29.81,35.98,44.23,47.57,44.97,42.8,42.98,25.17,23.51,47.57
T2M_MAX,2025,22.74,27.45,30.97,30.08,40.75,40.12,42.37,43.32,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MIN,2001,-1.47,-2.65,2.77,2.04,10.37,13.78,15.94,16.3,15.38,11.23,1.26,-0.23,-2.65
T2M_MIN,2002,-3.88,1.02,0.18,4.44,7.85,13.17,19.38,15.89,12.97,8.38,5.18,0.34,-3.88
T2M_MIN,2003,3.63,3.01,2.27,2.73,4.63,12.72,17.56,18.42,16.84,7.36,2.33,-0.91,-0.91
T2M_MIN,2004,-2.13,1.67,4.33,5.81,10.25,11.26,17.77,17.41,11.12,4.93,-2.53,1.0,-2.53
T2M_MIN,2005,1.05,2.84,3.38,3.93,6.61,9.86,17.33,18.79,12.41,8.74,1.86,1.46,1.05
T2M_MIN,2006,-0.81,0.45,-0.35,4.73,8.78,13.87,18.54,17.38,11.89,8.24,0.01,-1.42,-1.42
T2M_MIN,2007,-4.0,1.17,0.52,4.46,7.4,10.33,18.56,16.49,11.93,7.12,5.04,-2.36,-4.0
T2M_MIN,2008,0.44,-0.5,1.24,3.45,7.91,11.73,19.04,17.48,14.21,5.79,6.89,-2.74,-2.74
T2M_MIN,2009,-0.03,-0.32,0.72,2.25,12.12,13.29,17.13,15.62,11.17,4.38,4.65,-3.81,-3.81
T2M_MIN,2010,1.76,3.13,1.02,3.33,6.06,11.39,17.01,14.2,12.82,7.76,-1.17,-3.63,-3.63
T2M_MIN,2011,-0.04,-3.05,2.14,1.2,5.89,7.87,14.45,16.99,15.23,7.92,2.47,1.41,-3.05
T2M_MIN,2012,0.24,1.21,-0.47,3.35,8.89,11.05,16.06,17.2,16.0,8.38,3.27,-0.66,-0.66
T2M_MIN,2013,-2.4,-0.58,3.55,4.58,8.91,13.37,18.08,17.37,9.93,7.47,6.14,-2.34,-2.4
T2M_MIN,2014,4.12,1.45,6.89,3.95,8.36,14.54,19.81,16.78,13.57,11.16,6.04,-0.71,-0.71
T2M_MIN,2015,-1.48,4.5,5.57,5.88,8.1,13.91,17.03,18.29,14.82,8.98,1.57,-2.77,-2.77
T2M_MIN,2016,0.52,-1.37,4.13,6.12,8.42,12.23,17.7,17.85,12.48,10.95,2.05,-0.86,-1.37
T2M_MIN,2017,0.39,1.51,1.18,4.22,6.86,10.43,19.92,18.51,10.87,9.18,6.45,-0.86,-0.86
T2M_MIN,2018,2.8,-1.23,1.36,4.14,8.41,11.69,17.6,15.98,14.51,10.3,6.33,0.33,-1.23
T2M_MIN,2019,-0.84,-1.96,2.74,5.36,7.0,14.58,17.71,19.09,10.75,6.72,1.11,1.89,-1.96
T2M_MIN,2020,1.83,-2.29,1.82,5.17,9.57,9.9,16.51,17.06,16.79,8.06,3.01,2.66,-2.29
T2M_MIN,2021,-0.75,3.32,1.05,7.42,8.53,11.32,19.74,18.06,14.46,8.02,6.06,-0.52,-0.75
T2M_MIN,2022,1.51,-0.92,1.67,2.57,5.41,13.7,16.75,21.04,15.07,9.71,3.23,1.58,-0.92
T2M_MIN,2023,-0.44,-1.56,-1.53,1.41,7.52,12.29,15.33,18.63,14.89,7.8,5.08,5.23,-1.56
T2M_MIN,2024,-0.78,0.59,4.22,3.29,5.8,15.89,19.73,16.75,13.58,8.53,4.02,4.48,-0.78
T2M_MIN,2025,2.25,2.77,2.38,4.92,10.04,13.57,18.31,19.1,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_RANGE,2001,10.77,9.79,11.62,12.87,17.06,17.8,16.9,17.49,16.4,13.19,10.79,8.88,13.65
T2M_RANGE,2002,10.37,11.97,12.67,13.16,16.02,17.92,17.87,17.59,16.02,13.47,11.91,9.01,14.01
T2M_RANGE,2003,10.88,10.67,12.68,11.49,14.56,17.89,17.39,15.59,16.19,14.16,10.26,8.86,13.4
T2M_RANGE,2004,9.7,9.88,13.65,14.89,16.11,17.35,17.81,16.64,15.77,11.91,10.84,9.97,13.72
T2M_RANGE,2005,8.65,8.7,10.36,12.17,13.01,16.01,17.98,16.59,15.55,13.41,11.89,8.85,12.79
T2M_RANGE,2006,9.58,10.93,9.15,9.68,13.36,16.14,16.69,17.33,16.3,13.43,11.33,10.8,12.9
T2M_RANGE,2007,12.19,10.62,14.36,14.23,16.91,17.73,16.85,16.56,14.1,13.06,12.53,10.31,14.14
T2M_RANGE,2008,9.36,10.4,12.32,14.99,15.55,18.27,17.22,17.29,16.48,13.87,11.0,9.43,13.85
T2M_RANGE,2009,11.58,9.74,11.87,14.54,16.37,15.51,17.5,16.65,15.65,12.6,12.19,9.32,13.65
T2M_RANGE,2010,9.53,8.73,11.02,11.52,13.82,16.83,18.1,17.23,16.58,11.91,10.6,8.11,12.85
T2M_RANGE,2011,9.33,9.72,9.51,11.29,13.47,15.36,17.29,17.66,15.77,12.94,10.96,12.31,12.99
T2M_RANGE,2012,12.03,11.19,12.59,13.6,16.52,17.89,17.51,17.25,16.34,12.98,11.16,8.59,13.98
T2M_RANGE,2013,11.44,11.83,13.07,15.27,16.0,17.77,17.79,16.32,15.04,14.06,11.61,11.5,14.32
T2M_RANGE,2014,12.48,11.94,12.53,14.87,16.12,18.23,16.51,16.5,15.31,13.92,11.29,9.45,14.1
T2M_RANGE,2015,10.81,12.0,13.04,14.7,14.5,17.15,15.4,16.33,14.75,12.3,11.31,9.65,13.5
T2M_RANGE,2016,8.76,11.96,11.2,13.26,14.22,17.15,18.4,17.91,15.82,12.65,11.79,9.8,13.58
T2M_RANGE,2017,7.92,7.75,10.29,11.46,14.01,16.66,17.29,15.73,13.63,13.97,11.32,12.61,12.75
T2M_RANGE,2018,10.55,12.11,11.13,13.16,14.04,17.53,16.11,16.64,16.39,13.92,11.6,10.31,13.63
T2M_RANGE,2019,9.85,8.67,9.65,12.29,12.13,15.9,16.57,16.18,14.4,14.39,11.52,9.12,12.58
T2M_RANGE,2020,9.8,12.76,10.73,12.31,15.56,17.22,18.15,15.8,14.13,13.74,11.66,11.03,13.58
T2M_RANGE,2021,10.28,11.63,12.55,15.26,16.84,17.15,16.6,16.77,15.54,12.49,11.45,9.05,13.81
T2M_RANGE,2022,10.52,12.59,12.72,14.05,15.63,16.4,16.35,15.67,14.15,13.59,11.3,8.31,13.44
T2M_RANGE,2023,8.13,9.48,8.16,11.3,12.88,14.55,17.46,15.66,14.08,13.53,11.78,9.8,12.25
T2M_RANGE,2024,9.27,9.06,9.79,12.53,15.45,16.85,17.12,15.92,15.35,14.05,11.14,10.0,13.06
T2M_RANGE,2025,11.98,11.09,10.36,11.75,15.23,16.94,16.86,16.46,-999.0,-999.0,-999.0,-999.0,-999.0
WD10M,2001,115.8,130.4,298.2,304.8,301.5,291.3,273.9,280.1,285.2,350.3,98.6,110.9,282.0
WD10M,2002,90.0,90.4,302.9,296.6,291.7,291.0,272.2,276.0,292.2,277.1,105.3,122.5,287.9
WD10M,2003,93.0,36.9,325.3,287.6,300.5,284.5,278.5,288.9,282.2,16.2,93.4,106.2,300.5
WD10M,2004,91.7,121.3,357.9,309.9,297.1,287.2,268.7,280.5,294.2,134.8,115.6,116.2,290.9
WD10M,2005,114.0,118.4,70.2,308.2,309.7,289.1,274.8,286.8,270.9,287.9,77.4,108.9,297.3
WD10M,2006,93.6,99.1,140.4,210.3,312.7,295.9,281.0,248.4,246.5,202.6,42.2,105.0,270.4
WD10M,2007,96.2,93.6,339.7,311.7,292.3,294.6,286.6,293.3,283.3,332.0,74.7,91.6,305.5
WD10M,2008,117.9,102.4,340.4,317.4,291.7,296.0,288.6,281.6,281.8,63.3,56.1,96.5,310.1
WD10M,2009,77.8,125.5,325.5,302.6,305.6,283.2,289.2,277.5,294.4,319.5,64.8,104.5,306.1
WD10M,2010,112.2,114.7,353.7,297.6,310.2,302.0,270.5,279.5,295.9,302.4,99.7,104.5,301.7
WD10M,2011,103.6,123.1,100.3,322.7,303.9,292.6,279.1,277.7,267.6,149.5,89.8,92.8,303.3
WD10M,2012,101.3,17.6,191.5,299.2,303.9,291.8,255.7,275.4,268.4,321.1,109.4,101.0,291.0
WD10M,2013,100.5,349.8,316.9,305.7,295.2,286.7,250.9,288.5,299.2,273.9,104.2,103.7,291.9
WD10M,2014,91.0,95.4,356.6,301.6,301.6,282.5,261.1,249.8,277.3,321.5,94.9,113.9,284.4
WD10M,2015,102.2,121.5,319.3,295.9,270.2,281.5,267.6,278.0,296.1,294.2,74.2,68.0,285.6
WD10M,2016,105.0,62.3,347.9,301.3,294.5,299.1,275.8,267.0,275.7,126.8,82.6,90.2,304.1
WD10M,2017,115.7,115.0,335.8,330.7,289.7,296.4,280.4,281.3,279.9,356.3,93.8,94.4,304.1
WD10M,2018,95.6,333.0,125.8,314.9,283.8,285.6,284.2,283.0,302.2,306.8,109.1,75.6,297.4
WD10M,2019,127.8,133.5,156.9,305.2,273.7,281.1,280.0,277.3,300.6,342.2,113.9,109.4,262.9
WD10M,2020,46.5,27.4,210.0,291.2,287.9,282.7,256.3,276.4,336.4,86.3,69.9,93.8,288.9
WD10M,2021,112.2,338.9,276.9,304.6,294.6,274.6,259.6,263.4,266.4,355.1,75.2,111.1,283.0
WD10M,2022,85.5,59.5,315.5,317.3,305.3,301.2,276.8,271.4,283.0,303.5,96.0,119.0,305.4
WD10M,2023,125.2,145.1,140.4,315.4,274.1,268.8,270.4,249.4,261.5,322.1,104.6,105.8,240.8
WD10M,2024,106.2,131.8,261.8,286.3,292.8,282.9,271.8,299.3,274.3,346.3,96.7,93.4,288.3
WD10M,2025,105.9,98.1,270.6,291.8,294.1,285.5,272.5,296.3,-999.0,-999.0,-999.0,-999.0,-999.0
WD50M,2001,111.8,125.1,325.6,322.4,322.6,301.8,281.9,295.9,320.5,61.0,92.2,110.1,16.6
WD50M,2002,87.2,86.8,10.4,307.8,302.6,300.5,278.7,293.8,325.8,315.3,100.3,119.3,330.6
WD50M,2003,91.1,55.6,346.0,306.2,313.9,293.5,287.9,305.6,328.6,53.4,89.8,106.4,348.1
WD50M,2004,89.0,112.3,26.6,328.0,306.5,294.5,273.9,292.9,334.9,101.2,101.1,115.0,345.4
WD50M,2005,112.9,112.2,71.2,321.8,320.9,300.0,282.4,308.9,341.1,37.8,75.5,107.3,24.2
WD50M,2006,94.0,96.9,130.4,188.2,328.8,309.3,294.2,245.9,78.7,86.8,49.5,102.0,64.6
WD50M,2007,88.5,87.6,11.5,325.1,304.0,304.6,297.6,311.5,301.9,20.0,71.7,90.0,339.7
WD50M,2008,117.1,97.5,351.9,330.9,302.0,308.6,299.7,294.6,342.7,68.8,64.9,92.5,351.9
WD50M,2009,78.2,122.6,343.2,317.6,319.5,290.5,302.4,296.5,321.9,5.7,65.7,102.5,351.7
WD50M,2010,111.2,111.9,24.7,314.9,321.3,310.9,275.1,293.7,332.0,351.2,92.3,105.1,355.7
WD50M,2011,103.1,116.8,97.0,332.0,315.5,304.6,289.0,290.2,312.6,63.5,86.2,85.6,1.2
WD50M,2012,96.7,46.1,83.3,313.0,315.8,300.9,257.4,288.2,296.0,358.0,103.8,98.9,331.9
WD50M,2013,96.3,19.2,0.4,317.5,304.3,295.2,248.3,302.9,317.1,43.2,85.6,98.4,316.6
WD50M,2014,86.0,90.5,31.5,314.9,312.7,290.6,261.9,245.6,295.9,13.3,88.0,112.0,319.3
WD50M,2015,93.7,100.4,340.4,310.0,274.6,290.2,270.7,285.5,323.7,340.0,69.7,63.9,307.7
WD50M,2016,104.8,64.0,19.5,312.4,305.8,309.8,282.0,274.1,297.1,106.1,78.7,90.0,352.6
WD50M,2017,116.6,113.6,3.9,345.3,299.9,305.9,287.7,291.6,300.6,31.1,88.9,90.8,14.8
WD50M,2018,93.2,355.4,112.7,329.0,291.2,293.7,291.8,292.5,342.3,33.0,100.3,77.1,334.1
WD50M,2019,125.9,131.8,124.9,316.2,281.6,292.9,288.5,286.5,314.9,12.8,103.9,109.4,24.0
WD50M,2020,50.2,42.2,172.0,304.9,301.9,292.9,258.3,289.2,22.2,77.2,69.2,90.8,338.0
WD50M,2021,107.9,354.7,312.4,326.1,303.9,281.2,259.4,268.6,291.9,53.7,73.7,109.9,337.6
WD50M,2022,84.7,65.0,344.1,331.4,315.3,313.9,283.8,279.7,308.8,16.5,89.9,117.8,344.0
WD50M,2023,124.5,134.8,134.8,327.3,282.9,273.0,278.5,247.9,266.2,27.1,93.3,100.0,181.1
WD50M,2024,101.6,126.3,330.6,297.7,303.7,290.8,278.1,314.7,297.6,11.9,89.5,92.2,325.9
WD50M,2025,97.0,95.1,328.1,304.1,304.4,294.2,277.9,311.4,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M,2001,2.44,2.51,2.31,2.35,2.73,2.76,2.44,2.37,2.23,2.17,2.36,2.4,2.42
WS10M,2002,2.0,2.16,2.48,2.4,2.61,2.77,2.5,2.22,2.49,2.15,2.25,2.53,2.38
WS10M,2003,1.84,2.2,2.43,2.58,2.6,2.85,2.62,2.15,2.34,2.36,2.11,2.35,2.37
WS10M,2004,2.19,2.3,2.47,2.6,2.76,2.95,2.41,2.46,2.43,2.51,2.14,2.73,2.5
WS10M,2005,2.37,2.2,2.29,2.53,2.28,2.35,2.58,2.46,2.33,2.23,2.2,2.27,2.34
WS10M,2006,2.17,2.32,2.24,2.34,2.3,2.53,2.64,2.3,2.53,2.29,2.11,2.1,2.32
WS10M,2007,2.26,2.3,2.41,2.6,2.8,2.85,2.59,2.34,2.19,2.44,2.16,2.32,2.44
WS10M,2008,2.88,2.32,2.37,2.65,2.78,2.9,2.59,2.33,2.4,2.6,2.27,2.09,2.52
WS10M,2009,2.21,2.56,2.38,2.77,2.68,2.79,2.49,2.25,2.51,2.33,2.2,2.27,2.45
WS10M,2010,2.49,2.17,2.29,2.51,2.81,2.95,2.39,2.32,2.39,2.32,2.33,2.46,2.45
WS10M,2011,1.85,2.42,2.53,2.4,2.63,2.43,2.35,2.13,2.53,2.12,2.33,2.06,2.31
WS10M,2012,2.18,2.2,2.26,2.76,2.71,2.92,2.44,2.39,2.39,2.3,2.27,2.32,2.43
WS10M,2013,2.27,2.02,2.27,2.87,3.12,2.98,2.51,2.26,2.46,2.35,2.05,2.08,2.44
WS10M,2014,2.22,2.29,2.45,2.71,2.84,2.85,2.7,2.33,2.22,2.27,2.04,2.38,2.44
WS10M,2015,1.84,2.11,2.29,2.7,2.52,2.7,2.59,2.16,2.28,2.29,2.2,2.11,2.32
WS10M,2016,2.34,2.05,2.3,2.68,2.53,2.74,2.57,2.3,2.46,2.46,2.25,2.14,2.4
WS10M,2017,2.77,2.82,2.19,2.66,2.56,2.62,2.58,2.58,2.58,2.28,1.99,2.06,2.47
WS10M,2018,2.06,2.17,2.5,2.42,2.51,2.74,2.73,2.28,2.2,2.53,2.23,1.93,2.36
WS10M,2019,2.51,3.07,2.41,2.35,2.48,2.43,2.5,2.37,2.43,2.42,2.27,2.29,2.46
WS10M,2020,1.87,2.05,2.32,2.41,2.67,2.94,2.45,2.26,2.22,2.13,2.09,2.16,2.3
WS10M,2021,2.48,2.27,2.28,2.29,2.87,2.77,2.43,2.19,2.17,2.39,1.87,2.48,2.38
WS10M,2022,1.84,2.23,2.28,2.51,2.95,2.86,2.51,2.26,2.43,2.23,2.26,2.3,2.39
WS10M,2023,2.9,2.54,2.69,2.26,2.27,2.44,2.45,2.44,2.11,2.35,2.35,1.94,2.39
WS10M,2024,1.99,2.48,2.39,2.52,2.51,2.89,2.41,2.34,2.3,2.35,2.31,2.0,2.37
WS10M,2025,2.07,2.38,2.42,2.17,2.57,2.69,2.42,2.42,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M_MAX,2001,9.42,8.15,9.15,5.98,7.23,7.9,6.17,5.58,6.23,6.54,8.94,7.78,9.42
WS10M_MAX,2002,5.78,5.35,8.81,6.76,6.38,7.45,6.31,5.84,6.19,6.45,6.55,9.88,9.88
