-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  31.6528   Longitude -99.3331 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 497.01 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,2014,96.24,95.9,95.84,95.57,95.63,95.53,95.9,95.75,95.89,95.81,96.2,96.18,95.87
PS,2015,96.5,96.2,96.11,95.53,95.68,95.73,95.7,95.72,95.74,95.86,96.0,95.78,95.88
PS,2016,96.06,96.13,95.6,95.66,95.67,95.76,95.72,95.78,95.93,95.99,96.15,96.2,95.88
PS,2017,95.95,95.74,95.97,95.5,95.49,95.48,95.86,95.73,95.78,95.97,96.02,96.32,95.82
PS,2018,96.55,96.07,95.81,95.79,95.56,95.5,95.85,95.81,95.77,95.91,96.04,96.03,95.89
PS,2019,96.19,95.85,96.15,95.51,95.4,95.62,95.76,95.6,95.76,95.81,96.06,96.06,95.82
PS,2020,96.1,96.06,95.89,95.61,95.6,95.68,95.63,95.64,95.9,95.91,96.22,96.07,95.86
PS,2021,96.11,96.0,95.89,95.65,95.72,95.59,95.86,95.75,95.77,95.74,96.26,95.73,95.84
PS,2022,96.28,96.33,95.76,95.53,95.31,95.63,95.69,95.71,95.86,95.93,96.1,96.1,95.85
PS,2023,95.96,96.01,95.71,95.64,95.63,95.31,95.73,95.66,95.69,95.84,96.11,96.17,95.79
PS,2024,96.03,95.77,95.58,95.54,95.22,95.49,95.8,95.83,95.69,96.07,95.78,96.19,95.75
PS,2025,96.42,96.06,95.54,95.62,95.5,95.65,95.85,95.84,-999.0,-999.0,-999.0,-999.0,-999.0
T2M,2001,6.11,10.47,11.39,19.96,23.84,28.13,31.26,29.15,23.69,18.43,14.5,8.87,18.86
T2M,2002,8.6,7.65,12.72,21.39,24.11,27.28,26.44,29.36,25.15,18.07,11.13,8.1,18.39
T2M,2003,6.69,8.63,14.28,20.33,25.64,25.83,29.13,29.46,23.42,19.84,14.21,9.0,18.93
T2M,2004,9.3,8.12,16.79,18.51,24.01,25.86,28.01,26.4,24.75,20.93,12.55,7.52,18.6
T2M,2005,9.57,10.16,13.05,18.23,22.5,27.67,29.4,27.39,27.7,19.26,14.51,7.67,18.96
T2M,2006,11.09,9.73,16.19,21.65,24.68,28.34,29.83,30.56,24.06,19.47,14.1,8.72,19.93
T2M,2007,4.77,9.33,16.41,16.73,21.7,25.06,25.02,26.95,24.63,19.73,13.29,8.26,17.7
T2M,2008,6.62,11.17,14.01,18.64,24.2,29.4,29.05,27.55,24.09,19.23,13.42,8.21,18.81
T2M,2009,8.16,12.21,15.1,18.41,23.27,28.59,29.43,29.57,23.39,17.4,13.56,5.0,18.7
T2M,2010,5.73,5.5,12.05,18.35,23.55,28.15,27.75,30.46,25.26,19.79,13.26,8.44,18.26
T2M,2011,6.02,8.86,17.1,22.74,24.02,30.83,32.4,32.44,26.83,19.1,13.62,7.04,20.14
T2M,2012,8.76,9.86,16.47,22.08,24.17,27.95,29.19,29.42,24.61,18.42,15.03,9.52,19.65
T2M,2013,7.81,10.69,13.98,17.88,22.54,28.12,27.9,29.57,25.77,19.23,10.64,5.98,18.38
T2M,2014,6.02,8.63,13.02,19.03,23.29,26.6,28.63,29.06,25.14,21.5,10.24,9.54,18.45
T2M,2015,5.69,8.09,13.56,20.0,22.46,26.46,29.16,29.98,27.22,21.25,13.2,9.43,18.93
T2M,2016,7.34,11.74,15.63,18.77,21.73,25.91,30.08,27.55,25.01,21.22,15.29,8.53,19.08
T2M,2017,9.1,13.3,17.32,19.47,22.75,27.14,29.24,27.59,25.47,19.43,15.48,7.96,19.55
T2M,2018,6.54,10.37,16.3,18.37,26.44,30.12,31.03,28.95,24.19,18.08,10.17,7.36,19.05
T2M,2019,7.17,10.27,12.64,18.52,21.97,26.08,28.57,31.13,28.97,18.66,11.79,9.45,18.81
T2M,2020,9.82,9.01,16.95,18.79,24.2,27.29,30.68,30.86,22.99,19.17,15.23,8.57,19.5
T2M,2021,7.14,5.69,14.87,18.04,21.81,27.06,28.01,28.53,26.65,20.94,13.95,14.8,19.04
T2M,2022,7.19,6.85,14.64,21.58,27.23,30.26,32.68,30.04,26.64,20.3,11.68,9.53,19.96
T2M,2023,9.58,10.06,16.17,19.25,23.24,29.73,32.27,33.19,28.53,20.59,13.47,10.55,20.61
T2M,2024,5.72,12.85,16.07,20.87,24.73,28.62,29.3,31.53,24.83,23.55,15.62,12.01,20.49
T2M,2025,5.29,10.24,17.66,20.59,24.2,28.04,26.72,29.36,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MAX,2001,20.42,24.15,28.63,31.2,37.56,39.26,41.75,39.51,35.17,32.64,29.66,23.95,41.75
T2M_MAX,2002,26.51,26.6,31.74,39.6,40.01,38.91,37.28,41.31,36.37,33.98,28.15,24.29,41.31
T2M_MAX,2003,24.16,26.31,30.16,34.34,41.51,37.13,39.54,42.52,34.56,31.36,29.97,24.25,42.52
T2M_MAX,2004,26.66,26.23,30.85,33.11,37.31,41.04,39.28,38.25,35.03,32.51,26.46,22.07,41.04
T2M_MAX,2005,25.46,27.49,27.22,32.79,37.45,38.58,41.31,37.15,40.86,35.28,30.35,28.5,41.31
T2M_MAX,2006,29.34,29.0,33.55,38.56,38.08,40.12,40.57,40.5,37.07,33.76,31.66,25.75,40.57
T2M_MAX,2007,22.95,28.74,28.74,30.19,31.02,34.07,32.58,35.31,32.65,32.58,29.87,25.31,35.31
T2M_MAX,2008,23.83,31.48,30.91,34.09,37.95,39.47,41.66,39.67,35.6,34.52,29.48,25.24,41.66
T2M_MAX,2009,27.77,33.67,31.68,34.51,37.77,40.45,40.06,39.36,35.99,34.28,27.43,21.93,40.45
T2M_MAX,2010,24.95,21.0,30.45,30.81,34.43,38.46,38.23,40.29,35.28,31.92,28.58,27.94,40.29
T2M_MAX,2011,24.26,30.67,32.71,38.18,41.72,42.05,41.57,42.71,40.17,33.74,28.78,24.44,42.71
T2M_MAX,2012,26.9,26.45,34.1,40.12,38.53,41.0,40.48,42.01,39.85,32.71,29.74,27.53,42.01
T2M_MAX,2013,26.98,23.66,31.39,34.34,38.14,41.03,39.91,40.33,36.95,33.56,27.81,26.77,41.03
T2M_MAX,2014,26.89,28.1,32.36,34.33,38.14,37.05,39.02,40.11,38.2,36.49,26.14,24.67,40.11
T2M_MAX,2015,26.7,27.05,32.31,33.53,32.4,35.37,39.03,41.08,37.85,35.16,29.08,25.52,41.08
T2M_MAX,2016,25.97,26.63,29.81,31.02,34.14,36.07,39.62,38.97,35.88,33.22,31.18,25.07,39.62
T2M_MAX,2017,26.51,30.2,32.18,34.31,36.38,41.8,39.38,37.58,39.59,33.52,33.05,27.56,41.8
T2M_MAX,2018,23.49,27.44,32.64,35.76,40.51,41.96,44.08,38.14,36.6,33.39,27.53,20.82,44.08
T2M_MAX,2019,23.5,28.56,28.48,34.08,32.64,37.12,38.52,40.85,37.24,35.75,29.11,28.07,40.85
T2M_MAX,2020,25.14,26.65,31.57,36.17,39.92,38.54,42.71,42.84,36.58,38.99,29.03,26.58,42.84
T2M_MAX,2021,21.74,26.49,30.75,35.42,32.77,38.38,39.34,38.83,38.53,33.63,28.51,30.76,39.34
T2M_MAX,2022,25.29,29.3,34.37,36.48,41.27,42.9,43.08,41.09,36.44,32.99,28.73,25.29,43.08
T2M_MAX,2023,26.81,29.88,32.71,35.57,37.83,44.53,43.55,43.72,42.46,34.58,31.07,26.45,44.53
T2M_MAX,2024,22.64,32.93,30.43,35.63,37.93,39.93,41.03,44.38,36.77,37.33,28.69,26.67,44.38
T2M_MAX,2025,23.7,31.37,34.36,35.71,39.02,38.35,38.22,38.63,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_MIN,2001,-4.81,-5.28,-0.34,7.91,9.74,17.71,19.88,20.85,9.52,4.56,-4.08,-4.69,-5.28
T2M_MIN,2002,-5.21,-6.26,-6.62,4.99,10.28,17.62,19.93,19.48,12.82,5.63,-0.99,-2.96,-6.62
T2M_MIN,2003,-5.88,-6.7,-1.56,2.63,13.24,15.18,21.24,19.55,13.0,5.08,-3.82,-3.8,-6.7
T2M_MIN,2004,-5.48,-4.74,3.53,1.91,6.95,17.99,19.52,16.7,12.21,9.01,-0.56,-7.2,-7.2
T2M_MIN,2005,-4.83,-2.3,-0.55,3.37,7.67,17.99,20.87,19.24,17.03,3.71,-0.3,-8.55,-8.55
T2M_MIN,2006,-1.46,-4.78,-2.62,8.15,10.3,17.28,19.24,18.51,12.91,4.49,-3.51,-4.38,-4.78
T2M_MIN,2007,-4.85,-6.48,-3.22,-1.48,12.43,17.28,18.41,20.61,14.79,3.72,-3.77,-4.89,-6.48
T2M_MIN,2008,-5.55,-3.24,-3.39,4.24,7.51,19.52,19.08,19.0,11.26,3.84,-0.37,-4.0,-5.55
T2M_MIN,2009,-5.97,-0.45,-3.35,2.72,10.22,14.72,20.25,17.63,11.69,3.42,0.64,-6.09,-6.09
T2M_MIN,2010,-10.73,-5.39,-2.66,3.48,9.7,18.3,21.55,19.26,9.99,5.11,-1.32,-5.05,-10.73
T2M_MIN,2011,-7.63,-11.13,-0.18,5.01,3.81,19.39,23.81,22.12,13.58,4.08,-0.13,-7.15,-11.13
T2M_MIN,2012,-2.37,-3.96,1.3,8.52,11.69,17.61,20.59,19.71,13.57,2.82,1.68,-6.39,-6.39
T2M_MIN,2013,-5.23,-1.7,-2.1,1.48,3.39,16.95,17.22,19.42,11.99,2.68,-5.38,-7.25,-7.25
T2M_MIN,2014,-8.27,-7.66,-7.67,0.56,7.3,14.53,18.57,19.03,13.04,8.97,-5.67,-3.63,-8.27
T2M_MIN,2015,-6.59,-4.22,-5.18,6.85,10.22,16.13,19.96,19.76,17.65,6.72,-0.11,-3.77,-6.59
T2M_MIN,2016,-4.71,-1.15,1.29,3.33,8.87,16.27,21.89,18.58,12.15,8.38,0.45,-9.01,-9.01
T2M_MIN,2017,-7.22,-0.64,1.84,6.86,10.03,17.51,20.49,17.13,13.87,1.55,1.78,-6.77,-7.22
T2M_MIN,2018,-7.68,-4.13,0.95,2.45,12.3,21.23,21.93,20.3,11.85,2.81,-5.07,-3.64,-7.68
T2M_MIN,2019,-3.07,-4.23,-6.5,2.49,8.91,16.83,17.36,22.05,21.14,-3.92,-5.42,-2.95,-6.5
T2M_MIN,2020,-1.45,-6.03,3.71,2.53,10.51,15.06,21.31,20.56,9.13,0.45,-2.69,-3.73,-6.03
T2M_MIN,2021,-4.56,-15.24,0.32,2.52,9.97,15.61,20.46,20.79,12.72,8.18,3.62,-0.38,-15.24
T2M_MIN,2022,-6.24,-9.85,-4.49,5.28,13.26,19.73,22.51,21.3,16.12,7.08,-1.14,-11.2,-11.2
T2M_MIN,2023,-4.34,-4.91,2.23,6.17,11.77,17.29,21.33,20.55,19.38,-0.13,-0.26,-2.23,-4.91
T2M_MIN,2024,-10.95,-3.56,1.61,6.92,14.7,20.13,19.66,22.02,13.52,9.27,0.65,-0.33,-10.95
T2M_MIN,2025,-6.95,-9.76,2.64,1.78,10.56,18.44,19.53,20.47,-999.0,-999.0,-999.0,-999.0,-999.0
T2M_RANGE,2001,12.44,13.06,12.89,13.47,13.48,14.14,13.77,11.16,12.32,15.1,11.49,13.14,13.04
T2M_RANGE,2002,14.83,14.91,16.01,14.24,14.18,12.73,9.57,13.13,13.13,11.71,13.23,13.66,13.43
T2M_RANGE,2003,14.21,13.74,14.45,16.77,15.14,11.43,12.85,12.19,11.93,13.41,12.61,14.98,13.65
T2M_RANGE,2004,12.23,12.85,13.47,13.09,14.03,10.43,12.77,11.12,12.28,10.92,10.88,13.46,12.3
T2M_RANGE,2005,12.31,10.75,14.08,14.87,12.4,13.25,12.66,10.67,13.77,13.57,15.78,14.26,13.2
T2M_RANGE,2006,15.55,15.06,14.41,15.55,14.64,14.31,13.31,12.02,13.14,13.57,14.71,13.82,14.16
T2M_RANGE,2007,11.56,15.11,13.34,13.92,9.97,9.58,8.96,9.96,10.27,13.94,12.61,15.08,12.0
T2M_RANGE,2008,12.86,16.32,15.12,16.1,14.56,13.76,13.46,10.92,13.21,15.15,14.05,14.86,14.18
T2M_RANGE,2009,16.33,15.97,15.65,14.47,12.91,13.44,12.68,13.09,10.46,12.67,14.17,12.65,13.7
T2M_RANGE,2010,12.78,12.12,15.73,13.56,12.57,12.23,10.65,12.88,11.47,15.4,15.13,15.02,13.31
T2M_RANGE,2011,14.27,15.86,17.28,17.58,15.83,16.2,13.87,13.85,15.32,14.83,14.75,11.46,15.08
T2M_RANGE,2012,14.74,13.9,14.27,15.46,13.19,13.04,12.87,12.9,12.86,13.52,15.06,14.69,13.87
T2M_RANGE,2013,12.98,14.88,16.8,16.42,13.79,14.02,12.18,12.93,11.95,13.3,12.66,13.58,13.78
T2M_RANGE,2014,15.64,15.37,16.51,15.46,15.22,11.8,13.09,12.99,11.23,14.89,13.53,10.9,13.88
T2M_RANGE,2015,11.61,13.55,13.74,13.61,10.54,11.47,13.44,13.24,12.75,13.49,12.16,13.59,12.76
T2M_RANGE,2016,13.63,15.4,14.57,13.53,11.12,10.47,13.32,10.48,10.74,13.29,11.28,12.07,12.49
T2M_RANGE,2017,13.29,15.06,14.6,13.96,14.22,12.8,12.13,11.22,12.97,14.46,14.09,12.6,13.44
T2M_RANGE,2018,15.32,14.56,15.07,17.58,14.77,13.99,14.07,11.85,9.83,10.11,13.59,11.26,13.49
T2M_RANGE,2019,12.76,13.5,13.0,13.68,11.14,11.26,12.39,13.07,12.86,14.76,14.12,14.85,13.11
T2M_RANGE,2020,13.25,13.58,12.13,15.07,14.31,13.15,13.2,14.08,11.62,15.88,14.73,15.49,13.88
T2M_RANGE,2021,12.78,13.59,15.35,14.23,11.14,12.08,11.58,11.93,13.94,13.35,13.75,14.87,13.21
T2M_RANGE,2022,15.25,15.75,17.92,16.55,16.1,14.49,14.59,11.93,13.35,14.83,12.48,12.01,14.6
T2M_RANGE,2023,13.95,14.15,15.25,16.14,11.55,14.96,14.7,15.11,12.71,13.12,12.37,14.05,14.0
T2M_RANGE,2024,12.83,14.56,14.84,14.93,11.66,12.75,12.75,13.87,12.19,14.81,14.07,13.23,13.54
T2M_RANGE,2025,13.13,15.89,16.99,14.04,13.87,12.21,10.52,13.24,-999.0,-999.0,-999.0,-999.0,-999.0
WD10M,2001,293.6,178.3,138.0,170.5,173.8,154.8,167.3,159.6,149.5,177.5,188.0,243.8,170.6
WD10M,2002,243.9,279.5,215.0,168.0,159.6,148.9,167.0,159.5,115.6,100.1,301.9,260.5,171.6
WD10M,2003,268.6,262.1,225.0,185.3,175.7,148.1,170.6,159.5,141.6,188.3,210.0,235.2,186.1
WD10M,2004,220.0,131.5,175.1,179.1,182.2,164.1,171.7,162.8,137.1,218.1,304.8,254.6,179.2
WD10M,2005,193.0,229.9,259.2,203.3,160.7,164.5,153.1,167.2,157.0,149.0,234.7,266.3,178.4
WD10M,2006,250.8,291.3,178.3,192.7,165.7,147.3,158.8,170.0,147.9,196.2,213.3,226.9,183.3
WD10M,2007,336.5,248.3,176.6,168.7,159.4,177.6,156.9,163.1,159.2,176.2,192.6,248.1,177.6
WD10M,2008,210.9,238.4,206.5,185.7,171.0,173.3,169.7,156.8,78.8,173.6,236.8,229.1,182.3
WD10M,2009,274.8,214.1,200.9,194.0,152.8,172.1,167.4,171.8,357.9,174.7,214.5,294.4,191.1
WD10M,2010,230.9,229.0,238.3,184.8,170.9,166.5,166.1,176.3,149.5,182.1,224.4,243.9,182.4
WD10M,2011,252.6,238.6,180.2,200.5,173.1,171.9,166.9,169.4,65.5,168.7,223.7,312.3,180.4
WD10M,2012,268.3,220.4,190.9,177.6,168.9,159.0,168.4,153.1,165.4,173.3,191.1,239.9,180.9
WD10M,2013,263.4,242.4,207.3,174.1,171.7,170.8,152.6,156.8,147.0,181.2,167.2,270.5,178.1
WD10M,2014,258.1,304.8,233.7,193.0,183.0,171.3,155.8,160.4,137.0,188.8,214.7,208.5,179.7
WD10M,2015,332.8,285.3,238.2,193.4,160.0,170.6,177.1,155.8,144.6,117.5,174.8,240.4,171.5
WD10M,2016,256.4,248.4,185.3,169.9,151.9,164.7,169.1,143.2,145.4,179.5,213.5,236.0,173.9
WD10M,2017,264.5,246.6,180.3,190.1,167.1,149.2,169.3,113.2,139.8,184.1,226.9,292.3,180.9
WD10M,2018,211.4,166.0,182.6,165.5,169.5,161.5,155.4,168.2,120.2,158.0,266.0,296.3,171.7
WD10M,2019,255.5,195.1,143.5,181.7,161.8,172.3,157.9,160.8,156.3,172.9,229.6,254.1,172.9
WD10M,2020,231.7,277.9,193.0,178.5,163.3,162.0,164.4,160.9,50.0,163.8,176.3,269.7,177.4
WD10M,2021,291.1,349.4,184.5,153.1,138.7,156.7,160.0,169.8,146.8,190.5,195.7,225.7,173.2
WD10M,2022,297.0,301.0,221.7,173.0,177.3,161.3,170.2,150.5,155.4,174.7,196.8,218.1,178.8
WD10M,2023,259.0,251.4,200.9,163.0,151.9,176.3,174.5,158.3,171.2,156.9,207.0,231.7,184.9
WD10M,2024,267.1,245.9,202.5,185.0,159.1,155.0,161.9,163.2,80.3,164.2,187.4,216.4,173.6
WD10M,2025,322.0,227.4,228.0,169.7,145.1,170.2,175.9,152.4,-999.0,-999.0,-999.0,-999.0,-999.0
WD50M,2001,277.6,180.5,151.1,171.5,174.2,154.8,168.2,159.7,148.5,176.3,188.4,243.6,172.0
WD50M,2002,237.3,267.9,203.9,168.0,160.3,149.4,168.3,160.7,120.8,109.6,298.0,253.8,173.6
WD50M,2003,259.5,244.5,219.3,185.4,176.3,148.0,172.4,161.6,141.8,189.0,209.1,230.5,186.5
WD50M,2004,214.1,139.9,175.5,179.0,182.5,164.7,172.6,162.9,137.0,214.6,289.4,251.5,179.6
WD50M,2005,193.8,214.1,255.0,200.5,161.2,164.3,154.1,166.3,157.3,151.7,231.5,259.1,178.9
WD50M,2006,248.2,273.3,178.0,192.5,165.9,147.8,159.3,170.3,147.0,195.0,209.0,224.5,184.4
WD50M,2007,326.0,245.6,177.5,169.9,159.7,177.0,159.2,164.3,160.0,175.0,191.0,240.0,178.3
WD50M,2008,207.9,229.4,204.2,184.8,171.7,172.7,170.9,158.2,86.2,174.9,233.0,224.3,182.6
WD50M,2009,267.6,210.8,199.3,195.3,153.3,171.6,165.8,170.2,354.4,175.4,209.4,286.3,190.2
WD50M,2010,225.9,198.4,237.0,185.2,172.5,167.3,166.5,176.4,150.1,182.1,214.7,236.2,183.5
WD50M,2011,240.3,227.8,178.6,199.9,172.8,172.1,167.9,170.2,77.7,169.3,218.8,291.7,180.7
WD50M,2012,261.9,222.0,191.2,177.4,169.5,159.7,169.3,153.9,166.6,173.9,188.9,234.0,181.6
WD50M,2013,258.5,236.9,205.3,173.7,170.6,170.2,152.9,157.8,151.2,182.2,167.7,260.3,178.2
WD50M,2014,251.1,270.1,220.7,192.5,184.2,171.1,157.1,159.6,139.4,186.5,211.8,201.8,180.3
WD50M,2015,319.2,238.9,213.7,193.1,161.4,171.6,177.2,156.8,145.2,121.2,176.1,234.6,173.3
WD50M,2016,251.8,242.8,180.7,170.4,154.0,164.0,169.7,144.1,145.4,179.2,212.2,229.4,174.3
WD50M,2017,256.4,240.1,180.9,188.5,168.1,149.3,169.5,119.0,139.7,183.1,221.0,272.9,181.8
WD50M,2018,207.9,173.5,180.2,163.7,169.8,162.2,157.9,167.7,126.0,159.8,257.3,291.4,173.0
WD50M,2019,246.8,195.6,153.4,180.3,162.3,171.1,157.2,161.2,156.1,168.3,218.5,246.5,173.7
WD50M,2020,226.5,261.7,193.2,178.4,163.3,161.7,165.3,159.7,54.9,166.3,176.0,262.6,178.0
WD50M,2021,288.2,324.8,183.5,157.0,140.4,158.2,161.3,169.4,148.7,188.5,194.6,222.7,175.0
WD50M,2022,282.1,275.4,216.0,172.4,177.8,161.6,170.2,151.1,157.8,171.1,196.8,215.3,179.6
WD50M,2023,252.6,244.8,198.2,167.2,152.9,175.5,173.9,159.3,169.6,158.9,203.7,231.2,185.2
WD50M,2024,254.1,238.8,198.7,186.0,159.8,156.0,163.5,165.0,85.9,164.0,185.1,211.1,174.5
WD50M,2025,319.5,207.3,224.3,169.1,146.5,170.2,175.8,153.2,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M,2001,4.55,4.9,3.93,5.52,5.05,5.08,4.52,3.88,3.72,5.05,4.69,4.26,4.59
WS10M,2002,4.83,5.07,5.44,5.37,5.64,4.5,4.34,4.37,3.96,3.98,4.45,4.56,4.71
WS10M,2003,4.42,4.87,4.71,5.57,4.46,3.98,4.26,3.69,3.79,3.82,4.92,5.02,4.45
WS10M,2004,4.51,4.81,5.21,5.22,5.51,4.62,4.38,3.64,3.68,4.2,4.42,4.54,4.56
WS10M,2005,4.6,3.96,4.95,5.49,4.47,4.64,3.7,3.55,4.07,4.05,4.45,4.38,4.36
WS10M,2006,5.14,4.84,5.28,5.27,5.34,4.32,4.62,4.29,4.24,4.63,5.25,4.73,4.83
WS10M,2007,4.3,5.08,5.22,5.26,4.16,4.1,3.34,4.31,3.72,4.51,4.52,4.7,4.43
WS10M,2008,4.68,5.1,5.75,5.6,5.34,5.75,4.78,3.31,3.6,4.64,4.44,5.19,4.85
WS10M,2009,4.89,5.52,5.6,6.15,4.12,4.89,3.71,4.05,4.13,4.94,4.08,4.07,4.67
WS10M,2010,4.63,4.52,5.54,5.67,4.96,5.11,4.46,3.92,4.23,4.06,5.24,4.54,4.74
WS10M,2011,3.83,5.54,5.33,6.09,5.73,5.89,4.53,4.18,4.03,4.72,4.93,4.61,4.94
WS10M,2012,4.98,4.88,5.28,5.28,4.84,4.41,4.16,4.03,4.28,4.5,4.46,4.65,4.64
WS10M,2013,4.47,5.48,5.52,5.65,5.57,4.66,4.13,3.77,3.66,4.47,4.57,4.12,4.67
WS10M,2014,5.17,4.89,5.29,5.52,5.43,5.41,4.17,3.88,3.73,4.43,5.25,4.48,4.8
WS10M,2015,4.34,4.74,4.0,4.88,5.16,4.4,4.9,3.84,3.92,4.19,4.81,4.53,4.47
WS10M,2016,4.37,4.98,5.45,4.65,4.61,4.0,4.98,4.06,3.79,4.23,4.23,4.54,4.49
WS10M,2017,4.82,4.93,5.37,5.48,5.07,4.3,3.57,3.93,4.11,4.64,4.27,4.2,4.55
WS10M,2018,4.61,4.72,5.02,5.54,5.0,5.36,4.01,3.88,3.58,4.46,4.39,4.55,4.59
WS10M,2019,4.6,4.78,4.86,5.26,5.09,4.17,4.23,4.04,4.4,4.83,4.39,4.02,4.55
WS10M,2020,4.52,5.04,4.56,5.11,5.1,4.78,4.23,4.07,4.11,4.63,4.38,4.8,4.61
WS10M,2021,4.64,4.99,5.69,5.29,4.69,4.32,3.75,4.06,3.6,4.35,4.38,4.29,4.5
WS10M,2022,4.61,4.93,5.5,5.91,5.71,4.58,4.24,3.74,3.28,4.12,4.42,4.14,4.6
WS10M,2023,4.87,5.12,5.23,4.93,3.81,3.88,4.03,4.19,3.77,4.51,3.95,4.42,4.39
WS10M,2024,4.68,4.91,4.6,5.2,4.42,4.61,3.95,3.88,3.42,4.19,4.62,4.16,4.38
WS10M,2025,4.61,4.59,5.43,5.43,4.34,4.94,4.04,3.33,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M_MAX,2001,12.39,12.82,11.54,12.6,11.45,9.78,7.82,7.28,10.24,11.16,10.17,10.39,12.82
